YEAR,MONTH,Number_of_Tags_Issued,animal_type,zip_code,OBJECTID
2014,4,1,CAT,40228,862
2014,4,3,CAT,40229,863
2014,4,10,CAT,40241,864
2014,4,1,CAT,40243,865
2014,4,1,CAT,40245,866
2014,4,2,CAT,40258,867
2014,4,2,CAT,40268,868
2014,4,6,CAT,40272,869
2014,4,3,CAT,40299,870
2014,4,1,DOG,,871
2014,4,3,DOG,40059,872
2014,4,2,DOG,40118,873
2014,4,1,DOG,40202,874
2014,4,4,DOG,40203,875
2014,4,3,DOG,40204,876
2014,4,6,DOG,40205,877
2014,4,5,DOG,40206,878
2014,4,9,DOG,40207,879
2014,4,1,DOG,40208,880
2014,4,1,DOG,40210,881
2014,4,1,DOG,40211,882
2014,4,6,DOG,40212,883
2014,4,4,DOG,40213,884
2014,4,12,DOG,40214,885
2014,4,4,DOG,40215,886
2014,4,10,DOG,40216,887
2014,4,3,DOG,40217,888
2014,4,7,DOG,40218,889
2014,4,12,DOG,40219,890
2014,4,4,DOG,40220,891
2014,4,2,DOG,40222,892
2014,4,10,DOG,40223,893
2014,4,3,DOG,40228,894
2014,4,10,DOG,40229,895
2014,4,10,DOG,40241,896
2014,4,3,DOG,40242,897
2014,4,3,DOG,40243,898
2014,4,5,DOG,40245,899
2014,4,8,DOG,40258,900
2014,4,1,DOG,40268,901
2014,4,14,DOG,40272,902
2014,4,7,DOG,40291,903
2014,4,4,DOG,40299,904
2014,5,1,CAT,23130,905
2014,5,1,CAT,40059,906
2014,5,1,CAT,40118,907
2014,5,1,CAT,40204,908
2014,5,2,CAT,40205,909
2014,5,1,CAT,40206,910
2014,5,1,CAT,40207,911
2014,5,1,CAT,40208,912
2014,5,4,CAT,40214,913
2014,5,5,CAT,40216,914
2014,5,1,CAT,40217,915
2014,5,2,CAT,40218,916
2014,5,1,CAT,40219,917
2014,5,1,CAT,40220,918
2014,5,1,CAT,40222,919
2014,5,1,CAT,40223,920
2014,5,2,CAT,40229,921
2014,5,2,CAT,40242,922
2014,5,1,CAT,40245,923
2014,5,4,CAT,40258,924
2014,5,4,CAT,40272,925
2014,5,3,CAT,40299,926
2014,5,1,DOG,40059,927
2014,5,2,DOG,40118,928
2014,5,1,DOG,40203,929
2014,5,3,DOG,40204,930
2014,5,4,DOG,40205,931
2014,5,3,DOG,40206,932
2014,5,5,DOG,40207,933
2014,5,1,DOG,40208,934
2014,5,1,DOG,40211,935
2014,5,4,DOG,40212,936
2014,5,2,DOG,40213,937
2014,5,13,DOG,40214,938
2014,5,5,DOG,40215,939
2014,5,17,DOG,40216,940
2014,5,2,DOG,40217,941
2014,5,3,DOG,40218,942
2014,5,7,DOG,40219,943
2014,5,11,DOG,40220,944
2014,5,5,DOG,40222,945
2014,5,1,DOG,40223,946
2014,5,1,DOG,40228,947
2014,5,3,DOG,40229,948
2014,5,1,DOG,40241,949
2014,5,3,DOG,40242,950
2014,5,3,DOG,40243,951
2014,5,2,DOG,40245,952
2014,5,8,DOG,40258,953
2014,5,14,DOG,40272,954
2014,5,3,DOG,40291,955
2014,5,12,DOG,40299,956
2014,6,1,CAT,40047,957
2014,6,2,CAT,40109,958
2014,6,2,CAT,40204,959
2014,6,5,CAT,40205,960
2014,6,1,CAT,40206,961
2014,6,3,CAT,40207,962
2014,6,2,CAT,40208,963
2014,6,2,CAT,40212,964
2014,6,2,CAT,40214,965
2014,6,2,CAT,40216,966
2014,6,1,CAT,40218,967
2014,6,1,CAT,40219,968
2014,6,5,CAT,40222,969
2014,6,1,CAT,40223,970
2014,6,4,CAT,40228,971
2014,6,1,CAT,40229,972
2014,6,1,CAT,40241,973
2014,6,3,CAT,40245,974
2014,6,3,CAT,40258,975
2014,6,1,CAT,40272,976
2014,6,2,CAT,40291,977
2014,6,3,CAT,40299,978
2014,6,2,DOG,40023,979
2014,6,1,DOG,40118,980
2014,6,2,DOG,40203,981
2014,6,3,DOG,40204,982
2014,6,6,DOG,40205,983
2014,6,4,DOG,40206,984
2014,6,7,DOG,40207,985
2014,6,3,DOG,40208,986
2014,6,3,DOG,40212,987
2014,6,2,DOG,40213,988
2014,6,11,DOG,40214,989
2014,6,6,DOG,40215,990
2014,6,10,DOG,40216,991
2014,6,11,DOG,40217,992
2014,6,2,DOG,40218,993
2014,6,8,DOG,40219,994
2014,6,3,DOG,40220,995
2014,6,6,DOG,40222,996
2014,6,8,DOG,40223,997
2014,6,5,DOG,40228,998
2014,6,10,DOG,40229,999
2014,6,3,DOG,40241,1000
2014,6,1,DOG,40242,1001
2014,6,2,DOG,40243,1002
2014,6,7,DOG,40258,1003
2014,6,1,DOG,40259,1004
2014,6,8,DOG,40272,1005
2014,6,4,DOG,40291,1006
2014,6,5,DOG,40299,1007
2014,7,1,CAT,40023,1008
2014,7,1,CAT,40047,1009
2014,7,2,CAT,40205,1010
2014,7,2,CAT,40206,1011
2014,7,3,CAT,40207,1012
2014,7,1,CAT,40211,1013
2014,7,2,CAT,40212,1014
2014,7,2,CAT,40213,1015
2014,7,4,CAT,40214,1016
2014,7,1,CAT,40216,1017
2014,7,2,CAT,40217,1018
2014,7,8,CAT,40218,1019
2014,7,4,CAT,40219,1020
2014,7,7,CAT,40220,1021
2014,7,2,CAT,40222,1022
2014,7,3,CAT,40223,1023
2014,7,5,CAT,40228,1024
2014,7,1,CAT,40241,1025
2014,7,3,CAT,40243,1026
2014,7,4,CAT,40258,1027
2014,7,5,CAT,40272,1028
2014,7,4,CAT,40299,1029
2014,7,1,DOG,40004,1030
2014,7,1,DOG,40059,1031
2014,7,6,DOG,40118,1032
2014,7,1,DOG,40165,1033
2014,7,1,DOG,40203,1034
2014,7,3,DOG,40204,1035
2014,7,8,DOG,40205,1036
2014,7,7,DOG,40207,1037
2014,7,3,DOG,40211,1038
2014,7,3,DOG,40212,1039
2014,7,1,DOG,40213,1040
2014,7,7,DOG,40214,1041
2014,7,5,DOG,40215,1042
2014,7,6,DOG,40216,1043
2014,7,1,DOG,40217,1044
2014,7,12,DOG,40218,1045
2014,7,10,DOG,40219,1046
2014,7,11,DOG,40220,1047
2014,7,4,DOG,40222,1048
2014,7,5,DOG,40223,1049
2014,7,5,DOG,40228,1050
2014,7,5,DOG,40229,1051
2014,7,2,DOG,40241,1052
2014,7,2,DOG,40242,1053
2014,7,8,DOG,40243,1054
2014,7,4,DOG,40245,1055
2014,7,5,DOG,40258,1056
2014,7,1,DOG,40268,1057
2014,7,13,DOG,40272,1058
2014,7,2,DOG,40291,1059
2014,7,7,DOG,40299,1060
2014,7,1,DOG,47115,1061
2014,7,2,DOG,47130,1062
2014,7,1,DOG,47250,1063
2014,8,1,CAT,40059,1064
2014,8,1,CAT,40118,1065
2014,8,2,CAT,40177,1066
2014,8,1,CAT,40203,1067
2014,8,1,CAT,40204,1068
2014,8,1,CAT,40205,1069
2014,8,3,CAT,40206,1070
2014,8,1,CAT,40207,1071
2014,8,2,CAT,40208,1072
2014,8,1,CAT,40212,1073
2014,8,6,CAT,40213,1074
2014,8,1,CAT,40214,1075
2014,8,6,CAT,40216,1076
2014,8,1,CAT,40218,1077
2014,8,1,CAT,40219,1078
2014,8,2,CAT,40220,1079
2014,8,1,CAT,40222,1080
2014,8,1,CAT,40223,1081
2014,8,1,CAT,40228,1082
2014,8,1,CAT,40229,1083
2014,8,2,CAT,40241,1084
2014,8,1,CAT,40242,1085
2014,8,1,CAT,40243,1086
2014,8,1,CAT,40245,1087
2014,8,1,CAT,40250,1088
2014,8,2,CAT,40258,1089
2014,8,4,CAT,40272,1090
2014,8,4,CAT,40299,1091
2014,8,1,DOG,40026,1092
2014,8,1,DOG,40059,1093
2014,8,1,DOG,40065,1094
2014,8,1,DOG,40118,1095
2014,8,2,DOG,40165,1096
2014,8,1,DOG,40203,1097
2014,8,3,DOG,40204,1098
2014,8,5,DOG,40205,1099
2014,8,2,DOG,40206,1100
2014,8,6,DOG,40207,1101
2014,8,2,DOG,40210,1102
2014,8,1,DOG,40211,1103
2014,8,4,DOG,40212,1104
2014,8,1,DOG,40213,1105
2014,8,2,DOG,40214,1106
2014,8,2,DOG,40215,1107
2014,8,12,DOG,40216,1108
2014,8,6,DOG,40217,1109
2014,8,1,DOG,40218,1110
2014,8,10,DOG,40219,1111
2014,8,7,DOG,40220,1112
2014,8,7,DOG,40222,1113
2014,8,4,DOG,40223,1114
2014,8,3,DOG,40228,1115
2014,8,4,DOG,40229,1116
2014,8,6,DOG,40241,1117
2014,8,3,DOG,40258,1118
2014,8,2,DOG,40268,1119
2014,8,10,DOG,40272,1120
2014,8,9,DOG,40291,1121
2014,8,9,DOG,40299,1122
2014,8,1,DOG,40601,1123
2014,9,1,,40241,1124
2014,9,1,CAT,40118,1125
2014,9,1,CAT,40204,1126
2014,9,6,CAT,40205,1127
2014,9,1,CAT,40206,1128
2014,9,1,CAT,40207,1129
2014,9,4,CAT,40208,1130
2014,9,4,CAT,40213,1131
2014,9,10,CAT,40214,1132
2014,9,4,CAT,40215,1133
2014,9,3,CAT,40216,1134
2014,9,2,CAT,40218,1135
2014,9,4,CAT,40219,1136
2014,9,1,CAT,40220,1137
2014,9,1,CAT,40222,1138
2014,9,1,CAT,40223,1139
2014,9,1,CAT,40228,1140
2014,9,3,CAT,40229,1141
2014,9,1,CAT,40243,1142
2014,9,4,CAT,40258,1143
2014,9,6,CAT,40272,1144
2014,9,3,CAT,40291,1145
2014,9,1,DOG,32780,1146
2014,9,1,DOG,40059,1147
2014,9,2,DOG,40204,1148
2014,9,13,DOG,40205,1149
2014,9,2,DOG,40206,1150
2014,9,7,DOG,40207,1151
2014,9,1,DOG,40208,1152
2014,9,1,DOG,40210,1153
2014,9,1,DOG,40211,1154
2014,9,3,DOG,40212,1155
2014,9,4,DOG,40213,1156
2014,9,26,DOG,40214,1157
2014,9,13,DOG,40215,1158
2014,9,15,DOG,40216,1159
2014,9,7,DOG,40217,1160
2014,9,3,DOG,40218,1161
2014,9,11,DOG,40219,1162
2014,9,8,DOG,40220,1163
2014,9,1,DOG,40222,1164
2014,9,4,DOG,40223,1165
2014,9,5,DOG,40228,1166
2014,9,6,DOG,40229,1167
2014,9,2,DOG,40241,1168
2014,9,5,DOG,40242,1169
2014,9,1,DOG,40243,1170
2014,9,1,DOG,40245,1171
2014,9,10,DOG,40258,1172
2014,9,19,DOG,40272,1173
2014,9,5,DOG,40291,1174
2014,9,5,DOG,40299,1175
2014,10,1,CAT,40004,1176
2014,10,2,CAT,40014,1177
2014,10,3,CAT,40023,1178
2014,10,1,CAT,40201,1179
2014,10,5,CAT,40204,1180
2014,10,2,CAT,40205,1181
2014,10,3,CAT,40212,1182
2014,10,5,CAT,40214,1183
2014,10,3,CAT,40217,1184
2014,10,1,CAT,40218,1185
2014,10,2,CAT,40220,1186
2014,10,3,CAT,40222,1187
2014,10,3,CAT,40223,1188
2014,10,1,CAT,40229,1189
2014,10,1,CAT,40241,1190
2014,10,2,CAT,40243,1191
2014,10,1,CAT,40245,1192
2014,10,6,CAT,40272,1193
2014,10,1,DOG,40004,1194
2014,10,3,DOG,40023,1195
2014,10,1,DOG,40059,1196
2014,10,3,DOG,40118,1197
2014,10,1,DOG,40165,1198
2014,10,2,DOG,40201,1199
2014,10,2,DOG,40203,1200
2014,10,4,DOG,40204,1201
2014,10,8,DOG,40205,1202
2014,10,2,DOG,40206,1203
2014,10,11,DOG,40207,1204
2014,10,1,DOG,40208,1205
2014,10,2,DOG,40210,1206
2014,10,4,DOG,40212,1207
2014,10,11,DOG,40213,1208
2014,10,9,DOG,40214,1209
2014,10,5,DOG,40215,1210
2014,10,6,DOG,40216,1211
2014,10,7,DOG,40217,1212
2014,10,7,DOG,40218,1213
2014,10,9,DOG,40219,1214
2014,10,4,DOG,40220,1215
2014,10,2,DOG,40222,1216
2014,10,11,DOG,40223,1217
2014,10,6,DOG,40228,1218
2014,10,7,DOG,40229,1219
2014,10,2,DOG,40241,1220
2014,10,3,DOG,40242,1221
2014,10,1,DOG,40243,1222
2014,10,3,DOG,40245,1223
2014,10,1,DOG,40253,1224
2014,10,2,DOG,40258,1225
2014,10,3,DOG,40291,1226
2014,10,9,DOG,40299,1227
2014,10,1,DOG,47421,1228
2014,11,1,CAT,40205,1229
2014,11,1,CAT,40206,1230
2014,11,2,CAT,40208,1231
2014,11,2,CAT,40213,1232
2014,11,6,CAT,40214,1233
2014,11,3,CAT,40216,1234
2014,11,3,CAT,40217,1235
2014,11,1,CAT,40218,1236
2014,11,3,CAT,40219,1237
2014,11,2,CAT,40220,1238
2014,11,3,CAT,40223,1239
2014,11,5,CAT,40229,1240
2014,11,2,CAT,40258,1241
2014,11,1,CAT,40268,1242
2014,11,2,CAT,40272,1243
2014,11,1,CAT,40299,1244
2014,11,1,DOG,40071,1245
2014,11,1,DOG,40203,1246
2014,11,6,DOG,40204,1247
2014,11,1,DOG,40205,1248
2014,11,1,DOG,40206,1249
2014,11,6,DOG,40207,1250
2014,11,3,DOG,40211,1251
2014,11,3,DOG,40213,1252
2014,11,4,DOG,40214,1253
2014,11,6,DOG,40215,1254
2014,11,10,DOG,40216,1255
2014,11,2,DOG,40217,1256
2014,11,4,DOG,40218,1257
2014,11,5,DOG,40219,1258
2014,11,3,DOG,40220,1259
2014,11,1,DOG,40223,1260
2014,11,3,DOG,40228,1261
2014,11,5,DOG,40229,1262
2014,11,2,DOG,40241,1263
2014,11,2,DOG,40245,1264
2014,11,3,DOG,40258,1265
2014,11,14,DOG,40272,1266
2014,11,3,DOG,40291,1267
2014,11,4,DOG,40299,1268
2014,11,1,DOG,40601,1269
2014,11,1,DOG,41017,1270
2014,12,1,CAT,40160,1271
2014,12,1,CAT,40204,1272
2014,12,3,CAT,40205,1273
2014,12,2,CAT,40206,1274
2014,12,2,CAT,40207,1275
2014,12,1,CAT,40208,1276
2014,12,1,CAT,40212,1277
2014,12,1,CAT,40213,1278
2014,12,14,CAT,40214,1279
2014,12,1,CAT,40215,1280
2014,12,2,CAT,40216,1281
2014,12,1,CAT,40218,1282
2014,12,4,CAT,40219,1283
2014,12,2,CAT,40220,1284
2014,12,1,CAT,40222,1285
2014,12,1,CAT,40223,1286
2014,12,4,CAT,40228,1287
2014,12,1,CAT,40229,1288
2014,12,1,CAT,40241,1289
2014,12,1,CAT,40245,1290
2014,12,2,CAT,40258,1291
2014,12,3,CAT,40272,1292
2014,12,1,CAT,40291,1293
2014,12,1,DOG,40031,1294
2014,12,1,DOG,40059,1295
2014,12,3,DOG,40118,1296
2014,12,1,DOG,40165,1297
2014,12,1,DOG,40203,1298
2014,12,2,DOG,40204,1299
2014,12,7,DOG,40205,1300
2014,12,5,DOG,40206,1301
2014,12,2,DOG,40207,1302
2014,12,2,DOG,40208,1303
2014,12,1,DOG,40212,1304
2014,12,8,DOG,40213,1305
2014,12,28,DOG,40214,1306
2014,12,7,DOG,40215,1307
2014,12,10,DOG,40216,1308
2014,12,3,DOG,40217,1309
2014,12,1,DOG,40218,1310
2014,12,9,DOG,40219,1311
2014,12,4,DOG,40220,1312
2014,12,6,DOG,40222,1313
2014,12,2,DOG,40223,1314
2014,12,8,DOG,40228,1315
2014,12,4,DOG,40229,1316
2014,12,4,DOG,40241,1317
2014,12,5,DOG,40242,1318
2014,12,1,DOG,40243,1319
2014,12,11,DOG,40258,1320
2014,12,1,DOG,40268,1321
2014,12,7,DOG,40272,1322
2014,12,5,DOG,40291,1323
2014,12,6,DOG,40299,1324
2014,12,1,DOG,47122,1325
2014,12,2,DOG,47130,1326
2014,12,1,DOG,47150,1327
2015,1,1,CAT,40059,1328
2015,1,1,CAT,40118,1329
2015,1,1,CAT,40204,1330
2015,1,1,CAT,40205,1331
2015,1,2,CAT,40207,1332
2015,1,1,CAT,40212,1333
2015,1,2,CAT,40213,1334
2015,1,1,CAT,40214,1335
2015,1,2,CAT,40215,1336
2015,1,3,CAT,40216,1337
2015,1,4,CAT,40217,1338
2015,1,1,CAT,40218,1339
2015,1,4,CAT,40219,1340
2015,1,3,CAT,40222,1341
2015,1,1,CAT,40229,1342
2015,1,1,CAT,40241,1343
2015,1,2,CAT,40245,1344
2015,1,1,CAT,40258,1345
2015,1,3,CAT,40272,1346
2015,1,1,CAT,40291,1347
2015,1,2,CAT,40299,1348
2015,1,1,DOG,,1349
2015,1,1,DOG,30092,1350
2015,1,3,DOG,40059,1351
2015,1,4,DOG,40118,1352
2015,1,1,DOG,40175,1353
2015,1,2,DOG,40204,1354
2015,1,4,DOG,40205,1355
2015,1,2,DOG,40206,1356
2015,1,13,DOG,40207,1357
2015,1,3,DOG,40208,1358
2015,1,2,DOG,40211,1359
2015,1,1,DOG,40212,1360
2015,1,5,DOG,40213,1361
2015,1,11,DOG,40214,1362
2015,1,2,DOG,40215,1363
2015,1,7,DOG,40216,1364
2015,1,4,DOG,40217,1365
2015,1,4,DOG,40218,1366
2015,1,6,DOG,40219,1367
2015,1,7,DOG,40220,1368
2015,1,3,DOG,40222,1369
2015,1,3,DOG,40228,1370
2015,1,5,DOG,40229,1371
2015,1,4,DOG,40241,1372
2015,1,2,DOG,40242,1373
2015,1,1,DOG,40243,1374
2015,1,3,DOG,40245,1375
2015,1,6,DOG,40258,1376
2015,1,6,DOG,40272,1377
2015,1,6,DOG,40291,1378
2015,1,1,DOG,40299,1379
2015,1,1,DOG,47130,1380
2015,2,1,CAT,40118,1381
2015,2,3,CAT,40204,1382
2015,2,4,CAT,40205,1383
2015,2,3,CAT,40206,1384
2015,2,1,CAT,40207,1385
2015,2,1,CAT,40208,1386
2015,2,1,CAT,40210,1387
2015,2,3,CAT,40214,1388
2015,2,2,CAT,40216,1389
2015,2,2,CAT,40217,1390
2015,2,8,CAT,40218,1391
2015,2,3,CAT,40219,1392
2015,2,3,CAT,40220,1393
2015,2,1,CAT,40222,1394
2015,2,5,CAT,40228,1395
2015,2,4,CAT,40241,1396
2015,2,2,CAT,40242,1397
2015,2,2,CAT,40245,1398
2015,2,4,CAT,40272,1399
2015,2,1,CAT,40291,1400
2015,2,3,CAT,40299,1401
2015,2,1,CAT,47150,1402
2015,2,1,DOG,40118,1403
2015,2,1,DOG,40203,1404
2015,2,3,DOG,40204,1405
2015,2,6,DOG,40205,1406
2015,2,9,DOG,40207,1407
2015,2,2,DOG,40208,1408
2015,2,1,DOG,40210,1409
2015,2,1,DOG,40211,1410
2015,2,1,DOG,40212,1411
2015,2,8,DOG,40213,1412
2015,2,7,DOG,40214,1413
2015,2,2,DOG,40215,1414
2015,2,8,DOG,40216,1415
2015,2,5,DOG,40217,1416
2015,2,17,DOG,40218,1417
2015,2,12,DOG,40219,1418
2015,2,7,DOG,40220,1419
2015,2,5,DOG,40222,1420
2015,2,2,DOG,40223,1421
2015,2,9,DOG,40228,1422
2015,2,10,DOG,40229,1423
2015,2,6,DOG,40241,1424
2015,2,2,DOG,40242,1425
2015,2,2,DOG,40245,1426
2015,2,4,DOG,40258,1427
2015,2,5,DOG,40272,1428
2015,2,8,DOG,40291,1429
2015,2,11,DOG,40299,1430
2015,3,1,CAT,40059,1431
2015,3,2,CAT,40205,1432
2015,3,1,CAT,40207,1433
2015,3,1,CAT,40208,1434
2015,3,1,CAT,40213,1435
2015,3,11,CAT,40214,1436
2015,3,4,CAT,40215,1437
2015,3,1,CAT,40216,1438
2015,3,1,CAT,40217,1439
2015,3,4,CAT,40218,1440
2015,3,2,CAT,40219,1441
2015,3,7,CAT,40220,1442
2015,3,1,CAT,40222,1443
2015,3,1,CAT,40223,1444
2015,3,1,CAT,40228,1445
2015,3,2,CAT,40229,1446
2015,3,1,CAT,40243,1447
2015,3,1,CAT,40245,1448
2015,3,6,CAT,40258,1449
2015,3,9,CAT,40272,1450
2015,3,3,CAT,40291,1451
2015,3,1,CAT,40299,1452
2015,3,1,DOG,,1453
2015,3,1,DOG,40047,1454
2015,3,1,DOG,40059,1455
2015,3,4,DOG,40118,1456
2015,3,1,DOG,40203,1457
2015,3,3,DOG,40204,1458
2015,3,5,DOG,40205,1459
2015,3,1,DOG,40206,1460
2015,3,3,DOG,40207,1461
2015,3,5,DOG,40208,1462
2015,3,1,DOG,40210,1463
2015,3,3,DOG,40211,1464
2015,3,1,DOG,40212,1465
2015,3,18,DOG,40214,1466
2015,3,9,DOG,40215,1467
2015,3,9,DOG,40216,1468
2015,3,6,DOG,40218,1469
2015,3,10,DOG,40219,1470
2015,3,6,DOG,40220,1471
2015,3,4,DOG,40222,1472
2015,3,1,DOG,40223,1473
2015,3,1,DOG,40228,1474
2015,3,3,DOG,40229,1475
2015,3,1,DOG,40232,1476
2015,3,2,DOG,40241,1477
2015,3,2,DOG,40242,1478
2015,3,1,DOG,40243,1479
2015,3,2,DOG,40245,1480
2015,3,4,DOG,40258,1481
2015,3,11,DOG,40272,1482
2015,3,3,DOG,40291,1483
2015,3,10,DOG,40299,1484
2015,3,1,DOG,46201,1485
2015,4,1,CAT,40118,1486
2015,4,1,CAT,40203,1487
2015,4,1,CAT,40204,1488
2015,4,4,CAT,40205,1489
2015,4,1,CAT,40206,1490
2015,4,2,CAT,40207,1491
2015,4,1,CAT,40212,1492
2015,4,3,CAT,40214,1493
2015,4,1,CAT,40215,1494
2015,4,2,CAT,40216,1495
2015,4,3,CAT,40218,1496
2015,4,4,CAT,40219,1497
2015,4,1,CAT,40242,1498
2015,4,3,CAT,40258,1499
2015,4,2,CAT,40268,1500
2015,4,2,CAT,40272,1501
2015,4,1,CAT,40291,1502
2015,4,3,CAT,40299,1503
2015,4,1,CAT,47129,1504
2015,4,1,CAT,47130,1505
2015,4,2,DOG,40023,1506
2015,4,1,DOG,40107,1507
2015,4,1,DOG,40118,1508
2015,4,1,DOG,40175,1509
2015,4,1,DOG,40202,1510
2015,4,2,DOG,40203,1511
2015,4,6,DOG,40204,1512
2015,4,5,DOG,40205,1513
2015,4,9,DOG,40207,1514
2015,4,3,DOG,40208,1515
2015,4,1,DOG,40210,1516
2015,4,1,DOG,40211,1517
2015,4,3,DOG,40212,1518
2015,4,3,DOG,40213,1519
2015,4,10,DOG,40214,1520
2015,4,4,DOG,40215,1521
2015,4,8,DOG,40216,1522
2015,4,3,DOG,40217,1523
2015,4,2,DOG,40218,1524
2015,4,13,DOG,40219,1525
2015,4,6,DOG,40220,1526
2015,4,3,DOG,40223,1527
2015,4,3,DOG,40228,1528
2015,4,5,DOG,40229,1529
2015,4,3,DOG,40241,1530
2015,4,2,DOG,40242,1531
2015,4,3,DOG,40243,1532
2015,4,5,DOG,40245,1533
2015,4,7,DOG,40258,1534
2015,4,14,DOG,40272,1535
2015,4,2,DOG,40291,1536
2015,4,9,DOG,40299,1537
2015,4,1,DOG,47124,1538
2015,4,1,DOG,47130,1539
2015,5,1,CAT,40165,1540
2015,5,2,CAT,40205,1541
2015,5,6,CAT,40207,1542
2015,5,1,CAT,40208,1543
2015,5,6,CAT,40214,1544
2015,5,2,CAT,40215,1545
2015,5,1,CAT,40216,1546
2015,5,1,CAT,40217,1547
2015,5,2,CAT,40218,1548
2015,5,4,CAT,40219,1549
2015,5,3,CAT,40220,1550
2015,5,2,CAT,40222,1551
2015,5,1,CAT,40223,1552
2015,5,2,CAT,40228,1553
2015,5,5,CAT,40229,1554
2015,5,1,CAT,40241,1555
2015,5,1,CAT,40242,1556
2015,5,1,CAT,40243,1557
2015,5,1,CAT,40245,1558
2015,5,5,CAT,40272,1559
2015,5,2,CAT,40291,1560
2015,5,1,CAT,40299,1561
2015,5,1,DOG,40071,1562
2015,5,1,DOG,40118,1563
2015,5,1,DOG,40203,1564
2015,5,3,DOG,40204,1565
2015,5,10,DOG,40205,1566
2015,5,5,DOG,40206,1567
2015,5,9,DOG,40207,1568
2015,5,1,DOG,40210,1569
2015,5,2,DOG,40211,1570
2015,5,2,DOG,40212,1571
2015,5,6,DOG,40213,1572
2015,5,15,DOG,40214,1573
2015,5,2,DOG,40215,1574
2015,5,16,DOG,40216,1575
2015,5,4,DOG,40217,1576
2015,5,6,DOG,40218,1577
2015,5,6,DOG,40219,1578
2015,5,13,DOG,40220,1579
2015,5,5,DOG,40222,1580
2015,5,5,DOG,40223,1581
2015,5,4,DOG,40228,1582
2015,5,12,DOG,40229,1583
2015,5,10,DOG,40241,1584
2015,5,3,DOG,40242,1585
2015,5,3,DOG,40243,1586
2015,5,9,DOG,40245,1587
2015,5,8,DOG,40258,1588
2015,5,1,DOG,40268,1589
2015,5,16,DOG,40272,1590
2015,5,8,DOG,40291,1591
2015,5,12,DOG,40299,1592
2015,5,1,DOG,47170,1593
2015,5,1,DOG,47203,1594
2015,6,1,CAT,40023,1595
2015,6,1,CAT,40065,1596
2015,6,2,CAT,40203,1597
2015,6,8,CAT,40205,1598
2015,6,1,CAT,40206,1599
2015,6,5,CAT,40207,1600
2015,6,2,CAT,40208,1601
2015,6,2,CAT,40212,1602
2015,6,3,CAT,40213,1603
2015,6,3,CAT,40214,1604
2015,6,1,CAT,40216,1605
2015,6,4,CAT,40217,1606
2015,6,1,CAT,40218,1607
2015,6,2,CAT,40219,1608
2015,6,1,CAT,40220,1609
2015,6,1,CAT,40222,1610
2015,6,4,CAT,40223,1611
2015,6,4,CAT,40228,1612
2015,6,1,CAT,40229,1613
2015,6,1,CAT,40245,1614
2015,6,2,CAT,40258,1615
2015,6,5,CAT,40272,1616
2015,6,3,CAT,40291,1617
2015,6,1,CAT,40299,1618
2015,6,1,CAT,42701,1619
2015,6,1,CAT,47126,1620
2015,6,1,DOG,37022,1621
2015,6,2,DOG,40023,1622
2015,6,2,DOG,40027,1623
2015,6,1,DOG,40047,1624
2015,6,3,DOG,40118,1625
2015,6,3,DOG,40203,1626
2015,6,4,DOG,40204,1627
2015,6,4,DOG,40205,1628
2015,6,3,DOG,40206,1629
2015,6,7,DOG,40207,1630
2015,6,2,DOG,40208,1631
2015,6,2,DOG,40210,1632
2015,6,3,DOG,40211,1633
2015,6,5,DOG,40212,1634
2015,6,6,DOG,40213,1635
2015,6,15,DOG,40214,1636
2015,6,9,DOG,40215,1637
2015,6,16,DOG,40216,1638
2015,6,3,DOG,40217,1639
2015,6,3,DOG,40218,1640
2015,6,9,DOG,40219,1641
2015,6,17,DOG,40220,1642
2015,6,8,DOG,40222,1643
2015,6,7,DOG,40223,1644
2015,6,3,DOG,40228,1645
2015,6,6,DOG,40229,1646
2015,6,2,DOG,40241,1647
2015,6,4,DOG,40242,1648
2015,6,3,DOG,40243,1649
2015,6,1,DOG,40245,1650
2015,6,15,DOG,40258,1651
2015,6,13,DOG,40272,1652
2015,6,8,DOG,40291,1653
2015,6,3,DOG,40299,1654
2015,6,1,DOG,68802,1655
2015,7,1,CAT,40023,1656
2015,7,1,CAT,40047,1657
2015,7,1,CAT,40202,1658
2015,7,2,CAT,40204,1659
2015,7,6,CAT,40205,1660
2015,7,3,CAT,40206,1661
2015,7,1,CAT,40213,1662
2015,7,9,CAT,40214,1663
2015,7,3,CAT,40216,1664
2015,7,1,CAT,40217,1665
2015,7,5,CAT,40218,1666
2015,7,3,CAT,40219,1667
2015,7,5,CAT,40220,1668
2015,7,1,CAT,40222,1669
2015,7,3,CAT,40228,1670
2015,7,5,CAT,40229,1671
2015,7,3,CAT,40241,1672
2015,7,2,CAT,40243,1673
2015,7,1,CAT,40258,1674
2015,7,2,CAT,40272,1675
2015,7,3,CAT,40299,1676
2015,7,1,DOG,40004,1677
2015,7,1,DOG,40065,1678
2015,7,1,DOG,40118,1679
2015,7,3,DOG,40165,1680
2015,7,2,DOG,40203,1681
2015,7,3,DOG,40204,1682
2015,7,7,DOG,40205,1683
2015,7,4,DOG,40206,1684
2015,7,5,DOG,40207,1685
2015,7,2,DOG,40208,1686
2015,7,3,DOG,40211,1687
2015,7,2,DOG,40212,1688
2015,7,4,DOG,40213,1689
2015,7,13,DOG,40214,1690
