OBJECTID,LANDUSE_TYPE,LANDUSE_SUBTYPE,LANDUSE_KEY,SHAPE_Length,SHAPE_Area
2315,03,217,Private Recreation,19517.415451097,-7266634.04921146
2316,03,217,Private Recreation,2396.5503661001,-238677.067544354
2317,03,217,Private Recreation,12263.65264316,-5116527.76354437
2318,03,217,Private Recreation,4523.72161640166,-549890.697206457
2319,03,217,Private Recreation,14098.6802527938,-4512576.54965968
2320,03,217,Private Recreation,2051.55814106204,-204602.837379278
2321,03,217,Private Recreation,2103.18780014443,-257956.927210193
2322,03,217,Private Recreation,2023.16277940263,-197106.691443398
2323,03,217,Private Recreation,1409.2273058426,-114893.957130519
2324,03,217,Private Recreation,2783.90512530178,-415795.723154351
2325,03,217,Private Recreation,30163.2289476939,-7668389.11731801
2326,03,217,Private Recreation,23605.7762053483,-7130836.93742169
2327,03,217,Private Recreation,2146.82262974616,-201125.548114229
2328,03,217,Private Recreation,2554.42877221968,-407209.683513811
2329,03,217,Private Recreation,4681.98879258449,-937042.43442879
2330,03,217,Private Recreation,18276.5749605249,-7650253.39727221
2331,03,217,Private Recreation,16350.8762792454,-13461949.0920582
2332,03,218,Private Open Space,17694.2382459401,-1695797.18798046
2333,03,218,Private Open Space,3028.9790281643,-221758.992979315
2334,03,218,Private Open Space,12302.0411958114,-1116525.45055491
2335,03,218,Private Open Space,3925.22911072923,-462681.237270559
2336,03,218,Private Open Space,2477.93479210929,-274602.78315913
2337,03,218,Private Open Space,852.761074026895,-29298.3681597572
2338,03,218,Private Open Space,830.994415261348,-30243.7430215212
2339,03,218,Private Open Space,501.440808516267,-15668.7752385287
2340,03,218,Private Open Space,3129.51200913368,-432803.590970207
2341,03,218,Private Open Space,883.208916763024,-16856.6461654921
2342,03,218,Private Open Space,572.938384724861,-18348.5457511717
2343,03,218,Private Open Space,582.149215557905,-18517.485641406
2344,03,218,Private Open Space,619.47411283068,-17140.1481146921
2345,03,218,Private Open Space,768.228289526173,-22375.0115499357
2346,03,218,Private Open Space,722.491633529459,-25182.4238758271
2347,03,218,Private Open Space,1270.65251464188,-45534.579345864
2348,03,218,Private Open Space,769.758808623948,-28804.5051888065
2350,03,218,Private Open Space,905.968545275593,-39348.5699662027
2351,03,218,Private Open Space,493.144156231384,-13857.8632032395
2352,03,218,Private Open Space,1025.69377335507,-36308.8801915198
2353,03,218,Private Open Space,1564.17417540228,-50110.5017620794
2354,03,218,Private Open Space,2987.25412811652,-164937.279226602
2355,03,218,Private Open Space,10586.2280450816,-1536054.461242
2356,03,218,Private Open Space,2683.89091056871,-220138.53922586
2357,03,218,Private Open Space,3913.98458614416,-257805.383735072
2358,03,218,Private Open Space,35751.722141111,-5532320.51222014
2359,03,218,Private Open Space,2335.66129205854,-183893.751178344
2360,03,218,Private Open Space,10543.6441626046,-2687569.18901266
2361,03,218,Private Open Space,1007.78358070253,-52443.9635023644
2362,03,218,Private Open Space,3067.13804336786,-226858.042262385
2363,03,218,Private Open Space,33633.3157963359,-6522908.22455291
2364,03,218,Private Open Space,6068.29882903082,-720904.949888447
2365,03,218,Private Open Space,2777.9979302205,-169411.757475019
2366,03,218,Private Open Space,1799.23761653205,-143712.379960101
2367,03,218,Private Open Space,5915.98770076148,-624969.245624546
2368,03,218,Private Open Space,3215.7637586765,-178491.505092707
2369,03,218,Private Open Space,3063.82293275858,-231820.149988584
2370,03,218,Private Open Space,5016.23081864581,-967255.095869427
2371,03,218,Private Open Space,9637.68182448326,-2134178.92963114
2372,03,218,Private Open Space,1694.66650216006,-126661.979654052
2373,03,218,Private Open Space,7292.20912714633,-866794.157564938
2374,03,218,Private Open Space,10637.7408634921,-1582885.0163861
2375,03,218,Private Open Space,3273.23333071963,-477713.295492147
2376,03,218,Private Open Space,3221.60538490909,-255814.3252189
2377,03,218,Private Open Space,9092.04544085478,-706765.324547225
2378,03,218,Private Open Space,1520.18524749615,-74054.1755081107
2379,03,218,Private Open Space,9366.06359240273,-2173890.96811565
2380,03,218,Private Open Space,688.660218675949,-19835.8472909644
2381,03,218,Private Open Space,6158.44311623817,-676798.839105238
2382,03,218,Private Open Space,7862.44312249583,-927231.334094063
2383,03,218,Private Open Space,29894.433145509,-7317442.12923438
2384,03,218,Private Open Space,7875.92123724879,-1021174.98704874
2385,03,218,Private Open Space,21327.9098627439,-3384037.08657827
2386,03,218,Private Open Space,2051.68692063053,-187649.487774367
2387,03,218,Private Open Space,8427.3174448771,-1223337.42411748
2388,03,218,Private Open Space,3709.4476753601,-598885.070851444
2389,03,218,Private Open Space,13311.1864821318,-2868403.4903723
2390,03,218,Private Open Space,10405.5664715702,-2007524.61402213
2391,03,218,Private Open Space,7479.10333563135,-2523672.7378155
2392,03,218,Private Open Space,8135.84516378351,-1246167.24827
2393,03,218,Private Open Space,271377.66017867,-53175835.1490477
2394,03,218,Private Open Space,36006.9123446444,-7165729.59209227
2395,03,218,Private Open Space,4017.75223705324,-417235.25703616
2396,03,218,Private Open Space,15075.1700075165,-957149.939730262
2397,03,218,Private Open Space,73121.0035375583,-19392114.7492959
2398,03,218,Private Open Space,2812.05826431414,-442432.378618214
2399,03,218,Private Open Space,16532.0889243652,-2393788.60166565
2400,03,218,Private Open Space,7842.96895538717,-971858.159840544
2401,03,218,Private Open Space,2943.5923709735,-266447.886439193
2402,03,218,Private Open Space,3835.60819152081,-566202.094473559
2403,03,218,Private Open Space,15337.8156727389,-1451543.44134265
2404,03,218,Private Open Space,2974.03597824904,-311176.675642658
2405,03,218,Private Open Space,21405.2012749014,-2967445.82534148
2406,03,218,Private Open Space,227927.556315332,-39138431.1169993
2407,03,218,Private Open Space,7177.24658055023,-975259.009469808
2408,03,218,Private Open Space,938.630667003105,-26287.929155515
2409,03,218,Private Open Space,2049.69042030796,-91638.7250222423
2410,03,218,Private Open Space,5357.62575997677,-644012.313484211
2411,03,218,Private Open Space,15370.259440282,-1152799.76520622
2412,03,218,Private Open Space,935.538599461407,-42117.5990797792
2413,03,218,Private Open Space,2936.73916911052,-177936.872629341
2414,03,218,Private Open Space,735.380090525141,-23650.7465735415
2415,03,218,Private Open Space,4675.83805022134,-383955.191987215
2416,03,218,Private Open Space,35102.1184186417,-5555249.62653925
2417,03,218,Private Open Space,328.136379206879,-4444.84424330836
2418,03,218,Private Open Space,1696.05128564814,-88922.1426537587
2419,03,218,Private Open Space,3076.98313281021,-194199.889927143
2420,03,218,Private Open Space,5815.16044824872,-931978.317401526
2421,03,218,Private Open Space,23968.8956844067,-3505560.28108801
2422,03,218,Private Open Space,2180.17145660719,-55793.2187614328
2423,03,218,Private Open Space,883.460706157345,-41865.5176159882
2424,03,218,Private Open Space,984.220085855368,-51410.1898238018
2425,03,218,Private Open Space,8138.80253085588,-951438.202184269
2426,03,218,Private Open Space,2831.92181258356,-277913.196655324
2427,03,218,Private Open Space,2200.33678994394,-135347.98424906
2428,03,218,Private Open Space,730.35874448156,-29562.9472098625
2429,03,218,Private Open Space,715.956031217647,-21810.5668249514
2430,03,218,Private Open Space,1166.99288035487,-52192.7490093226
2431,03,218,Private Open Space,2079.41497772005,-118634.51318421
2432,03,218,Private Open Space,572.49677893698,-19615.9344720885
2433,03,218,Private Open Space,170282.860661721,-42784357.901765
2434,03,218,Private Open Space,10033.4281927321,-850578.479316148
2435,03,218,Private Open Space,2942.71882354652,-234608.597561412
2436,03,218,Private Open Space,15381.6257215622,-2353408.08901216
2437,03,218,Private Open Space,149501.4545547,-37383334.9108459
2438,03,218,Private Open Space,2300.55457515687,-308804.647916078
2439,03,218,Private Open Space,29697.0588150214,-5282127.20758109
2440,03,218,Private Open Space,3625.45481058099,-289413.164420485
2441,03,218,Private Open Space,2398.58857315185,-64288.0137911227
2442,03,218,Private Open Space,2889.71209515626,-211897.08975485
2443,03,218,Private Open Space,10318.1733007141,-648808.340929571
2444,03,218,Private Open Space,9215.72323317938,-907138.842026086
2445,03,218,Private Open Space,4443.60714411849,-508662.948999876
2446,03,218,Private Open Space,5909.06123793738,-665882.92923349
2447,03,218,Private Open Space,2965.69636520103,-242197.668974694
2448,03,218,Private Open Space,2738.87647393346,-279259.116739224
2449,03,218,Private Open Space,5205.52290295261,-534416.521726079
2450,03,218,Private Open Space,7007.01221279318,-721815.350654467
2451,03,218,Private Open Space,5281.93399924756,-787344.256035943
2452,03,218,Private Open Space,898.518831839379,-48953.8773755098
2453,03,218,Private Open Space,2540.02302562022,-202459.977946429
2454,03,218,Private Open Space,177845.426455238,-35861612.748743
2455,03,218,Private Open Space,18944.296209256,-1521741.0225116
2456,03,218,Private Open Space,20613.5502012561,-2176208.21337283
2457,03,218,Private Open Space,9975.92905251116,-1382990.69399801
2458,03,218,Private Open Space,12367.5453002082,-1559276.58154644
2459,03,218,Private Open Space,10826.5940528952,-1251616.16956894
2460,03,218,Private Open Space,65845.2711069703,-14690279.5984298
2461,03,218,Private Open Space,906.484072699476,-50473.696339368
2462,03,218,Private Open Space,6294.78771667379,-629721.595724573
2463,03,218,Private Open Space,2076.50966142081,-231847.155472419
2464,03,218,Private Open Space,2914.56483667362,-222356.120815998
2465,03,218,Private Open Space,2243.79409983484,-182670.656509765
2466,03,218,Private Open Space,2509.79211006827,-245651.766234089
2467,03,218,Private Open Space,8390.98771886419,-1024441.75541436
2468,03,218,Private Open Space,17398.2453268354,-2399458.36056369
2469,03,218,Private Open Space,4181.69327216969,-456244.368041819
2470,03,218,Private Open Space,15788.7898526732,-2308548.43484769
2471,03,218,Private Open Space,6994.5622563093,-364025.993102498
2472,03,218,Private Open Space,10402.2858980371,-1320039.67802141
2473,03,218,Private Open Space,2621.28258270097,-305780.631660653
2474,03,218,Private Open Space,1548.80465540241,-111782.654144015
2475,03,218,Private Open Space,1306.31781735519,-95915.3075324021
2476,03,218,Private Open Space,1185.49014018878,-50102.7821608047
2477,03,218,Private Open Space,13635.0498506802,-2097958.52909616
2478,03,218,Private Open Space,2407.51468385518,-189346.275514042
2479,03,218,Private Open Space,13506.1999633374,-1433251.59066878
2480,03,218,Private Open Space,2327.57319751847,-304664.791551732
2481,03,218,Private Open Space,1702.65822694334,-122595.444714234
2482,03,218,Private Open Space,5611.21519503348,-676015.527736666
2483,03,218,Private Open Space,2646.09300694173,-142642.359309016
2484,03,218,Private Open Space,3082.40845732042,-199927.615410466
2485,03,218,Private Open Space,1870.66331997059,-130553.211989502
2486,03,218,Private Open Space,4326.97303900591,-491959.209385728
2487,03,218,Private Open Space,2703.88551833287,-121024.403800528
2488,03,218,Private Open Space,11494.2047855827,-693899.781846618
2489,03,218,Private Open Space,7312.11457315591,-683592.174900566
2490,03,218,Private Open Space,13267.1817911146,-1239386.42969419
2491,01,218,Private Open Space,4330.92870422968,-588837.894311325
2492,03,218,Private Open Space,11609.5567292346,-1776167.28405493
2493,03,218,Private Open Space,8694.19955293257,-331669.741064633
2494,03,218,Private Open Space,3521.09579233397,-157308.117881546
2495,03,218,Private Open Space,3055.85155411347,-339519.85985839
2496,03,218,Private Open Space,34502.8375851657,-4341694.83469239
2497,03,218,Private Open Space,1817.20803174149,-200358.24778695
2498,03,218,Private Open Space,2751.76986600511,-182808.488207895
2499,03,218,Private Open Space,4362.78225965169,-258179.868693359
2500,03,218,Private Open Space,6822.23452126063,-628555.697021599
2501,03,218,Private Open Space,1476.39470576437,-91765.1243846922
2502,03,218,Private Open Space,1015.78136536521,-50386.4187142602
2503,03,218,Private Open Space,2116.40361954241,-168843.908114715
2504,03,218,Private Open Space,6687.90544771238,-281923.556757055
2505,03,218,Private Open Space,7221.29316667992,-635124.680698308
2506,03,218,Private Open Space,1234.716254263,-75105.6888820606
2507,03,218,Private Open Space,16031.1183811538,-1583584.50404189
2508,03,218,Private Open Space,6461.56934728725,-1007259.0002619
2509,03,218,Private Open Space,6862.66022374845,-892845.075706719
2510,03,218,Private Open Space,4900.76743728533,-511915.163745107
2511,03,218,Private Open Space,4816.72835538489,-461060.179301569
2512,03,218,Private Open Space,1961.83766801018,-118355.477937862
2513,03,218,Private Open Space,1907.03506701081,-190660.198996249
2514,03,218,Private Open Space,5095.82410823123,-286893.336542871
2515,03,218,Private Open Space,5067.18890132836,-629894.889543185
2516,03,218,Private Open Space,5187.5345136845,-459008.137180238
2517,03,218,Private Open Space,9970.06102970665,-906318.535037046
2518,03,218,Private Open Space,3814.49516007561,-337988.590773223
2519,03,218,Private Open Space,16007.5294320592,-2091433.12823844
2520,03,218,Private Open Space,4019.20153857015,-301622.153975683
2521,03,218,Private Open Space,7044.28917551634,-366644.483233315
2522,03,218,Private Open Space,6874.10481048779,-802851.978214389
2523,03,218,Private Open Space,5460.90161690251,-495584.517119608
2524,03,218,Private Open Space,13719.3526229583,-1534684.5042317
2525,03,218,Private Open Space,2127.64514643092,-162124.731876378
2526,03,218,Private Open Space,2563.77349951545,-121266.078301021
2527,03,218,Private Open Space,13243.4853654335,-1252123.01921008
2528,03,218,Private Open Space,2953.06490660986,-338780.14977425
2529,03,218,Private Open Space,6398.03007436106,-748155.142625303
2530,03,218,Private Open Space,8141.91656728438,-818062.717459002
2531,03,218,Private Open Space,3465.08545725437,-435228.424573489
2532,03,218,Private Open Space,1401.34424157409,-92239.2567450963
2533,03,218,Private Open Space,1331.21457831089,-99190.8074411896
2534,03,218,Private Open Space,2848.59148484295,-258911.743012494
2535,03,218,Private Open Space,1218.66521461868,-54326.9039092176
2536,03,218,Private Open Space,5786.80572649638,-636751.782264796
2537,03,218,Private Open Space,5620.53474606896,-482170.070659016
2538,03,218,Private Open Space,935.27378471231,-54712.7133632266
2539,03,218,Private Open Space,94522.9421422087,-13581559.8252341
2540,03,218,Private Open Space,6222.84045043586,-773099.056968392
2541,03,218,Private Open Space,9303.87497982971,-591181.12914636
2542,03,218,Private Open Space,4314.73220028475,-422318.940849473
2543,03,218,Private Open Space,28400.6533044165,-4166348.53940687
2544,03,218,Private Open Space,1479.69446972345,-88013.4758504063
2545,03,218,Private Open Space,775.542328766228,-33632.3610278479
2546,03,218,Private Open Space,21976.4268657167,-3088880.76168311
2547,03,218,Private Open Space,1459.18148563318,-90700.5355246769
2548,03,218,Private Open Space,21988.6611377271,-3959558.97086306
2549,03,218,Private Open Space,6218.80512306874,-858305.375594038
2550,03,218,Private Open Space,2771.38575432152,-304924.862089318
2551,03,218,Private Open Space,21385.974811885,-3000329.95675133
2552,03,218,Private Open Space,13971.9131077674,-1854089.20251091
2553,03,218,Private Open Space,12136.207076917,-785257.924456557
2554,03,218,Private Open Space,18676.9908319575,-1430377.87770335
2555,03,218,Private Open Space,2953.4314765946,-306487.570629925
2556,03,218,Private Open Space,65213.4063425008,-9421907.10326313
2557,03,218,Private Open Space,14106.5970020826,-1873622.00452234
2558,03,218,Private Open Space,1229.89005700473,-55414.2104238181
2559,03,218,Private Open Space,6564.02931673891,-984007.70346298
2560,03,218,Private Open Space,2981.31640826024,-345046.768793582
2561,03,218,Private Open Space,40265.786172604,-5654191.45591231
2562,03,218,Private Open Space,14808.8692614164,-1700730.28548136
2563,03,218,Private Open Space,2112.73183033539,-218978.682840118
2564,03,218,Private Open Space,22798.7228113743,-2589084.52089161
2565,03,218,Private Open Space,6953.36447892193,-674100.772843681
2566,03,218,Private Open Space,7933.06773497873,-1268529.74785305
2567,03,218,Private Open Space,16721.9335424261,-3023925.17448062
2568,03,218,Private Open Space,2548.65967273322,-218735.277600806
2569,03,218,Private Open Space,3233.10778778403,-465037.654285129
2570,03,218,Private Open Space,3654.9002297889,-349762.954697673
2571,03,218,Private Open Space,21955.7488679673,-2673841.49564618
2572,03,218,Private Open Space,14674.1289012169,-2069072.20284379
2573,03,218,Private Open Space,1786.48272885093,-93152.1172818625
2574,03,218,Private Open Space,1110.33629238143,-63065.4688918438
2575,03,218,Private Open Space,7475.00840907524,-571816.06374169
2576,03,218,Private Open Space,4312.07143666258,-589800.647551249
2577,03,218,Private Open Space,10161.6956844739,-1161419.78711097
2578,03,218,Private Open Space,3310.10580238719,-342742.624863982
2579,03,218,Private Open Space,25982.7685513882,-3072831.5200902
2580,03,218,Private Open Space,2732.06233805956,-167542.145124869
2581,03,218,Private Open Space,5807.8878189756,-573923.946335927
2582,03,218,Private Open Space,1471.28251875289,-64691.0473513421
2583,03,218,Private Open Space,51622.0572313523,-7426443.10139875
2584,03,218,Private Open Space,18248.1946857746,-2251683.63882051
2585,03,218,Private Open Space,1262.22778077443,-86901.6830097595
2586,03,218,Private Open Space,3804.98371527413,-414338.356149485
2587,03,218,Private Open Space,2212.695080139,-122264.746280497
2588,03,218,Private Open Space,5037.64953455201,-508500.007124682
2589,03,218,Private Open Space,5065.02566174082,-715203.265434462
2590,03,218,Private Open Space,629.141826755818,-22931.5868776556
2591,03,218,Private Open Space,2672.16594359565,-242322.814261639
2592,03,218,Private Open Space,8712.02442085493,-1748267.33176159
2593,03,218,Private Open Space,7265.23439984952,-1292301.97807466
2594,03,218,Private Open Space,23335.6348504489,-3753345.60061029
2595,03,218,Private Open Space,5357.9076455768,-471084.544426139
2596,03,218,Private Open Space,2178.06124338894,-232065.550939726
2597,03,218,Private Open Space,2584.67062291571,-164545.108357321
2598,03,218,Private Open Space,4780.48207172631,-637187.472071025
2599,03,218,Private Open Space,2491.45684000721,-235343.913828998
2600,03,218,Private Open Space,2373.55263674924,-96267.0525464933
2601,03,218,Private Open Space,19795.4393492482,-3343020.36585597
2602,03,218,Private Open Space,1593.18070437165,-160536.213570979
2603,03,218,Private Open Space,4876.5262639167,-487991.801042236
2604,03,218,Private Open Space,31586.7520023961,-5104960.18608649
2605,03,218,Private Open Space,10027.0652642794,-702060.587171617
2606,03,218,Private Open Space,4884.07606903508,-599274.538691372
2607,03,218,Private Open Space,11160.3627292965,-1251124.5483931
2608,03,218,Private Open Space,4369.74330229516,-473108.310450077
2609,03,218,Private Open Space,2168.3528694938,-274625.37953828
2610,03,218,Private Open Space,2009.83476772895,-267603.32695522
2611,03,218,Private Open Space,7241.42916449306,-460736.597750917
2612,03,218,Private Open Space,2426.88763981173,-220040.147095755
2613,03,218,Private Open Space,14543.503225129,-2132040.66797383
2614,03,218,Private Open Space,2176.26019865793,-250714.027761967
2615,03,218,Private Open Space,91297.597265161,-15483901.0918495
2616,03,218,Private Open Space,5651.90550390761,-722832.36973695
2617,03,218,Private Open Space,1588.42092693379,-81855.4367925124
2618,03,218,Private Open Space,4205.32549921596,-520041.80439269
2619,03,218,Private Open Space,1076.88115123917,-55476.8986836468
2620,03,218,Private Open Space,14351.9415330604,-1523115.94946767
2621,03,218,Private Open Space,7234.14951744842,-1129483.07456142
2622,03,218,Private Open Space,3276.97969344966,-334134.821091945
2623,03,218,Private Open Space,5913.00374920889,-497034.829003447
2624,03,218,Private Open Space,7818.95144408685,-416603.686002832
2625,03,218,Private Open Space,4632.70044198322,-471148.832475638
2626,03,218,Private Open Space,12917.1347374993,-1564761.88547116
2627,03,218,Private Open Space,15716.4153912762,-1897753.4007152
2628,03,218,Private Open Space,2568.11457265006,-127341.789356724
2629,03,218,Private Open Space,5879.05929046015,-369217.428124334
2630,03,218,Private Open Space,12180.2870990091,-1045426.53358297
2631,03,218,Private Open Space,34342.331948295,-4207531.11775583
2632,03,218,Private Open Space,27453.3206605554,-6125129.25560389
2633,03,218,Private Open Space,11189.0226944268,-1876205.23864657
2634,03,218,Public Parks,9583.59893131939,-1693987.26636419
2635,03,218,Public Parks,844.692883239955,-36031.6566727562
2636,04,219,Public Facilities,1994.95319176718,-243341.921266161
2637,04,219,Public Facilities,1491.53071543654,-67224.5635381565
2638,04,219,Public Facilities,2571.3797444699,-432871.076571608
2639,04,219,Public Facilities,12408.0080689672,-7266886.55605702
2640,04,219,Public Facilities,2938.59698882654,-411217.114427006
2641,04,219,Public Facilities,3302.86828431233,-546711.150908435
2642,04,219,Public Facilities,4014.10062301791,-1040054.83849675
2643,04,219,Public Facilities,3337.92796859083,-625383.732385673
2644,04,219,Public Facilities,1602.44107838346,-111440.778561334
2645,04,219,Public Facilities,3704.99783063313,-228128.974577641
2646,04,219,Public Facilities,2734.78426284649,-470365.563867897
2647,04,219,Public Facilities,2757.63467938387,-436622.280246793
2648,04,219,Public Facilities,2605.94816104154,-460650.157614429
2649,04,219,Public Facilities,2745.86327215588,-435964.818168925
2650,04,219,Public Facilities,4091.01977227512,-91878.1520434837
2651,04,219,Public Facilities,7382.95608688513,-2136139.84635112
2652,04,219,Public Facilities,3090.24869137355,-571364.65930534
2653,04,219,Public Facilities,3044.55719417724,-432321.814016676
2655,04,219,Public Facilities,3845.94500907803,-232818.744723901
2656,04,219,Public Facilities,3899.6435725115,-854189.505634476
2657,04,219,Public Facilities,4264.65279821636,-741928.725613305
2658,04,219,Public Facilities,1977.40303516581,-194743.651787402
2659,04,219,Public Facilities,980.519004703978,-50917.7381638769
2660,04,219,Public Facilities,1678.44609966455,-162482.258952836
2661,04,219,Public Facilities,2697.11803969547,-431166.02575674
2662,04,219,Public Facilities,4063.55241623792,-614996.282067184
2663,04,219,Public Facilities,1331.42304969355,-111165.136872193
2664,04,219,Public Facilities,3293.58887495701,-629414.063635153
2665,04,219,Public Facilities,3720.48473613452,-663079.703495135
2666,04,219,Public Facilities,4937.59478811251,-397188.364373129
2667,04,219,Public Facilities,6427.51529983036,-2082021.66154057
2668,04,219,Public Facilities,2559.61774003137,-369589.356893013
2669,04,219,Public Facilities,2973.46070859341,-415102.882174031
2670,04,219,Public Facilities,1604.82507329275,-128565.007535742
2671,04,219,Public Facilities,6463.63656324053,-2257505.23938277
2672,04,219,Public Facilities,4545.02518860764,-1289342.77239426
2673,04,219,Public Facilities,8088.00234991858,-4045754.06262204
2674,04,219,Public Facilities,5005.34204139018,-1403890.70828157
2675,04,219,Public Facilities,4652.68428910181,-662609.860714706
2676,04,219,Public Facilities,4112.33947249978,-735061.821056069
2677,04,219,Public Facilities,4284.13476345596,-905208.071179294
2678,04,219,Public Facilities,3035.28620957456,-425674.007934547
2679,04,219,Public Facilities,2990.02576964597,-511976.964228208
2680,04,219,Public Facilities,8298.95244590026,-99369.9140017261
2681,04,219,Public Facilities,751.971231902278,-34948.2115871978
2682,04,219,Public Facilities,2970.87952491509,-456323.068927674
2683,04,219,Public Facilities,4496.20390565112,-1031822.91061599
2684,04,219,Public Facilities,2130.902117172,-234048.123886746
2685,04,219,Public Facilities,3007.07074743409,-559581.47585075
2686,04,219,Public Facilities,18949.8456086611,-13081916.8457542
2687,04,219,Public Facilities,2472.11449575936,-338557.417531956
2688,04,219,Public Facilities,3847.47914026973,-497273.636636661
2689,04,219,Public Facilities,3218.54958160089,-296006.491614793
2690,04,219,Public Facilities,5396.11618585498,-1194042.7007548
2691,04,219,Public Facilities,1604.02319772527,-137237.513180141
2692,04,219,Public Facilities,10217.5467710197,-3975131.51474364
2693,04,219,Public Facilities,2879.82671789614,-366873.018347054
2694,04,219,Public Facilities,3210.02552558092,-533756.344267558
2695,04,219,Public Facilities,1683.41374208346,-141206.437533819
2696,04,219,Public Facilities,1630.88011626307,-152395.971857342
2697,04,219,Public Facilities,5417.58825035323,-1249547.19179935
2698,04,219,Public Facilities,2367.31865672036,-228114.192311755
2699,04,219,Public Facilities,1949.83064357295,-206585.205543753
2700,04,219,Public Facilities,2876.21373046882,-534450.635805155
2701,04,219,Public Facilities,1015.65322950883,-51190.0342686146
2702,04,219,Public Facilities,7568.32929105721,-1665008.18996825
2703,04,219,Public Facilities,8886.32791663559,-2491370.56163118
2704,04,219,Public Facilities,4380.06538280375,-1133999.418001
2705,04,219,Public Facilities,3339.20961413271,-662953.08956063
2706,04,219,Public Facilities,7463.94053352506,-2124486.40963954
2707,04,219,Public Facilities,2999.91358793279,-457347.927779456
2708,04,219,Public Facilities,2774.35172687636,-458490.81303245
2709,04,219,Public Facilities,1259.55747197664,-96829.0068990335
2710,04,219,Public Facilities,2698.67109844951,-387439.816381703
2711,04,219,Public Facilities,2911.8883154596,-508980.361885212
2712,04,219,Public Facilities,2021.05855187372,-225808.700209796
2713,04,219,Public Facilities,2735.51060997998,-478987.334905841
2714,04,219,Public Facilities,3483.98667174214,-365326.866012593
2715,04,219,Public Facilities,3928.43771107354,-756881.154413555
2716,04,219,Public Facilities,4223.62272756816,-906921.91844815
2717,04,219,Public Facilities,2625.90715914255,-431492.768064361
2718,04,219,Public Facilities,17775.5751746055,-6788141.2734329
2719,04,219,Public Facilities,1002.61306036485,-60004.4403246434
2720,04,219,Public Facilities,2314.35577564722,-257738.323664781
2721,04,219,Public Facilities,3392.50372433417,-572360.15416272
2722,04,219,Public Facilities,1220.61517813421,-69154.5554003256
2723,04,219,Public Facilities,1225.18469684964,-86281.2187010808
2724,04,219,Public Facilities,2939.8477355729,-343569.26118199
2725,04,219,Public Facilities,3461.36136093234,-530745.600626579
2726,04,219,Public Facilities,7588.74923440248,-3432630.59153864
2727,04,219,Public Facilities,3259.91436399933,-611953.395819451
2728,04,219,Public Facilities,1759.11257769275,-192991.772185128
2729,04,219,Public Facilities,2236.08873073279,-284220.135484364
2730,04,219,Public Facilities,29424.273195729,-25629047.0169904
2731,04,219,Public Facilities,1857.84814865561,-217069.211107356
2732,04,219,Public Facilities,2204.54518040319,-276996.575990812
2733,04,219,Public Facilities,2559.6647852139,-376834.371917295
2734,04,219,Public Facilities,2141.85367465793,-264611.98506596
2735,04,219,Public Facilities,1955.25581564153,-235326.686264718
2736,04,219,Public Facilities,3368.95408891701,-578856.429267936
2737,04,219,Public Facilities,1126.58834915705,-72813.6425912003
2738,04,219,Public Facilities,2353.15336305974,-337070.838288201
2739,04,219,Public Facilities,2389.04116309965,-342691.000690787
2740,04,219,Public Facilities,3984.54329995869,-972581.9399835
2741,04,219,Public Facilities,2961.53854516094,-470470.104050783
2742,04,219,Public Facilities,2061.24962790735,-259972.422889627
2743,04,219,Public Facilities,4711.94347656863,-1139293.93377424
2744,04,219,Public Facilities,8297.35856877851,-4256202.64272541
2745,04,219,Public Facilities,3080.42607624489,-490211.209230166
2746,04,219,Public Facilities,2289.83793273977,-246009.29856073
2747,04,219,Public Facilities,4577.80293791174,-1129218.65571026
2748,04,219,Public Facilities,2998.08468204651,-475649.288412229
2749,04,219,Public Facilities,2382.83306536641,-299719.698860908
2750,04,219,Public Facilities,1885.73270826289,-213817.138205371
2751,04,219,Public Facilities,7848.04173447661,-2140498.0079217
2752,04,219,Public Facilities,1036.1086837972,-66775.1992107227
2753,04,219,Public Facilities,872.820997213397,-46066.7683716452
2754,04,219,Public Facilities,1269.83843024753,-87266.3116073925
2755,04,219,Public Facilities,2888.59118073488,-505025.571611284
2756,04,219,Public Facilities,1144.34548827594,-67904.5360211532
2757,04,219,Public Facilities,1830.03488109048,-181271.046930253
2758,04,219,Public Facilities,2909.91312254142,-447532.666316366
2759,04,219,Public Facilities,2302.70668738178,-240107.631262881
2760,04,219,Public Facilities,1862.64993242101,-136624.082795807
2761,04,219,Public Facilities,3319.30789864741,-62378.024623618
2762,04,219,Public Facilities,5662.41447985303,-902474.955838637
2763,04,219,Public Facilities,1313.52999871327,-108248.59060874
2764,04,219,Public Facilities,1148.90613417868,-80653.9432753192
2765,04,219,Public Facilities,2371.61435770407,-215053.43770828
2771,04,219,Public Facilities,2726.30317850509,-442437.047776618
2773,04,219,Public Facilities,2741.36561132797,-454931.542524709
2774,04,219,Public Facilities,3704.6039130502,-500374.100905349
2776,04,219,Public Facilities,1456.8971110228,-107198.865336691
2777,04,219,Public Facilities,1298.82049232412,-104460.400100692
2778,04,219,Public Facilities,1194.37199638396,-65383.7093652668
2779,04,219,Public Facilities,4121.80623091661,-974124.580060655
2780,04,219,Public Facilities,2892.11049250401,-442835.949671573
2781,04,219,Public Facilities,2655.67204331682,-228569.702345426
2782,04,219,Public Facilities,2567.4647548193,-367066.483388574
2783,04,219,Public Facilities,3238.54694261516,-478930.842752406
