OBJECTID,WSR_NAME,WSR_CLASS,ORV,CASEFILE,DSG_MILES,BLM_ORG_CD,GIS_MILES,SHAPE_Length
950,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.16557801,0.0215895725472479
951,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.50984971,0.00891460902360933
952,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.42094468,0.00813846064972441
953,Donner and Blitzen Segment B Little Blitzen River,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.25132199,0.00462756648381469
954,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,1.60290165,0.0274674104556403
955,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.00581962,0.000116100381427731
956,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.89471035,0.0151311855373293
957,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.67978768,0.0121828997353108
958,Crooked River Segment B,REC,FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044712,,ORP06,8.22982842,0.14105791684231
959,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,3.91114975,0.0633782584887799
960,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.1415683,0.00266298913497664
961,North Fork Crooked River Segment F,REC,FISH/REC/SCENIC,OROR 044730,,ORP04,0.5544225,0.0104134788212421
962,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.86980936,0.0142902866870422
963,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.2525077,0.00422775490532184
964,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,4.6984261,0.0839587146253945
965,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.16923236,0.00265458748997802
966,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.00209276,3.55706411819888e-05
967,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.00123289,2.37756288079322e-05
968,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.54176749,0.00851634538348311
969,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.13559068,0.00223123742314573
970,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.35720592,0.00569320723228307
971,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.11333848,0.00197539918090824
972,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.01011481,0.000156844684754016
973,White River Segment B,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044755,,ORP06,14.47702951,0.247415895079868
974,White River Segment A,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044755,,ORP06,2.54943147,0.0404969679959954
975,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.62044974,0.0111799730118413
976,South Fork John Day River,REC,FISH/REC/SCENIC/WLDL,OROR 044748,,ORP04,0.17132984,0.00289629001366594
977,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.04139312,0.000771663626821879
978,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.02320535,0.000348582101987768
979,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.00316141,4.68888140939352e-05
980,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.00757772,0.00013860681222244
981,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,2.38848625,0.0416925031495766
982,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.01416073,0.000271172179263183
983,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.23632388,0.00372984191419697
984,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.74349866,0.0142314084136722
985,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.18380302,0.00349518849954666
986,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.04940538,0.000751061612883476
987,North Fork Crooked River Segment E,WILD,FISH/REC/SCENIC,OROR 044730,,ORP04,0.24271372,0.00479138786709078
988,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01023694,0.000201237571481342
989,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.02045364,0.000377988996725791
990,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01186235,0.00022886518445686
991,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.38442712,0.00723364990443768
992,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.0670197,0.00105453732529901
993,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.11511883,0.00186280522893787
994,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.152633,0.00272417912613671
995,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,2.00803436,0.0354218052828538
996,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.02513211,0.000486381839846435
997,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.84693973,0.0136879584256465
998,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.003695,6.97951792516976e-05
999,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.77463102,0.0134121093636835
1000,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.0094747,0.000171257607943296
1001,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.06637724,0.00117112145465671
1002,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.90168176,0.0162395592218225
1003,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,3.51382143,0.0612122937075653
1004,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.11570551,0.00209930957704378
1005,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01196045,0.000229877542403565
1006,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.04325936,0.00083029444145472
1007,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.6813641,0.0122905752534144
1008,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.13788345,0.00241351796360876
1009,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,2.8942229,0.0522576627657959
1010,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.25994722,0.00488490310080117
1011,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,13.9830861,0.231777170765898
1012,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00605277,0.000119024000014178
1013,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.35366342,0.0065344379868237
1014,Russian Creek,WILD,,OROR   069765,,ORM07,2.53765046,0.0405032865261043
1015,Mule Creek,WILD,,OROR   06975201,,ORM07,7.81276941,0.137353211526339
1016,East Fork Kelsey Creek,SCENIC,,OROR   069741,,ORM07,0.24049596,0.00459306624268489
1017,Jenny Creek,SCENIC,,OROR   069810,,ORM06,19.60821317,0.321856340433827
1018,Little Windy Creek,SCENIC,,OROR   069750,,ORM07,1.09799296,0.0207858936997566
1019,Hewitt Creek,WILD,,OROR   069761,,ORM07,1.30544585,0.0197654033742998
1020,East Fork Whisky Creek,WILD,,OROR   06974501,,ORM07,2.0233016,0.034163268593294
1021,John Day River,REC,CULT/FISH/GEOL/OTHR/REC/SCENIC/WLDL,OROR 044721,,ORP04,0.21344168,0.00373408657646079
1022,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.45485034,0.0227195797864275
1023,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.18029743,0.00327395388043814
1024,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,1.29052743,0.0219605822814697
1025,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,1.360037,0.0237282845946452
1026,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.28636357,0.0052221414314414
1027,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.41941541,0.00806713600432632
1028,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01515092,0.000297889416254198
1029,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.01314672,0.000194170586507058
1030,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.65281253,0.0109515316240376
1031,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,2.1681223,0.0386417225527256
1032,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.5964916,0.0291165638901664
1033,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.07795627,0.00125270284983972
1034,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.00641805,0.00010896511066017
1035,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.0532358,0.000984524302957275
1036,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,6.54694832,0.115245349714026
1037,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.07703666,0.00129381145643927
1038,Wildhorse Creek Segment B,WILD,OTHR/REC/SCENIC/WLDL,OROR 061066,,ORB06,7.02555282,0.108968183429274
1039,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.08750301,0.00152136764146505
1040,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.00044506,7.77153987399123e-06
1041,Donner and Blitzen Segment F Fish Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.72979001,0.0131598685271385
1042,Bailey Creek,SCENIC,,OROR   069775,,ORM07,1.34731842,0.0236884205755512
1043,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,8.6765398,0.14998172953706
1044,Corral Creek,WILD,,OROR   069770,,ORM07,0.72491257,0.0121367556379004
1045,Ditch Creek,WILD,,OROR   069772,,ORM07,1.75540381,0.0270320740743446
1046,Kelsey Creek,WILD,,OROR   069748,,ORM07,6.89179126,0.11764616509272
1047,Bailey Creek,WILD,,OROR   06977501,,ORM07,1.70469299,0.031445655482116
1048,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.06395924,0.00117918334017509
1049,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,4.59399634,0.0760719735555275
1050,South Fork Clackamas,REC,FISH/CULT/OTHR/REC/WLDL,OROR 067742,,OR000,0.38566904,0.00595197454577999
1051,South Fork Clackamas,WILD,FISH,OROR 067742,,OR000,3.89061875,0.0628706106567277
1052,Jenny Creek,SCENIC,,OROR   069754,,ORM07,2.87560496,0.0520315283020713
1053,East Fork Whisky Creek,SCENIC,,OROR   069745,,ORM07,0.67122033,0.0100929158168494
1054,East Fork Whisky Creek,REC,,OROR   06974502,,ORM07,0.3002064,0.00469571063596804
1055,Howard Creek,SCENIC,,OROR   069751,,ORM07,1.18593091,0.0200320420013299
1056,Copsey Creek,WILD,,OROR   069769,,ORM07,1.51786884,0.0242293879167312
1057,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.11981132,0.00180513667991306
1058,Donner and Blitzen Segment C South Fork,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.6827324,0.0109387391282841
1059,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.22641152,0.00384682537091952
1060,Donner and Blitzen Segment A Main Stem,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,1.28150537,0.0228793799466946
1061,Donner and Blitzen Segment A Main Stem,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.00908281,0.000174686158582076
1062,Donner and Blitzen Segment D Indian & Big Indian,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.62657969,0.0117210779365893
1063,Donner and Blitzen Segment H Ankle Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.95916714,0.0157209655438731
1064,Donner and Blitzen Segment E Little Indian Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.98364896,0.0186948400196283
1065,Donner and Blitzen Segment H Ankle Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.32922208,0.00517220142162222
1066,Donner and Blitzen Segment I South Fork of Ankle,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.49224046,0.00931985103736287
1067,Donner and Blitzen Segment E Little Indian Creek,WILD,FISH/GEOL/HIST/OTHR/REC/SCENIC/WLDL,OROR 044715,,ORB06,0.34626601,0.00650236803863655
1068,Fish Creek,REC,FISH,OROR 067747,,OR000,12.69526531,0.208507320499729
1069,Fish Creek,REC,FISH,OROR 067747,,OR000,0.94458393,0.014945444383359
1070,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,2.21738709,0.0390043047659642
1071,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,6.28557722,0.108181759708531
1072,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.55495007,0.009843728761441
1073,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.6999302,0.0126531156143385
1074,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.05086782,0.000923906558792628
1075,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.12027718,0.0209335976128375
1076,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.1900588,0.0188879736299452
1077,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.31808181,0.00482706676040213
1078,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01150512,0.000220402641933396
1079,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00343136,6.72814546850927e-05
1080,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,33.10666285,0.558317039860269
1081,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.255398,0.00476902893484184
1082,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.87216764,0.0151429196594875
1083,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,2.33496196,0.0400243694069719
1084,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.71896767,0.0135501529914031
1085,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,10.2609548,0.187138467760207
1086,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.06359472,0.00115941051410534
1087,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00531382,0.000104492999980721
1088,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,7.6672686,0.235854570358634
1089,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,2.34376953,0.0434975281881226
1090,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.0197845,0.000358073281251747
1091,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.13384573,0.00259640980047091
1092,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.02453545,0.000362157243092204
1093,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.27715183,0.00457990291200534
1094,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01114658,0.000214373892924719
1095,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.00329434,4.88771756317544e-05
1096,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00984727,0.000184240459108327
1097,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00811461,0.000132800185262394
1098,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01421155,0.000244219399236744
1099,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.01057974,0.000185355192183599
1100,Deschutes River Segment E,REC,FISH/REC/SCENIC/WLDL,OROR 044713,,ORP06,8.88900486,0.316360476409995
1101,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00880701,0.000131470002774134
1102,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.00865425,0.000162467379013877
1103,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.03855458,0.000718361434096266
1104,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.56447773,0.0086832937001599
1105,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01881533,0.000365868087708812
1106,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.26482439,0.00465670516958786
1107,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.01179195,0.000231382364115796
1108,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.36853517,0.00717176909868258
1109,North Fork Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044735,,ORV04,0.3974085,0.00656025453486966
1110,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.16840287,0.00318985406937802
1111,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.20942712,0.0210953136181657
1112,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,2.77454773,0.0450832284226882
1113,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.00197505,2.90416047173088e-05
1114,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.37436765,0.00713613088723657
1115,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.02917635,0.000560509025632086
1116,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.07495368,0.00124037256326115
1117,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.30868598,0.00510670758660315
1118,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,0.47555237,0.00827761612758043
1119,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.27618626,0.00510030329515384
1120,West Little Owyhee River,WILD,REC/SCENIC/WLDL,OROR 044753,,ORV04,6.12330212,0.100538702600146
1121,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,1.37022622,0.0242806259927006
1122,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.29569187,0.00501474093880388
1123,Owyhee River (Lower),WILD,GEOL/HIST/PREH/REC/SCENIC/WLDL,OROR 038026,,ORV04,0.04777693,0.000815276279754669
1124,Clackamas River Segment A,SCENIC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,1.5905168,0.0247549286992903
1125,Clackamas River Segment A,SCENIC,FISH/CULT/OTHR/REC/WLDL,OROR 044710,,ORN01,2.58828483,0.0452709216040362
1126,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.3018937,0.00558212938864067
1127,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.6526763,0.0119859502004184
1128,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.06851486,0.00114526730684058
1129,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.0152074,0.000247501886238574
1130,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.01767776,0.000279622664766673
1131,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02203896,0.000354063997603243
1132,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.0179191,0.000297950501261158
1133,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.01129862,0.000170486866925801
1134,Big Windy Creek,WILD,,OROR   06974601,,ORM07,5.80997379,0.103528408949888
1135,Rum Creek,SCENIC,,OROR   069755,,ORM07,2.15701798,0.0340338201123349
1136,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.00175612,2.91009111268646e-05
1137,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02581752,0.000453170243128681
1138,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02588142,0.000428242305865686
1139,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.20388167,0.00392481254823916
1140,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.16991536,0.00325295274479251
1141,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.36562029,0.00680726880311972
1142,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.08661877,0.00126209903853738
1143,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.00602229,8.77483649735662e-05
1144,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09656036,0.0015583535601323
1145,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09936982,0.00158665331232434
1146,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02613439,0.000482458670145599
1147,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.00815751,0.000132837711894904
1148,Rogue River,REC,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.06997148,0.00112081601310931
1149,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.20383062,0.00399502758440128
1150,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.05660272,0.00104586327173016
1151,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.04276008,0.000774859491308056
1152,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.16095237,0.00304127238407395
1153,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.18726162,0.00366835110379572
1154,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02861329,0.000520430818873611
1155,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.04539536,0.000881992906990562
1156,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.07324942,0.00140994777109349
1157,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.16854567,0.00324214909322941
1158,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.17643525,0.00328793690298471
1159,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.11009308,0.00214586264268744
1160,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.08738191,0.00168839579718704
1161,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.04771742,0.000899465017314484
1162,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.12412227,0.00216858938527719
1163,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.02004016,0.00039186754131629
1164,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.06952155,0.00136391265193676
1165,Rogue River,WILD,FISH/REC/SCENIC,OROR 004337A,,ORM07,0.09960639,0.00194536179549741
