rxdevice,fileid,txdevice,starttime,endtime,valuevalue
291,24812.0,9167,276266376154934.0,276266676055141.0,255
291,24814.0,-2917,276297276172696.0,276297576073022.0,255
291,24817.0,1042,276387276146401.0,276387576062486.0,255
291,24824.0,-19432,276465876186768.0,276466176086601.0,255
291,24825.0,8884,276524076117184.0,276524376016804.0,255
291,24832.0,12747,276712476154539.0,276712776054431.0,255
291,24836.0,-9578,276786276154240.0,276786576054094.0,255
291,24837.0,25149,276807576180806.0,276807876097228.0,255
291,24840.0,-9437,276871176143341.0,276871476076359.0,255
291,24841.0,30740,276902376173424.0,276902676073996.0,255
291,24842.0,9882,276905076189763.0,276905376089894.0,255
291,24845.0,4244,276991776165653.0,276992076065658.0,255
291,24846.0,25884,277046076112879.0,277046376011948.0,255
291,24848.0,-16427,277077576115421.0,277077876031133.0,255
291,24849.0,25704,277087776120136.0,277088076019619.0,255
291,24850.0,21651,277105776156255.0,277106076056089.0,255
291,24851.0,29929,277128876140941.0,277129176056224.0,255
291,24854.0,-1322,277300776152599.0,277301076052613.0,255
291,24855.0,22360,277322976141651.0,277323276041700.0,255
291,24860.0,-26389,277422276120980.0,277422576021761.0,255
291,24860.0,-14186,277421976121168.0,277422276020987.0,255
291,24863.0,6613,277475976171669.0,277476276071822.0,255
291,24868.0,-7659,277564476155444.0,277564776055062.0,255
291,24871.0,-28559,277761876155317.0,277762176055058.0,255
291,24871.0,-18655,277762176155104.0,277762476055040.0,255
291,24871.0,-8109,277762776154921.0,277763076055191.0,255
291,24871.0,8715,277762476155055.0,277762776054868.0,255
291,24872.0,-27389,278111376173785.0,278111676073896.0,255
291,24872.0,-15860,278112276174364.0,278112576074002.0,255
291,24872.0,-15818,278111076173845.0,278111376073772.0,255
291,24872.0,-7627,278111976173763.0,278112276074352.0,255
291,24872.0,-7590,278110776173817.0,278111076073989.0,255
291,24872.0,22502,278111676173899.0,278111976073767.0,255
291,24875.0,9486,278165676185824.0,278165976038274.0,255
291,24875.0,26911,278165976138286.0,278166276038262.0,255
291,24879.0,-8944,278254776155986.0,278255076056032.0,255
291,24884.0,7052,278375976156003.0,278376276055805.0,255
291,24891.0,-7748,278509476115473.0,278509776015417.0,255
291,24892.0,17992,278528976175120.0,278529276008998.0,255
291,24893.0,-5799,278600076104027.0,278600376003917.0,255
291,24894.0,-17793,278629176152752.0,278629476053031.0,255
291,24894.0,-14867,278629476153033.0,278629776053482.0,255
291,24896.0,27777,278684376164152.0,278684676064046.0,255
291,24897.0,-22763,278685276199324.0,278685576099861.0,255
291,24897.0,-7289,278685876199732.0,278686176099886.0,255
291,24897.0,7201,278685576199348.0,278685876099755.0,255
291,24899.0,-11115,278717376168391.0,278717676068437.0,255
291,24902.0,3575,278774076122370.0,278774376037724.0,255
291,24903.0,-24283,278796876146496.0,278797176046233.0,255
1064,866291.0,-15483,277251266060337.0,277251565936918.0,255
1064,866293.0,-12837,277257566099942.0,277257865976298.0,255
1064,866299.0,-28162,277341266037436.0,277341565914134.0,255
1064,866299.0,-5412,277340666037444.0,277340965914154.0,255
1064,866299.0,3873,277340966037546.0,277341265914161.0,255
1064,866299.0,14839,277341566037809.0,277341865914144.0,255
1064,866329.0,2628,277596866107593.0,277597165983831.0,255
1064,866330.0,-5248,277601966078331.0,277602265954924.0,255
1064,866331.0,31201,277653266074553.0,277653565951295.0,255
1064,866338.0,-26896,277733666117502.0,277733965993486.0,255
1064,866338.0,28809,277733966117257.0,277734265993498.0,255
1064,866339.0,-25478,277740266085585.0,277740565962259.0,255
1064,866339.0,6691,277740566085630.0,277740865962257.0,255
1064,866339.0,31012,277739966085788.0,277740265962222.0,255
1064,866345.0,-32270,277763966084035.0,277764265960465.0,255
1064,866347.0,8974,277779866057781.0,277780165934108.0,255
1064,866347.0,27712,277780166057538.0,277780465934103.0,255
1111,68617.0,11297,276175176157090.0,276175476057366.0,255
1111,68617.0,22316,276174876157102.0,276175176057082.0,255
1111,68618.0,-17609,276209676163340.0,276209976063191.0,255
1111,68618.0,-9147,276209976163181.0,276210276063550.0,255
1111,68619.0,-1709,276261576159581.0,276261876059776.0,255
1111,68619.0,17859,276261276159935.0,276261576059582.0,255
1111,68621.0,-9254,276298476174493.0,276298776074568.0,255
1111,68621.0,6434,276298176174603.0,276298476074510.0,255
1111,68622.0,-2867,276299676173835.0,276299976073848.0,255
1111,68623.0,24976,276347976160352.0,276348276060593.0,255
1111,68624.0,-26558,276383376198104.0,276383676098591.0,255
1111,68624.0,-4950,276383676198617.0,276383976098339.0,255
1111,68624.0,7870,276383976198339.0,276384276098170.0,255
1111,68627.0,-3890,276434376139976.0,276434676055642.0,255
1111,68628.0,-17741,276473676139252.0,276473976054971.0,255
1111,68629.0,-31844,276479376176746.0,276479676076721.0,255
1111,68629.0,-28156,276478176176829.0,276478476077093.0,255
1111,68629.0,-26323,276479976176715.0,276480276077031.0,255
1111,68629.0,-23125,276475776182646.0,276476076082610.0,255
1111,68629.0,-21325,276476676199656.0,276476976099897.0,255
1111,68629.0,-18701,276481176176773.0,276481476076837.0,255
1111,68629.0,-17393,276480876176684.0,276481176076767.0,255
1111,68629.0,-15176,276478476177104.0,276478776077037.0,255
1111,68629.0,-10416,276480576176693.0,276480876076684.0,255
1111,68629.0,-6816,276477276116234.0,276477576046770.0,255
1111,68629.0,677,276478776176973.0,276479076076829.0,255
1111,68629.0,2350,276477576146770.0,276477876076856.0,255
1111,68629.0,2522,276476376199659.0,276476676099656.0,255
1111,68629.0,3069,276482076176736.0,276482376076779.0,255
1111,68629.0,3393,276476076182671.0,276476376099695.0,255
1111,68629.0,10626,276481776177320.0,276482076076781.0,255
1111,68629.0,18585,276477876176754.0,276478176076852.0,255
1111,68629.0,19099,276481476177251.0,276481776077268.0,255
1111,68629.0,19484,276479076176811.0,276479376076815.0,255
1111,68629.0,19837,276476976200307.0,276477276016229.0,255
1111,68629.0,30805,276480276176942.0,276480576076778.0,255
1111,68629.0,30891,276479676176725.0,276479976076769.0,255
1111,68665.0,-26022,276832776181379.0,276833076080299.0,255
1111,68665.0,-23960,276832476180342.0,276832776080955.0,255
1111,68666.0,-29319,276866676116343.0,276866976015975.0,255
1111,68666.0,17687,276866976116034.0,276867276015928.0,255
1111,68667.0,-21626,276901476196655.0,276901776097086.0,255
1111,68667.0,7615,276901176196667.0,276901476096658.0,255
1111,68667.0,28050,276901776196744.0,276902076096352.0,255
1111,68668.0,-1895,276907476115545.0,276907776015666.0,255
1111,68668.0,25503,276907176115243.0,276907476015546.0,255
1111,68669.0,-31843,276952176172096.0,276952476005958.0,255
1111,68669.0,1590,276951876155641.0,276952176072124.0,255
1111,68670.0,-7605,276989976176983.0,276990276009688.0,255
1111,68670.0,5994,276990276109732.0,276990576009728.0,255
1111,68671.0,-9059,277038576150665.0,277038876050561.0,255
1111,68672.0,-2903,277070676196903.0,277070976096978.0,255
1111,68672.0,2182,277070376196764.0,277070676096562.0,255
1111,68672.0,12215,277070076196540.0,277070376096765.0,255
1111,68673.0,4150,277082376197031.0,277082676097028.0,255
1111,68673.0,8035,277082076196575.0,277082376096991.0,255
1111,68673.0,8483,277082676197050.0,277082976096965.0,255
1111,68673.0,9409,277081776196672.0,277082076096289.0,255
1111,68675.0,1807,277125276117857.0,277125576017960.0,255
1111,68675.0,9419,277125576117953.0,277125876033753.0,255
1111,68676.0,12855,277160676163065.0,277160976063405.0,255
1111,68685.0,-2916,277644276185014.0,277644576081641.0,255
1111,68685.0,14106,277644576181626.0,277644876081833.0,255
1111,68686.0,30560,277685976120586.0,277686276020474.0,255
1111,68688.0,-32382,277730676179399.0,277730976079508.0,255
1111,68688.0,23858,277730976179475.0,277731276079514.0,255
1111,68689.0,23767,277763376143699.0,277763676043542.0,255
1111,68691.0,-16618,277932876172438.0,277933176003946.0,255
1111,68691.0,-10767,277932576153783.0,277932876072437.0,255
1111,68692.0,1289,277941576136802.0,277941876036537.0,255
1111,68692.0,2432,277941276136657.0,277941576036799.0,255
1111,68692.0,18294,277940976136618.0,277941276036583.0,255
1111,68694.0,-12104,278023476151227.0,278023776051283.0,255
1111,68694.0,-116,278023776151315.0,278024076051307.0,255
1111,68695.0,8370,278076276159457.0,278076576059701.0,255
1111,68695.0,14333,278076576159701.0,278076876059657.0,255
1111,68696.0,3742,278110476187345.0,278110776087396.0,255
1111,68698.0,9345,278162976165754.0,278163276065384.0,255
1111,68698.0,29436,278163276165387.0,278163576065577.0,255
1111,68700.0,-1535,278246976179896.0,278247276080009.0,255
1111,68700.0,-1045,278247276180035.0,278247576079822.0,255
1111,68701.0,-10358,278276976136966.0,278277276037230.0,255
1111,68701.0,9284,278277276137265.0,278277576052611.0,255
1111,68702.0,-14815,278279676182520.0,278279976082693.0,255
1111,68702.0,24717,278280276182736.0,278280576082399.0,255
1111,68702.0,27366,278279976182699.0,278280276082720.0,255
1111,68703.0,-16038,278286576143817.0,278286876044061.0,255
1111,68703.0,-15505,278286876144032.0,278287176043750.0,255
1111,68703.0,-1606,278287176143728.0,278287476043795.0,255
1111,68704.0,-16672,278291076181676.0,278291376081928.0,255
1111,68704.0,18507,278290776181809.0,278291076081713.0,255
1111,68704.0,18993,278291376182317.0,278291676082142.0,255
1111,68705.0,-30474,278334276132978.0,278334576033522.0,255
1111,68706.0,-9134,278368476172927.0,278368776088450.0,255
1111,68706.0,18084,278368176173066.0,278368476072965.0,255
1111,68710.0,-30180,278380476185471.0,278380776085870.0,255
1111,68710.0,-24573,278379876185523.0,278380176085466.0,255
1111,68710.0,-5467,278379276185585.0,278379576085663.0,255
1111,68710.0,-5312,278378676185390.0,278378976085783.0,255
1111,68710.0,1506,278380176185379.0,278380476085945.0,255
1111,68710.0,20501,278379576185687.0,278379876085499.0,255
1111,68710.0,23563,278378976185702.0,278379276085560.0,255
1111,68710.0,27544,278378376185563.0,278378676085394.0,255
1111,68721.0,-21321,278545176161881.0,278545476062143.0,255
1111,68721.0,-8029,278544876146568.0,278545176061871.0,255
1111,68721.0,-7297,278545476162147.0,278545776077405.0,255
1111,68721.0,-2425,278545776177436.0,278546076077395.0,255
1111,68721.0,2387,278546076177405.0,278546376093905.0,255
1111,68721.0,8680,278546376193887.0,278546676041361.0,255
1111,68721.0,14313,278544276146790.0,278544576046558.0,255
1111,68721.0,32205,278544576146568.0,278544876046565.0,255
1111,68723.0,-229,278595876149429.0,278596176049202.0,255
1111,68723.0,26004,278595576133234.0,278595876049441.0,255
1111,68724.0,15995,278629776156120.0,278630076055934.0,255
1111,68724.0,20263,278630076155938.0,278630376056570.0,255
1111,68725.0,1111,278681376134184.0,278681676034122.0,255
1111,68725.0,30314,278681076176320.0,278681376034186.0,255
1111,68728.0,-31363,278716476194954.0,278716776094976.0,255
1111,68728.0,-16879,278716176194939.0,278716476094946.0,255
1111,68729.0,13434,278767476112451.0,278767776029192.0,255
1111,68729.0,30869,278767776129181.0,278768076029525.0,255
1112,53964.0,-32748,276173976121220.0,276174276021229.0,255
1112,53964.0,-29086,276174276121240.0,276174576021114.0,255
1112,53964.0,-23055,276174576121177.0,276174876021024.0,255
1112,53964.0,-5706,276174876120999.0,276175176021093.0,255
1112,53964.0,10479,276175176121161.0,276175476021473.0,255
1112,53968.0,-32542,276260676155659.0,276260976055621.0,255
1112,53968.0,-28962,276261876155443.0,276262176055696.0,255
1112,53968.0,-17393,276261576155659.0,276261876055439.0,255
1112,53968.0,10566,276261276155497.0,276261576055652.0,255
1112,53968.0,32065,276260976155614.0,276261276055490.0,255
1112,53969.0,865,276295776190322.0,276296076091229.0,255
1112,53971.0,-30967,276302976178090.0,276303276077940.0,255
1112,53971.0,-28888,276302376161338.0,276302676061438.0,255
1112,53971.0,-16942,276302076161493.0,276302376061340.0,255
1112,53971.0,-4293,276302676161433.0,276302976078091.0,255
1112,53972.0,-28299,276347076173813.0,276347376073443.0,255
1112,53972.0,10670,276347376173451.0,276347676073500.0,255
1112,53972.0,21972,276347976173521.0,276348276073879.0,255
1112,53972.0,25999,276347676173542.0,276347976073486.0,255
1112,53973.0,-8253,276372876132897.0,276373176032673.0,255
1112,53973.0,535,276372576133136.0,276372876032913.0,255
1112,53973.0,12346,276373476132654.0,276373776033126.0,255
1112,53973.0,24866,276373176132654.0,276373476032644.0,255
1112,53977.0,5352,276435276147219.0,276435576047019.0,255
1112,53977.0,10543,276433476147276.0,276433776047242.0,255
1112,53977.0,11961,276432876147317.0,276433176047077.0,255
1112,53977.0,23334,276434076146961.0,276434376047210.0,255
1112,53977.0,25676,276433176147077.0,276433476047273.0,255
1112,53977.0,29346,276435576147025.0,276435876046922.0,255
1112,53977.0,31078,276433776147222.0,276434076046977.0,255
1112,53978.0,-17076,276446976189253.0,276447276089724.0,255
1112,53978.0,24621,276446676189701.0,276446976089301.0,255
1112,53985.0,-20273,276564276118879.0,276564576018776.0,255
1112,53985.0,-17221,276564576118784.0,276564876018727.0,255
1112,53985.0,-10323,276564876118733.0,276565176019104.0,255
1112,53997.0,-7008,276779376111605.0,276779676027964.0,255
1112,53997.0,332,276779976127470.0,276780276043563.0,255
1112,53997.0,5736,276780276143571.0,276780576043839.0,255
1112,53997.0,17593,276779676127747.0,276779976027472.0,255
1112,53997.0,30244,276779076111607.0,276779376011580.0,255
1112,53998.0,-20934,276809376164625.0,276809676064338.0,255
1112,53999.0,-26404,276814776136985.0,276815076037084.0,255
1112,53999.0,-14328,276814476120852.0,276814776036994.0,255
1112,53999.0,-11480,276814176120700.0,276814476020857.0,255
1112,53999.0,-4407,276815076137086.0,276815376037436.0,255
1112,53999.0,1912,276815676152291.0,276815976052155.0,255
1112,53999.0,22128,276815376137448.0,276815676052296.0,255
1112,54001.0,-19968,276866376152254.0,276866676052109.0,255
1112,54001.0,-6824,276865776116274.0,276866076052285.0,255
1112,54001.0,-5698,276866076152291.0,276866376052246.0,255
1112,54001.0,3992,276866676152103.0,276866976052379.0,255
1112,54002.0,1411,276952176195152.0,276952476011094.0,255
1112,54002.0,7099,276952476111087.0,276952776058713.0,255
1112,54002.0,24381,276951876194505.0,276952176095150.0,255
1112,54005.0,1679,277039476159189.0,277039776059097.0,255
1112,54005.0,5705,277038576159148.0,277038876059064.0,255
1112,54005.0,7281,277039776159089.0,277040076059572.0,255
1112,54005.0,12469,277039176159059.0,277039476059189.0,255
1112,54005.0,26850,277038876159076.0,277039176059059.0,255
1112,54006.0,-26467,277073076155443.0,277073376055418.0,255
1112,54006.0,17252,277072776155626.0,277073076055472.0,255
1112,54008.0,-31287,277079976149100.0,277080276049035.0,255
1112,54008.0,29109,277080276149041.0,277080576049273.0,255
1112,54008.0,30830,277080576149257.0,277080876049057.0,255
1112,54008.0,31184,277080876148941.0,277081176049172.0,255
1112,54015.0,-20251,277138176110148.0,277138476009792.0,255
1112,54015.0,25822,277138476109790.0,277138776009674.0,255
1112,54034.0,383,277384176105023.0,277384476004952.0,255
1112,54034.0,21901,277384476105592.0,277384776005724.0,255
1112,54034.0,31855,277383876105924.0,277384176005027.0,255
1112,54034.0,32749,277384776105722.0,277385076005350.0,255
1112,54036.0,5924,277425576141210.0,277425876041689.0,255
1112,54036.0,17538,277426176141414.0,277426476041247.0,255
1112,54036.0,20676,277425876141718.0,277426176041410.0,255
1112,54036.0,23947,277426476141239.0,277426776041429.0,255
1112,54037.0,-14080,277471476169530.0,277471776069623.0,255
1112,54037.0,-12738,277470576169435.0,277470876069539.0,255
1112,54037.0,-7402,277470876169546.0,277471176069481.0,255
1112,54037.0,2851,277471176169482.0,277471476069534.0,255
1112,54037.0,4988,277470276169762.0,277470576069436.0,255
1112,54039.0,-1211,277512876184570.0,277513176084415.0,255
1112,54039.0,4690,277512276184705.0,277512576084586.0,255
1112,54039.0,15349,277512576184591.0,277512876084564.0,255
1112,54039.0,30366,277513176184387.0,277513476084651.0,255
1112,54040.0,-12640,277557576120578.0,277557876020806.0,255
1112,54040.0,-4692,277556976104978.0,277557276020228.0,255
1112,54040.0,20132,277556676104425.0,277556976005282.0,255
1112,54040.0,29481,277557276120230.0,277557576020607.0,255
1112,54041.0,9666,277590876161025.0,277591176061138.0,255
1112,54042.0,-27206,277643076117760.0,277643376017786.0,255
1112,54042.0,-24946,277642776118048.0,277643076017705.0,255
1112,54042.0,-14180,277643376117802.0,277643676018041.0,255
1112,54042.0,23354,277643676118050.0,277643976017864.0,255
1112,54042.0,24363,277643976117898.0,277644276017954.0,255
1112,54044.0,-30336,277729176117162.0,277729476016924.0,255
1112,54044.0,-26666,277729776134222.0,277730076083525.0,255
1112,54044.0,-18454,277730076183070.0,277730376082864.0,255
1112,54044.0,-11381,277730376182840.0,277730676083412.0,255
1112,54044.0,18494,277729476116903.0,277729776034224.0,255
1112,54045.0,20,277764576112654.0,277764876012888.0,255
1112,54045.0,9055,277763676164798.0,277763976080823.0,255
1112,54045.0,13689,277764276181191.0,277764576012639.0,255
1112,54045.0,25649,277763976180807.0,277764276080786.0,255
1112,54058.0,-29443,277989276140546.0,277989576040506.0,255
1112,54058.0,-15847,277988376140422.0,277988676040638.0,255
1112,54058.0,-12792,277989576140480.0,277989876040847.0,255
1112,54058.0,4220,277988976140562.0,277989276040430.0,255
1112,54058.0,7857,277988676140645.0,277988976040558.0,255
1112,54060.0,2063,278005776122693.0,278006076023043.0,255
1112,54061.0,-28487,278023476167307.0,278023776067178.0,255
1112,54061.0,-12417,278023176167432.0,278023476067299.0,255
1112,54063.0,-770,278030676146479.0,278030976046406.0,255
1112,54063.0,8150,278030976146409.0,278031276046408.0,255
1112,54063.0,16295,278031276146377.0,278031576046335.0,255
1112,54063.0,21322,278031576146331.0,278031876046606.0,255
1112,54064.0,-3076,278075676104354.0,278075976004442.0,255
1112,54064.0,14722,278075376187383.0,278075676004367.0,255
1112,54064.0,20515,278075976104142.0,278076276019306.0,255
1112,54065.0,-21787,278108076120168.0,278108376020238.0,255
1112,54066.0,-29967,278111376198216.0,278111676098387.0,255
1112,54066.0,-27280,278111076198458.0,278111376098234.0,255
1112,54066.0,-3003,278111676198883.0,278111976098269.0,255
1112,54066.0,11940,278111976198506.0,278112276098466.0,255
1112,54066.0,23430,278110776198512.0,278111076098461.0,255
1112,54071.0,-24435,278161776113041.0,278162076012951.0,255
1112,54071.0,-11672,278161476112985.0,278161776013032.0,255
1112,54071.0,20982,278162376113470.0,278162676013158.0,255
1112,54071.0,26023,278162076112921.0,278162376013506.0,255
1112,54072.0,-31900,278196576170179.0,278196876070332.0,255
1112,54072.0,-29865,278195976170088.0,278196276070159.0,255
1112,54072.0,748,278196276170182.0,278196576070139.0,255
1112,54072.0,27324,278195676170798.0,278195976070162.0,255
1112,54072.0,29905,278196876170336.0,278197176070108.0,255
1112,54076.0,-28863,278248476117187.0,278248776017765.0,255
1112,54076.0,-2063,278247576143124.0,278247876058873.0,255
1112,54076.0,10541,278248176117009.0,278248476017223.0,255
1112,54076.0,19176,278247876158889.0,278248176017012.0,255
1112,54077.0,16526,278264076139192.0,278264376039077.0,255
1112,54079.0,-10910,278266776172155.0,278267076072237.0,255
1112,54080.0,-9801,278282676151529.0,278282976068795.0,255
1112,54080.0,8460,278283276169046.0,278283576085558.0,255
1112,54080.0,19779,278282976168804.0,278283276069046.0,255
1112,54080.0,31475,278282376151610.0,278282676051502.0,255
1112,54081.0,-31412,278334276197554.0,278334576012795.0,255
1112,54081.0,-13351,278334876113932.0,278335176013498.0,255
1112,54081.0,-12509,278333676196814.0,278333976097875.0,255
1112,54081.0,10935,278333976197897.0,278334276097573.0,255
1112,54081.0,11326,278334576112810.0,278334876013651.0,255
1112,54083.0,-29578,278351076186227.0,278351376086996.0,255
1112,54084.0,-150,278363976191652.0,278364276091917.0,255
1112,54084.0,12665,278364276191913.0,278364576091746.0,255
1112,54087.0,-23274,278369976118819.0,278370276038362.0,255
1112,54087.0,5141,278369676102678.0,278369976018854.0,255
1112,54087.0,13586,278370276138370.0,278370576054887.0,255
1112,54087.0,17653,278369376102505.0,278369676002591.0,255
1112,54106.0,-16841,278603676161569.0,278603976061886.0,255
1112,54109.0,-21002,278680476171184.0,278680776071239.0,255
1112,54109.0,-15959,278681076187072.0,278681376086889.0,255
1112,54109.0,3901,278680176155918.0,278680476071172.0,255
1112,54109.0,16928,278681376186876.0,278681676004010.0,255
1112,54109.0,27015,278679876156215.0,278680176055916.0,255
1112,54109.0,29660,278680776171266.0,278681076087075.0,255
1112,54110.0,-22192,278714976192291.0,278715276037902.0,255
1112,54110.0,-20658,278715576137975.0,278715876037837.0,255
1112,54110.0,-7880,278715276137907.0,278715576037990.0,255
1112,54110.0,-4593,278714376177360.0,278714676092167.0,255
1112,54110.0,-898,278714676192168.0,278714976092318.0,255
1112,54112.0,-29880,278767476176339.0,278767776076099.0,255
1112,54112.0,-13506,278766876176096.0,278767176076230.0,255
1112,54112.0,5508,278767176176194.0,278767476076292.0,255
1112,54112.0,12169,278766576176449.0,278766876076055.0,255
1112,54112.0,25180,278767776176128.0,278768076076538.0,255
1112,54113.0,-27415,278801076157439.0,278801676057566.0,255
1112,54113.0,-18409,278801676157576.0,278801976057697.0,255
1112,54113.0,22040,278800476157466.0,278800776057632.0,255
1112,54113.0,32277,278800776157660.0,278801076057453.0,255
1113,58653.0,-19349,276274476156925.0,276274776056494.0,255
1113,58678.0,24,276445176158172.0,276445476028522.0,255
1113,58737.0,-15747,276982476172610.0,276982776072665.0,255
1113,58746.0,23635,277060476168743.0,277060776068585.0,255
1113,58756.0,19736,277138176111075.0,277138476011147.0,255
1113,58804.0,-19206,277579776179497.0,277580076080043.0,255
1113,58804.0,1806,277579476179626.0,277579776079491.0,255
1113,58814.0,-7764,277669476185921.0,277669776068142.0,255
1113,58845.0,-4870,278088876109594.0,278089176009398.0,255
1113,58855.0,-15306,278175276128118.0,278175576027694.0,255
1113,58873.0,22010,278267376148521.0,278267676048901.0,255
1114,15434.0,-5450,276188376108037.0,276188676007645.0,255
1114,15434.0,11050,276188076107528.0,276188376008037.0,255
1114,15435.0,-23972,276192576191640.0,276192876091699.0,255
1114,15436.0,-30371,276302676103878.0,276302976019579.0,255
1114,15436.0,15040,276302376104493.0,276302676004032.0,255
1114,15437.0,-355,276347376155667.0,276347676055671.0,255
1114,15437.0,2803,276346776124743.0,276347076055476.0,255
1114,15437.0,18252,276347076155417.0,276347376055711.0,255
1114,15443.0,9367,276444276166037.0,276444576066077.0,255
1114,15446.0,-14037,276557076122353.0,276557376021761.0,255
1114,15446.0,3320,276556476106930.0,276556776006671.0,255
1114,15446.0,11417,276556776106749.0,276557076022095.0,255
1114,15446.0,22993,276557376121950.0,276557676050386.0,255
1114,15447.0,-16506,276569976120154.0,276570276020152.0,255
1114,15447.0,-9405,276571176120089.0,276571476019908.0,255
1114,15447.0,1659,276570276120054.0,276570576020089.0,255
1114,15447.0,14822,276570876120098.0,276571176020129.0,255
1114,15447.0,32339,276570576120005.0,276570876020039.0,255
1114,15448.0,-28607,276620976146271.0,276621276046597.0,255
1114,15450.0,-877,276635076201514.0,276635376101368.0,255
1114,15450.0,4026,276634776201099.0,276635076101678.0,255
1114,15452.0,-6860,276646176200848.0,276646476031932.0,255
1114,15453.0,12850,276661776156404.0,276662076056387.0,255
1114,15454.0,-31255,276700776201380.0,276701076102328.0,255
1114,15457.0,-20867,276726276183549.0,276726576083501.0,255
1114,15457.0,-14114,276725376183410.0,276725676083821.0,255
1114,15457.0,-11052,276725676183646.0,276725976083488.0,255
1114,15457.0,1023,276726876183532.0,276727176083620.0,255
1114,15457.0,22893,276725976183375.0,276726276083709.0,255
1114,15457.0,26289,276726576183445.0,276726876083575.0,255
1114,15459.0,-20530,276747576116748.0,276747876016535.0,255
1114,15459.0,-13643,276748176116530.0,276748476016585.0,255
1114,15459.0,-10257,276748476116874.0,276748776016585.0,255
1114,15459.0,15023,276747876116771.0,276748176016441.0,255
1114,15459.0,22730,276748776116881.0,276749076016488.0,255
1114,15461.0,-20470,276811176168269.0,276811476068633.0,255
1114,15461.0,-9273,276811476168448.0,276811776068432.0,255
1115,15851.0,-29002,276180576175521.0,276180876007923.0,255
1115,15852.0,18215,276188076154370.0,276188376054104.0,255
1115,15857.0,23443,276218076201737.0,276218376101175.0,255
1115,15859.0,-19976,276264276168339.0,276264576068671.0,255
1115,15859.0,6560,276263976168970.0,276264276068336.0,255
1115,15861.0,-29180,276304176153434.0,276304476053390.0,255
1115,15863.0,-21052,276349176153243.0,276349476053407.0,255
1115,15868.0,29304,276437976157932.0,276438276057884.0,255
1115,15873.0,17937,276476976156434.0,276477276056513.0,255
1115,15873.0,21239,276477276156522.0,276477576056426.0,255
1115,15874.0,-18582,276487176147492.0,276487476047377.0,255
1115,15877.0,-21745,276524376169005.0,276524676087525.0,255
1115,15879.0,-32253,276548976153635.0,276549276053777.0,255
1115,15880.0,-26707,276557676162540.0,276557976062531.0,255
1115,15880.0,-20286,276557976162534.0,276558276062570.0,255
1115,15880.0,-14921,276556776162706.0,276557076062597.0,255
1115,15880.0,-6260,276556176162553.0,276556476062768.0,255
1115,15880.0,8972,276555876162550.0,276556176062553.0,255
1115,15880.0,17251,276556476162779.0,276556776062673.0,255
1115,15880.0,22055,276555576162642.0,276555876062546.0,255
1115,15880.0,28175,276557376162633.0,276557676062532.0,255
1115,15880.0,28557,276555276162602.0,276555576062613.0,255
1115,15880.0,30890,276557076162665.0,276557376062629.0,255
1115,15891.0,-31230,276710976162597.0,276711276062501.0,255
1115,15891.0,-20629,276711876162503.0,276712176062506.0,255
1115,15891.0,3017,276711276162503.0,276711576062650.0,255
1115,15891.0,15072,276712176162503.0,276712476062703.0,255
1115,15891.0,27622,276711576162655.0,276711876062500.0,255
1115,15891.0,28786,276712476162705.0,276712776062456.0,255
1115,15892.0,5458,276720576183332.0,276720876083154.0,255
1115,15892.0,14645,276720276182906.0,276720576083767.0,255
1115,15893.0,-21328,276740976174864.0,276741276074118.0,255
1115,15893.0,-20403,276741576174118.0,276741876074644.0,255
1115,15893.0,2746,276741276174153.0,276741576074163.0,255
1115,15893.0,29128,276741876174230.0,276742176074314.0,255
1115,15895.0,-28202,276798876151016.0,276799176050902.0,255
1115,15895.0,-5848,276800376151013.0,276800676051338.0,255
1115,15895.0,17240,276799776150880.0,276800076050956.0,255
1115,15895.0,23245,276799476151208.0,276799776050881.0,255
1115,15895.0,26573,276799176150866.0,276799476051205.0,255
1115,15895.0,27352,276800076150953.0,276800376051001.0,255
1115,15896.0,5825,276806976196150.0,276807276096189.0,255
1115,15897.0,-14283,276822876152187.0,276823176052551.0,255
1115,15897.0,25760,276822576151834.0,276822876052181.0,255
1115,15897.0,31170,276823176152540.0,276823476051769.0,255
1115,15898.0,30841,276868476141619.0,276868776041795.0,255
1115,15901.0,-32732,276909276187659.0,276909576088511.0,255
1115,15902.0,-31611,276954876140117.0,276955176039989.0,255
1115,15909.0,-24510,277081776148121.0,277082076065260.0,255
1115,15911.0,-35,277128876154897.0,277129176069803.0,255
1115,15912.0,841,277148076179705.0,277148376079805.0,255
1115,15915.0,-19734,277157976189093.0,277158276089460.0,255
1115,15919.0,-4779,277178976124560.0,277179276024393.0,255
1115,15920.0,-24267,277187076145019.0,277187376045221.0,255
1115,15923.0,26376,277259376159006.0,277259676076885.0,255
1115,15926.0,-3140,277332276164118.0,277332576063888.0,255
1115,15927.0,-27523,277337376166056.0,277337676065847.0,255
1115,15927.0,28054,277337676165854.0,277337976065862.0,255
1115,15929.0,-7493,277391676121506.0,277391976021407.0,255
1115,15929.0,2753,277391076121504.0,277391376021750.0,255
1115,15929.0,21820,277391376121576.0,277391676021536.0,255
1117,1523.0,-5182,276282876130367.0,276283176030544.0,255
1117,1523.0,14072,276282576198662.0,276282876030631.0,255
1117,190888.0,-5182,276282876130367.0,276283176030544.0,255
1117,190888.0,14072,276282576198662.0,276282876030631.0,255
