OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
5465,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.713732223356776,0.00466516868451225
5466,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0692093943009849,0.000285725932951414
5467,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.025504673816383,3.24991907189738e-05
5468,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.00513662857759907,3.39786606557041e-07
5469,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.00568567724851059,4.1630647663867e-07
5470,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0447474137754503,7.6353070911377e-05
5471,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation emphasis,0.0172640532326926,1.81444013450846e-05
5472,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.06972052508258,0.000295554794159082
5473,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0243813384412585,3.59132217150648e-05
5474,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0418975213656682,0.000109665256806127
5475,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0359433258274969,7.84822990669478e-05
5476,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0685028053243336,0.000233035078138662
5477,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0447414464225943,9.15685740098384e-05
5478,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0688908839208926,0.000289171378167353
5479,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0574930397517052,7.08921350972878e-05
5480,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0173473651256691,1.8334360620467e-05
5481,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0544167287997547,0.000128687586437164
5482,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.017253704693477,1.81149398960365e-05
5483,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0170954951728255,1.78015903410911e-05
5484,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0343825025333213,5.36935524481126e-05
5485,Brothers/LaPine RMP 2015,ORP06,Limited to Existing,SGHAB,,,0.0537014446779086,8.74942285116396e-05
5486,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.0173273567333408,1.82103730286583e-05
5487,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0850228955973868,0.000196873551233681
5488,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0172440648825838,1.80696924320287e-05
5489,Unknown,ORV04,Open,,,,0.0122235959829468,5.72063824548435e-07
5490,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0420708024457426,9.19998864124067e-05
5491,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0694289413745332,0.00029348316445836
5492,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,,0.0170928562155972,1.78320233574403e-05
5493,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0705621659050848,0.000264643541208725
5494,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0173600600729496,1.83829610806341e-05
5495,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Designated,SGHAB,,,0.0230157516819755,2.3997861509517e-05
5496,Brothers/LaPine RMP 2015,ORP06,Open,BLMOPEN,,,0.00689035109745682,2.07783526871549e-06
5497,Brothers/LaPine RMP 2015,ORP06,Open,BLMOPEN,,,0.00697572533521775,2.05316946429564e-06
5498,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,,0.0171098219117789,1.78597230621841e-05
5499,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0282352242015788,3.83963516729376e-05
5500,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0619453251492404,0.000145649674279131
5501,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0326252927505575,6.33323204466227e-05
5502,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0172411417705726,1.81455290830457e-05
5503,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.017201537072147,1.80035554476569e-05
5504,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0595751960831252,0.000175004892566054
5505,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0493330248936002,0.000147484177831248
5506,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0346786914599292,5.49930992240101e-05
5507,Unknown,ORV04,Open,,,,0.00833155388361337,3.39738262342976e-08
5508,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0183329710279195,2.08182411685125e-05
5509,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.475248723526525,0.00219293261467005
5510,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0204323697214592,1.49605873223024e-05
5511,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.012070384494685,3.88820154335932e-06
5512,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0235499636879699,3.36257160799655e-05
5513,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0175477883194237,1.88249028330014e-05
5514,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0277891877306807,3.77671329595362e-05
5515,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00724499707936662,2.77580000227935e-06
5516,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0169645109025051,8.65808273820533e-06
5517,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0244149870276084,2.28944126285641e-05
5518,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0177839308914607,1.79904354116603e-05
5519,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0203890853500076,1.75240509518363e-05
5520,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0545626018611897,4.77050134032028e-05
5521,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0342859297134887,-2.92966493396962e-05
5522,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0221319903602492,-1.4840215161294e-05
5523,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0195470884066383,-3.25113839506245e-06
5524,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0691835572141272,0.000291554001567908
5525,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0685384912475227,0.000280961658336887
5526,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0698059864826571,0.000222708546153731
5527,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0365426522675896,4.94712415583321e-05
5528,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,ACEC,,,0.0212245781555339,2.58547055404364e-05
5529,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0426364617738869,0.000110551161151823
5530,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.191309451765673,0.000441261740536648
5531,Brothers/LaPine RMP 2015,ORP06,Limited to Existing,SGHAB,,,0.053573465670221,0.000103073888718485
5532,Brothers/LaPine RMP 2015,ORP06,Open,BLMOPEN,,,0.171459799834622,0.000973004164241541
5533,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.246224787061735,0.00105050357094374
5534,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Designated,SGHAB,,Closed Dec 1 to Apr 30,0.0225650888858442,1.07437607913454e-05
5535,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0167445455985616,1.59490857557843e-05
5536,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Designated,SGHAB,,,0.212742755143901,0.00067546047901051
5537,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0254954421214561,4.04820666734375e-05
5538,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0167158844148555,1.68120152740482e-05
5539,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0450162177726423,7.45207845657995e-05
5540,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0185928088113757,2.14249511155341e-05
5541,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0274355489343162,3.65065076823186e-05
5542,Brothers/LaPine RMP 2015,ORP04,Closed,ACEC,,,0.070872593131652,0.000134278476582908
5543,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.236132085703523,0.00100262574449846
5544,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.237595249654943,0.000649405114983446
5545,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0419298649766328,9.14339943446505e-05
5546,Unknown,ORV04,Open,,,,0.0156584274501568,1.6633289845553e-07
5547,Unknown,ORV04,Open,,,,0.0358790315359763,1.45724068140408e-07
5548,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.127658391890745,0.000319280986199735
5549,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.152333998075372,0.00059428767627493
5550,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.120531769744568,0.000522045521913867
5551,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0175925967511673,1.89060053916805e-05
5552,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0248650379221101,3.74695507480033e-05
5553,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.016523792508485,1.62348768993207e-05
5554,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0173285220436191,1.82693861385705e-05
5555,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.010414484725553,5.72932734119294e-06
5556,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.068318352368069,0.000140825967820566
5557,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0164454484754177,1.60495556488193e-05
5558,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0245607464953284,3.65546796402059e-05
5559,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0412047891178812,9.10207853519244e-05
5560,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.00133203002764523,7.50688818391255e-08
5561,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0040852636592196,7.84468684454051e-07
5562,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0418642296239181,7.28273100023555e-05
5563,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.136534146436024,0.00046097530905859
5564,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0587422798770954,0.000178422616335953
5565,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0682452031467739,0.000283929935693928
5566,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0375430604533041,-4.43413818213204e-05
5567,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0317033427398093,-4.19308634533141e-05
5568,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0315134467422942,-5.00761106562942e-06
5569,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0693652936572769,-8.37111794751624e-05
5570,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00851243340768825,1.21772249033876e-06
5571,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0949562721946074,7.4468851669071e-05
5572,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.00280003502098205,3.91761890762557e-07
5573,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0330544221705538,3.62183616409348e-05
5574,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.110125760821281,0.000273122000385803
5575,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0846504395499478,0.000307578029742644
5576,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0588773478718711,0.000144302141794381
5577,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,BLM,,,0.0172789632631821,1.8168369492181e-05
5578,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0111585608518085,7.03206410604555e-06
5579,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0170421884068334,1.14282408134085e-05
5580,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0544704294184829,9.00698264554046e-05
5581,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0165354333128766,1.68311996886281e-05
5582,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.189983392463376,0.00103079947307038
5583,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0172284760482178,1.80647034104265e-05
5584,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.024487343183388,3.62323249584597e-05
5585,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.103402162120167,0.000433218066936662
5586,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0788235241837812,0.000161638651702769
5587,Unknown,ORV04,Open,,,,0.00320182770118147,8.52644733635199e-08
5588,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0820530669388514,0.000253388613128889
5589,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0100066265039917,5.11858089150971e-06
5590,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0111084596554151,2.47910233031419e-06
5591,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0160877675094811,1.42890425024901e-05
5592,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0178267673212455,1.67849576492897e-05
5593,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0696212778858796,0.000294088244921656
5594,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.051641597392952,9.0239281583975e-05
5595,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0174731480051966,1.86343000171556e-05
5596,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0686030436200565,0.000287666378870395
5597,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.069718749510818,0.000295740914912676
5598,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,ERMA,,,0.070280576299715,0.000303668516880936
5599,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0274132602799983,3.59871244191707e-05
5600,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0691087943476078,0.000290336042188902
5601,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.017286168775532,1.81002658344594e-05
5602,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0779499658084129,0.000316967930293911
5603,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0878432533244721,0.000269988362342402
5604,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0441382539601436,7.12696675903433e-05
5605,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0173986639574806,1.84711314582358e-05
5606,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0271857348962071,3.59714086162917e-05
5607,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0420443552212309,9.19389549720452e-05
5608,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0348642516286622,5.54752050083407e-05
5609,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0266545267358326,1.24560018403877e-05
5610,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,SRMA,,,0.0219813461783836,9.51590630940697e-06
5611,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,ERMA,,,0.156550935700922,0.000498861427406315
5612,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0689787780947112,0.000291877257262236
5613,Unknown,ORV04,Open,,,,0.00346030179205592,5.93999195033217e-07
5614,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0172443202205721,1.80734286884217e-05
5615,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0490299749685408,0.000145515554252132
5616,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00361644372735086,3.3245618127508e-07
5617,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0279832005381754,3.65938866609853e-05
5618,Brothers/LaPine RMP 2015,ORP04,Closed,ACEC,,,0.0779828646401267,6.20349867642903e-05
5619,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,ACEC,,,0.0810621422308429,0.000117375913910489
5620,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,ACEC,,,0.147681888645631,0.000173615736565833
5621,Brothers/LaPine RMP 2015,ORP04,Closed,ACEC,,,0.068197411635306,0.000109188127425095
5622,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,WSA,,,0.738470649010211,0.00497652123933139
5623,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,WSA,,,0.0746009336275002,4.07124211026001e-05
5624,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,WSA,,,0.00201704197122841,4.06240723067369e-08
5625,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.288606957894023,0.0022269768565793
5626,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0045541118416512,1.09795439613636e-06
5627,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.085550038965313,0.000167704275126497
5628,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0120809720056849,5.16565800420267e-06
5629,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.018098437075236,1.72403677120901e-05
5630,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0120962700751907,5.75498247314091e-06
5631,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.428969197458076,0.00264602219504767
5632,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.00301829364429663,2.5602682657676e-07
5633,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.372715658813962,0.000616096849370617
5634,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.0248474558862398,6.7524467695363e-07
5635,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.00764808839176135,1.58725552083595e-06
5636,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.00268203481278457,1.25629089625101e-07
5637,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.113036675104608,0.000208012558513117
5638,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.196948296344482,0.000789662467491214
5639,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0427148343349569,5.94439695960673e-05
5640,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0276914967299155,3.38436729230918e-05
5641,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.050745082227834,9.8823655513857e-05
5642,Brothers/LaPine RMP 2015,ORP04,Open,BLMOPEN,,,0.406509896455067,0.00122805197381258
5643,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0247630949814254,3.19379412180615e-05
5644,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0672970882516781,9.13585304075259e-05
5645,Brothers/LaPine RMP 2015,ORP04,Limited to Existing,SGHAB,,,0.0645172872790875,0.000223869784832467
5646,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0275130237067845,3.67293196310015e-05
5647,Unknown,ORV04,Open,,,,0.000264716087187298,1.09878908221468e-09
5648,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0548751829132781,0.000146652366820819
5649,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.068670430067911,0.000251848652668927
5650,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.810063533521109,0.00374406159849659
5651,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0173023746701308,1.81888742171578e-05
5652,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0343662468869183,5.38955123963737e-05
5653,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0168011392861266,1.68935140331437e-05
5654,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0417944809993872,0.000108988074326162
5655,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0381686430534101,7.05243201884929e-05
5656,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0344734975375516,7.18024742219327e-05
5657,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0625871622033989,0.000203825113087831
5658,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.014197515909985,1.30199256560309e-05
5659,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0684976925755221,0.000285796944755011
5660,Northwestern and Coastal Oregon RMP 2016,ORN03,Limited to Existing,BLM,,,0.0124412616231901,7.48089728073799e-06
5661,Northwestern and Coastal Oregon RMP 2016,ORN03,Closed,ACEC,,,0.0155425238578253,1.06889782807852e-05
5662,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0198393459974734,2.27242172250453e-05
5663,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.095351630602057,0.000285375626045545
5664,John Day Basin Resource Management Plan (2015),ORP04,Limited to Existing,SRMA,,,0.0171143918176879,1.79113337363968e-05
5665,Upper Deschutes Resource Area RMP 2015,ORP06,Limited to Existing,SGHAB,,Roads only emphasis,0.0272327064947964,3.60164511834046e-05
5666,Unknown,ORV04,Open,,,,0.0362615878179967,1.25676696595602e-05
5667,Unknown,ORV04,Open,,,,0.00684192097505927,6.13411623390869e-09
5668,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.186137215685353,0.00103242655892954
5669,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0363665869987394,4.70040412755562e-05
5670,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0283223069460752,2.9700485458537e-05
5671,Upper Deschutes Resource Area RMP 2015,ORP06,Closed,UNK,,Non-motorized recreation exclusive,0.0213124070514012,2.32712089895205e-05
5672,Northwestern and Coastal Oregon RMP 2016,ORN02,Limited to Existing,BLM,,,0.0714318774754713,0.000215085940140667
5673,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0187690360025721,-7.43472702974718e-06
5674,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0298198282258544,-2.90779536526015e-05
5675,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0799293258693402,-0.000153115080282539
5676,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0797784682217876,-0.000108039280511962
5677,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.342035385251907,-0.00179972327767997
5678,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0807317809325822,-1.31087636369772e-05
5679,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.102502409214801,-1.48598042040243e-05
5680,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0340203678903464,-3.61029439059042e-05
5681,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ACEC,,,0.0697349997365184,-0.000204480765464031
5682,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00173174009501292,6.50824173459674e-08
5683,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,ERMA,,,0.0261707938293103,3.72149132399701e-06
5684,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0427381190900861,3.61317793712507e-05
5685,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0131435545937983,5.78248899650336e-06
5686,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00864795073297307,9.98255960564323e-07
5687,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.000226596428410374,2.24282833017842e-09
5688,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00805821454549007,2.21337665944631e-06
5689,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.000920424327911943,2.77972574253365e-08
5690,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00107899680828792,5.14185400073886e-08
5691,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00376310520634897,4.53868262311163e-07
5692,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.00373207535870983,3.222858667851e-07
5693,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0352669633619411,4.49028373732533e-05
5694,Northwestern and Coastal Oregon RMP 2016,ORN05,Limited to Existing,BLM,,,0.0200565420118491,5.66417508007635e-06
