OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
1,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0242507582290863,2.31926698279744e-05
2,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0370480952827004,8.56431187566139e-05
3,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0396798125700205,3.68765642339562e-05
4,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0530113907795261,8.39218676147786e-05
5,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0128427664994704,7.48440511493512e-06
6,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0466142076619406,5.97321874784263e-05
7,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.014299171895774,1.09466764190956e-05
8,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0252351900044242,2.85614171422528e-05
9,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.016718166348963,1.71337887711166e-05
10,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171750069534556,1.81450673525264e-05
11,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0394096535293987,7.39686946133939e-05
12,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169552418657922,1.75363185669041e-05
13,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0436465215073487,4.07829941339405e-05
14,Andrews Management Unit RMP 2015,ORB06,Limited to Existing,SGHAB,,,0.104799016154136,0.000282418458816712
15,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.00371190331967624,1.97499225355759e-07
16,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0489855921495613,8.84095439130331e-05
17,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0484292616958888,9.25329479722452e-05
18,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0218523395753985,1.65592132949185e-05
19,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0350822632263155,4.75235539352416e-05
20,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.0395695443788336,2.95986521505832e-05
21,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0243557006097547,3.55973178031521e-05
22,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0242906048310641,3.54288742754604e-05
23,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0243303416034893,3.55708687268953e-05
24,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.0173906448632922,1.84755109289753e-05
25,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0266558805944041,3.49904042285897e-05
26,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0167954989459813,1.72236636261525e-05
27,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0166450680738339,1.69252768223745e-05
28,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0342157863557271,5.35462253928308e-05
29,Unknown,ORM06,Open,BLMOPEN,,,0.0269276221908288,3.56521432059123e-05
30,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0157550376528693,1.44679034946824e-05
31,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0115968391964898,3.66017183644053e-06
32,Northwestern and Coastal Oregon RMP 2016,ORM07,Closed,ACEC,,,0.119005108982022,0.000477446012007727
33,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0305185132940675,2.7632408527377e-05
34,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0586336103511237,0.000124973817565149
35,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0685496719476125,0.00028726224709298
36,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0749275386418613,0.000210084538196947
37,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169915247067083,1.76849898564909e-05
38,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0410355155688891,6.19056788599307e-05
39,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.0725881656891273,0.000166976723429514
40,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169438654857847,1.75323953070238e-05
41,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0240576981802407,3.47853408416852e-05
42,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0170107372817137,1.77612904509005e-05
43,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0168622934476599,1.73915866221193e-05
44,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.024481249097781,3.593138743707e-05
45,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0314365509181291,5.2711637333047e-05
46,Northwestern and Coastal Oregon RMP 2016,ORM07,Closed,ACEC,,,0.0434346485103289,8.79398478116966e-05
47,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0267058724680463,3.56886273768462e-05
48,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0835687014126703,0.000235231319436044
49,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0690197915525806,0.000236532846320096
50,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0687266479239808,0.000287360557462839
51,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.149625621660116,0.000430125629349102
52,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.222223238831314,0.00042441674991278
53,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0686336167048836,0.000288154720695632
54,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0489494770261289,0.000108017619114744
55,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0171018761297523,1.78736264918902e-05
56,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0489181187641252,8.97707157505841e-05
57,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169707833360973,1.75975098101305e-05
58,Unknown,ORM06,Open,BLMOPEN,,,0.0261390190059255,3.42473276501659e-05
59,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169456514731402,1.75843679466529e-05
60,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170351926303929,1.78171961901346e-05
61,Unknown,ORM06,Closed,RIPARIAN,,,0.00206695786742585,1.86460141912833e-07
62,Unknown,ORM06,Limited to Existing,UNK,,,0.185510069139527,0.000846837655423434
63,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.033657762329905,6.88803854271572e-05
64,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0264128814621808,3.41315653027759e-05
65,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171409540075309,1.79586193287491e-05
66,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0270779306644712,3.60703772294325e-05
67,Southeastern Oregon RMP 2002,ORV04,Open,BLMOPEN,,,0.0367620197995689,5.37971871276829e-05
68,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0319108761635593,5.37635433967568e-05
69,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0413755379263989,7.12396410517495e-05
70,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0389343537401175,7.13573245097197e-05
71,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0587115509792094,0.000197518684119001
72,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0683738755560336,0.000287802111600924
73,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.068644073519071,0.000287757962824016
74,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0779703254023348,0.000142424889711933
75,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.106492753365419,0.000263234221005321
76,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0171369559795256,1.79159636572059e-05
77,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0560652512896515,0.000125318159682976
78,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0343166551793426,5.41215094499401e-05
79,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169464261866948,1.75714060554663e-05
80,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0541903644976132,0.000143975378576258
81,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.034041349282306,7.08272396392003e-05
82,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0406053664113743,6.8342716226517e-05
83,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0170654339248468,1.783936397985e-05
84,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170095758949754,1.76750903370473e-05
85,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ERMA,,,0.39652033977833,0.00182439439732724
86,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0685381473219869,0.00028886839215877
87,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0690182637937972,0.000290841383957444
88,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0463243115274823,7.49620185181217e-05
89,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.017143629171338,1.79546744198335e-05
90,Andrews Management Unit RMP 2015,ORB06,Limited to Existing,SGHAB,,,0.0341311041242918,5.34712155908255e-05
91,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0486820989863301,8.86118802890319e-05
92,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0172203918594903,1.8144268148861e-05
93,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0414334692742014,7.13285267120617e-05
94,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171720863358466,1.8009518689687e-05
95,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0130757145072892,7.78006558660142e-06
96,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0539668613608798,0.000143519870795498
97,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.065924117102901,0.00016115804128397
98,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170287023794972,1.77231141293565e-05
99,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0171124029177006,1.79142607283056e-05
100,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,ACEC,,,0.0559960982424555,9.35901042558346e-05
101,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,ACEC,,,0.167705692206364,0.000680593841872347
102,Southwestern Oregon RMP 2016,ORM07,Closed,ACEC,,,0.0508962474288359,7.28081531099197e-05
103,Southwestern Oregon RMP 2016,ORM07,Closed,ERMA,,,0.0453822948281997,8.1761904155403e-05
104,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0892164474090972,0.000180719946388117
105,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.017138048462056,1.79634179849164e-05
106,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0610916215884989,0.000124767392313627
107,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.126994163388221,0.000571038609976939
108,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.00906419682209449,4.17157787230969e-06
109,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.066626048903472,0.000280224002270722
110,Unknown,ORM06,Limited to Existing,UNK,,,0.0524455291061872,0.000102204761753549
111,Unknown,ORM06,Open,BLMOPEN,,,0.0140877331701558,1.15009199233748e-05
112,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0144556848486786,5.37609710068083e-06
113,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0170636299096432,1.78092437147458e-05
114,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0169037713519256,1.75023853857004e-05
115,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171639934975856,1.79721174496104e-05
116,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170474294099476,1.77574618358778e-05
117,Southwestern Oregon RMP 2016,ORL04,Closed,ERMA,,,0.178034457507202,0.000702873388062564
118,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0171549111816004,1.79791516348079e-05
119,Lakeview Resource Area RMP 2003,ORL05,Limited to Designated,CULT,,,0.0316810149548777,5.31206558454459e-05
120,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0243838795459488,3.57143142708271e-05
121,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170577457724817,1.77613556088279e-05
122,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0269367636503656,3.56063800601681e-05
123,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0268462930157833,3.55899758584041e-05
124,Unknown,ORM06,Open,BLMOPEN,,,0.0173315887856709,1.82676626358145e-05
125,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170895528569125,1.7835251526271e-05
126,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.138830294822369,0.000353793394492685
127,Unknown,ORV04,Open,,,,0.0169713223355825,6.56161110903151e-07
128,Southeastern Oregon RMP 2002,ORV04,Limited to Existing,SGHAB,,,0.0166478754260471,1.69360826440865e-05
129,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.016751230291825,1.70380655536308e-05
130,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0508010658467578,0.000105305878832728
131,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0677227866777576,0.000175244710457724
132,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0682984025354846,0.000213827823617268
133,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.136862872156692,0.000573884793096888
134,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0317055551132116,5.35060892213527e-05
135,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ERMA,,,0.159816954651525,0.000625771713749958
136,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0445218226275109,7.19637811151993e-05
137,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0343007272344256,5.38123538538467e-05
138,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0169241884123825,1.75322691418737e-05
139,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0104492906026429,4.4282858568612e-06
140,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0260869507378821,1.56666029618375e-05
141,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0104588871000638,4.43658905511318e-06
142,Southwestern Oregon RMP 2016,ORM07,Closed,ACEC,,,0.0773259078688184,0.000215221569713878
143,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0508015297326079,8.76861596820141e-05
144,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0606698315311941,0.000140990675976342
145,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0241734806346529,3.50251320577989e-05
146,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.0569314620360793,0.000133625853499687
147,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.0416100842703856,7.21049814233555e-05
148,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.016976686696209,1.74918113754738e-05
149,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,ERMA,,,0.0781963249533235,0.000160835942222057
150,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,ACEC,,,0.146078510074543,0.000495586847884807
151,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0527878803065241,5.15211792104491e-05
152,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,ACEC,,,0.0146663803721775,9.50801487450457e-06
153,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,ACEC,,,0.0170177106532369,1.7717758317348e-05
154,Northwestern and Coastal Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0146781544831276,8.25211940764471e-06
155,Southwestern Oregon RMP 2016,ORM07,Closed,ERMA,,,0.00692587300955441,9.09791399693284e-07
156,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0776633683519671,0.000194659505009091
157,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0683300234586534,0.000215393924368632
158,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0491378307244647,0.00014330182114821
159,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.00307787731807576,4.156646974976e-07
160,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0224444443828071,2.36948417269458e-05
161,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0596519823873875,0.000168009997601657
162,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.191582364384695,0.000451312635705694
163,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.706990865776372,0.00156611915106297
164,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0243414948897106,4.1847245441037e-07
165,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.015612529529316,1.00013350384946e-05
166,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0218984485725298,1.30344679204072e-05
167,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0457448084367475,9.13957160899689e-05
168,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0066367962172761,2.18234696817275e-06
169,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.00312149512810351,2.06045008237752e-07
170,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0388797264999171,3.31500945966721e-05
171,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0117007078194596,3.72501777458819e-06
172,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,7.49625984056908e-05,8.47078799742088e-11
173,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.000421690482397187,1.0877879121759e-08
174,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0205242910228535,6.78429733352545e-06
175,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0136689335880229,4.60542661507165e-06
176,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0232548554364065,1.88558840355808e-05
177,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.0148564172412137,8.89609124582374e-06
178,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.00713099702516365,1.14682155742311e-06
179,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,ACEC,,,0.0314627442582967,1.81154482773954e-05
180,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0151087099695712,8.32666232779308e-06
181,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0126200614041711,4.76235764374285e-06
182,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.22832599431109,0.00079351829227879
183,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.00638373657213296,1.42504060538767e-06
184,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0160103067827226,9.4474240532426e-06
185,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0774571606471885,0.000203666135932354
186,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0336470341147004,5.51728220251896e-05
187,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0236736047347938,1.81675603597953e-05
188,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0110459617479163,3.77502721528473e-06
189,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.00435701433737136,4.98495889677846e-07
190,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0301000095844858,4.93418050069247e-05
191,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.110191098763546,0.000380557888585483
192,Northwestern and Coastal Oregon RMP 2016,ORC04,Limited to Existing,BLM,,,0.0275828377955127,3.72657935311833e-05
193,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0414824791090428,7.15932367669674e-05
194,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0159194074572686,5.30409459004465e-06
195,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0170661687170264,1.78299789238774e-05
196,Unknown,ORM06,Open,BLMOPEN,,,0.0266926116949665,3.54413903300965e-05
197,Lakeview Resource Area RMP 2003,ORL05,Closed,SSFAUNA,,,0.114042498024725,0.000458244772058924
198,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0206872981496954,1.76557168572517e-05
199,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0238473282517763,1.3686777686387e-05
200,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0601641470664845,0.000153093311543469
201,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0138049333742647,6.22467922957206e-06
202,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0134891968635935,1.13188258295642e-05
203,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0155545788629087,9.40481642485895e-06
204,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0186326026629201,1.88579148067396e-05
205,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,ERMA,,,0.034122284017748,7.11587403130699e-05
206,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0488793177937407,0.000102855335172333
207,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0170336514785609,1.77404528436417e-05
208,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0629689149177171,0.000135307766860227
209,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0168547148314825,1.73452749659602e-05
210,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0168978860725872,1.74823618787866e-05
211,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0413902482816617,7.17514789661421e-05
212,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.0415764233183043,7.16797583554969e-05
213,Southwestern Oregon RMP 2016,ORM07,Limited to Existing,BLM,,,0.23598240241991,0.00102637548950321
214,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.144090682666161,0.000525321629014301
215,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0825216081118293,0.000285934092976974
216,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,SRMA,,,0.0133770651958501,6.12226447365705e-06
217,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0263842562498156,3.32778871013437e-05
218,Southwestern Oregon RMP 2016,ORL04,Limited to Existing,BLM,,,0.0162064105381413,1.57519358288271e-05
219,Southwestern Oregon RMP 2016,ORM06,Limited to Existing,BLM,,,0.0317365240401807,5.35139479588406e-05
220,Unknown,ORM06,Closed,RIPARIAN,,,0.00253286827777677,3.28183074918659e-07
221,Unknown,ORM06,Closed,RIPARIAN,,,0.000365471399432036,4.20212499682607e-09
222,Unknown,ORM06,Closed,RIPARIAN,,,0.0021676007897462,2.46117525101297e-07
223,Unknown,ORM06,Closed,RIPARIAN,,,0.000906059972478369,5.7908079893085e-08
224,Unknown,ORM06,Closed,RIPARIAN,,,0.000247711735677908,1.59990000307321e-09
225,Unknown,ORM06,Closed,RIPARIAN,,,0.00163732189930819,1.32220249701084e-07
226,Unknown,ORM06,Closed,RIPARIAN,,,0.00059942185715614,8.05026999883396e-09
227,Unknown,ORM06,Closed,RIPARIAN,,,6.65018484546322e-05,1.49985000538082e-10
228,Unknown,ORM06,Closed,RIPARIAN,,,0.000355840310092556,1.8763870997399e-09
229,Unknown,ORM06,Closed,RIPARIAN,,,0.000875187573557985,4.06439200921765e-08
230,Unknown,ORM06,Closed,RIPARIAN,,,0.00227048321618588,2.37500210005716e-07
231,Unknown,ORM06,Closed,RIPARIAN,,,0.00232588088859234,2.58827210186154e-07
232,Unknown,ORM06,Closed,RIPARIAN,,,0.00137031748993615,5.64565595563893e-08
233,Unknown,ORM06,Closed,RIPARIAN,,,0.00148232449392683,1.00849654999106e-07
234,Unknown,ORM06,Closed,RIPARIAN,,,0.000279694830809075,4.90412010232017e-09
235,Unknown,ORM06,Closed,RIPARIAN,,,0.000928734021580599,2.89522599988787e-08
236,Unknown,ORM06,Closed,RIPARIAN,,,0.00541780634466161,9.51817159997604e-07
237,Unknown,ORM06,Closed,RIPARIAN,,,0.000735255691352272,3.72023200002182e-08
238,Unknown,ORM06,Closed,RIPARIAN,,,0.000435659478528613,1.1561904895255e-08
239,Unknown,ORM06,Closed,RIPARIAN,,,0.000290851578425022,3.7070448942507e-09
240,Unknown,ORM06,Closed,RIPARIAN,,,0.00106084266096469,8.47098250092075e-08
241,Unknown,ORM06,Closed,RIPARIAN,,,0.00206274395899035,2.84346354812387e-07
242,Unknown,ORM06,Closed,RIPARIAN,,,0.00212484885094117,1.42692149609183e-07
243,Unknown,ORM06,Closed,RIPARIAN,,,0.000474741273526928,1.19549648991384e-08
244,Unknown,ORM06,Closed,RIPARIAN,,,0.000309575654056673,5.40015000142064e-09
245,Unknown,ORM06,Closed,RIPARIAN,,,0.00130075382543919,2.76460450015445e-08
246,Unknown,ORM06,Closed,RIPARIAN,,,0.00121546883567155,3.33030080137936e-08
247,Unknown,ORM06,Closed,RIPARIAN,,,0.00111423704471552,7.83616050037479e-08
248,Unknown,ORM06,Closed,RIPARIAN,,,0.00219994098021336,1.75545304988913e-07
249,Unknown,ORM06,Closed,RIPARIAN,,,0.00041679688208728,1.05567848001095e-08
250,Unknown,ORM06,Closed,RIPARIAN,,,0.000559734666891772,1.98129549054653e-08
251,Unknown,ORM06,Closed,RIPARIAN,,,0.000840189556223117,4.7847009898473e-08
