OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,NewCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,TotalDoses,TotalRecipients,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
443,Lincoln,2021/05/29 23:00:00+00,8709,8613,77,19,94956008-8847-4757-bc25-52c566b0c919,31873,23164,0,0,0,14.8148148148148,27.3240673924638,,2.333,1.857,52353,27777,0,0,3204,24573,951,951,25524,,,,
444,Lincoln,2021/05/30 23:00:00+00,8709,8613,77,19,ac7e7498-165c-4568-8682-ad5329e141ac,31873,23164,0,0,0,14.8148148148148,27.3240673924638,,2.333,1.857,52353,27777,0,0,3204,24573,951,951,25524,,,,
445,Lincoln,2021/05/31 23:00:00+00,8710,8614,77,19,3d7a279f-9f2a-4bd6-88a4-b018da412609,31900,23190,1,0,27,3.7037037037037,27.3040752351097,26,0.333,1.714,52436,27839,82,62,3242,24597,952,952,25549,,,,
446,Lincoln,2021/06/01 23:00:00+00,8710,8614,77,19,64b83380-440f-4383-9751-7d681d551deb,31900,23190,0,0,0,3.7037037037037,27.3040752351097,0,0.333,1.714,52436,27839,0,0,3242,24597,952,952,25549,,,,
447,Lincoln,2021/06/02 16:49:00+00,8711,8619,77,15,5a185f8b-8962-44ce-9d7c-7483955bb514,31946,23235,1,0,46,2.17391304347826,27.2678895636386,45,0.667,1,52564,27913,127,73,3262,24651,959,959,25610,,,,
448,Lincoln,2021/06/03 17:24:00+00,8712,8619,78,15,de1e0f16-64cf-44b8-bbf6-ac0ee3c85bc7,31968,23256,1,1,22,4.54545454545455,27.2522522522523,21,0.667,1,52629,27941,65,27,3253,24688,962,962,25650,,,,
449,Lincoln,2021/06/04 17:01:00+00,8716,8624,78,14,be7a1291-9ef8-4b98-acf7-826c594c0fd3,32004,23288,4,0,36,11.1111111111111,27.2340957380327,32,2,1,52713,27975,84,33,3237,24738,969,969,25707,,,,
450,Lincoln,2021/06/05 23:00:00+00,8716,8624,78,14,01cd2f3e-a621-4cee-a3a9-098c547cc3bd,32004,23288,0,0,0,11.1111111111111,27.2340957380328,0,2,1,52713,27975,0,0,3237,24738,969,969,25707,,,,
451,Lincoln,2021/06/06 23:00:00+00,8716,8624,78,14,0986d1e0-d3af-4f4f-af04-5d923c9add69,32004,23288,0,0,0,11.1111111111111,27.2340957380328,0,2,1,52713,27975,0,0,3237,24738,969,969,25707,,,,
452,Lincoln,2021/06/07 16:37:00+00,8715,8625,78,90,685dccd7-8502-46eb-a551-451af0135740,32024,23309,0,0,21,0,27.213964526605,21,0,0.857,52802,27999,88,23,3196,24803,972,972,25775,,,,
453,Lincoln,2021/06/08 17:13:00+00,8715,8627,78,10,f3c4955a-5226-40b7-9b70-85e54f5ad638,32058,23343,0,0,34,0,27.1851020026202,34,0,0.857,53039,28076,237,76,3113,24963,982,982,25945,,,,
454,Lincoln,2021/06/09 17:45:00+00,8716,8628,78,10,69cfdc0a-a361-4590-aeee-ed6c8fdad835,32074,23358,1,0,16,6.25,27.1746586019829,15,0.333,0.857,53305,28178,266,101,3051,25127,997,997,26124,,,,
455,Lincoln,2021/06/10 18:48:00+00,8717,8628,78,11,f9f24119-186b-4d35-bd96-f8fbb7bce53c,32081,23364,1,0,7,14.2857142857143,27.1718462641439,6,0.667,0.857,53541,28272,232,90,3003,25269,1010,1010,26279,,,,
456,Lincoln,2021/06/11 17:19:00+00,8715,8627,78,10,a5e6cc27-bae5-4ae0-bace-afd3407bf9d3,32104,23389,0,0,22,0,27.1461500124595,22,0.667,0.286,53660,28306,115,30,2952,25354,1019,1019,26373,,,,
457,Lincoln,2021/06/12 23:00:00+00,8715,8627,78,10,266f8eab-cbbb-4363-8d60-7d6e5f6fcdfd,32104,23389,0,0,0,0,27.1461500124595,0,0.667,0.286,53660,28306,0,0,2952,25354,1019,1019,26373,,,,
458,Lincoln,2021/06/13 23:00:00+00,8715,8627,78,10,a89470fc-dcd1-4933-888f-47c7dbd997ab,32104,23389,0,0,0,0,27.1461500124595,0,0.667,0.286,53660,28306,0,0,2952,25354,1019,1019,26373,,,,
459,Lincoln,2021/06/14 17:45:00+00,8715,8628,78,9,4fb1f1a4-12a3-4d74-9bc9-9b95f3bf3369,32111,23396,0,0,7,0,27.140232319143,7,0,0.286,53779,28348,119,38,2917,25431,1022,1022,26453,,,,
460,Lincoln,2021/06/15 17:05:00+00,8717,8630,78,9,ef954590-58e1-4043-bf1c-3bf00c957e7c,32143,23426,2,0,32,0.00953652489032996,78.2284842502019,30,0.667,0.571,53945,28381,162,29,2817,25564,1027,1027,26591,,,,
461,Lincoln,2021/06/16 16:52:00+00,8719,8632,78,9,1c25c85c-d504-4021-8135-c2bccd5e5d69,32170,23451,2,0,27,7.40740740740741,27.1028908921355,25,1.3,0.7,54090,28417,145,35,2744,25673,1027,1027,26700,,,,
462,Lincoln,2021/06/17 20:08:00+00,8720,8634,78,8,bf12e5d2-4cb8-4772-b7d6-c14add895b79,32184,23464,1,0,14,7.14285714285714,27.094208302262,13,1.667,0.714,54236,28462,146,44,2688,25774,1032,1032,26806,,,,
463,Lincoln,2021/06/18 23:00:00+00,8720,8634,78,8,0599a51f-e727-4d1e-8d9c-7036bef7caf6,32184,23464,0,0,0,7.14285714285714,27.094208302262,0,1.667,0.714,54236,28462,0,0,2688,25774,1032,1032,26806,,,,
464,Lincoln,2021/06/19 23:00:00+00,8720,8634,78,8,6e1e7b2d-3436-4c74-9a96-c0d959f76290,32184,23464,0,0,0,7.14285714285714,27.094208302262,0,1.667,0.714,54236,28462,0,0,2688,25774,1032,1032,26806,,,,
465,Lincoln,2021/06/20 23:00:00+00,8720,8634,78,8,271d01df-5e42-4b3e-aa4e-51a722024977,32184,23464,0,0,0,7.14285714285714,27.094208302262,0,1.667,0.714,54236,28462,0,0,2688,25774,1032,1032,26806,,,,
466,Lincoln,2021/06/21 17:38:00+00,8721,8634,78,9,f099efd2-656f-4003-833d-d92ced92b64d,32195,23474,1,0,11,9.09090909090909,27.0880571517316,10,0.333,0.857,54343,28481,106,18,2619,31862,1034,1034,32896,,,,
467,Lincoln,2021/06/22 16:48:00+00,8721,8639,78,4,b8c04cd8-efae-42ba-ac5a-b3e2e65f6c8f,32232,23511,0,0,37,0,27.0569620253165,37,0.333,0.571,54571,28565,228,83,2559,26006,1042,1042,27048,,,,
468,Lincoln,2021/06/23 16:07:00+00,8722,8640,78,4,abc4e336-8cb7-45d6-85c1-84ff4beff73e,32251,23529,1,0,19,5.26315789473684,27.0441226628632,18,0.667,0.429,54637,28601,66,35,2565,26036,1044,1044,27080,,,,
469,Lincoln,2021/06/24 16:40:00+00,8722,8640,78,4,1fff9006-7051-4b18-94fe-bc6f21b65159,32263,23541,0,0,12,0,27.0340637882404,12,0.333,0.286,54707,28635,70,33,2563,26072,1051,1051,27123,,,,
470,Lincoln,2021/06/25 15:57:00+00,8722,8640,78,4,43849f3b-2a3f-43fe-82f6-afcded024d94,32274,23552,0,0,11,0,27.0248497242362,11,0.3,0.3,54707,28635,0,1,2563,26072,1051,1051,27123,,,,
471,Lincoln,2021/06/27 08:45:36.663+00,8722,8640,78,4,fcbea38d-8a9f-4569-80d3-47cdd361a9ca,32274,23552,0,0,0,0,27.0248497242362,0,0.3,0.3,54707,28635,0,0,2563,26072,1051,1051,27123,,,,
472,Lincoln,2021/06/26 08:46:03.080+00,8722,8640,78,4,8fd30da3-2737-40c1-93a6-c015be3bc8dd,32274,23552,0,0,0,0,27.0248497242362,0,0.3,0.3,54707,28635,0,0,2563,26072,1051,1051,27123,,,,
473,Lincoln,2021/06/28 16:44:00+00,8722,8640,78,4,67d7213e-f8c7-4672-958b-0e41ab4581ea,32292,23570,0,0,18,0,27.0097857054379,18,0,0.143,54831,28687,124,51,2543,26144,1058,1058,27202,,,,
474,Lincoln,2021/06/29 19:09:00+00,8722,8641,78,3,0267c212-6806-40d7-828f-b59797380441,32324,23602,0,0,32,0,26.983046652642,32,0,0.143,55088,28783,257,95,2478,26305,1073,1073,27378,,,,
475,Lincoln,2021/06/30 15:52:00+00,8722,8641,78,3,a125343e-8ed9-4e94-a036-8ac0059a2009,32333,23611,0,0,9,0,26.9755358302663,9,0,0,55088,28783,0,0,2478,26305,1073,1073,27378,,,,
476,Lincoln,2021/07/01 16:55:00+00,8722,8642,78,2,9b57e9fc-90b0-46e4-8b61-5d8f5dcaee2f,32348,23626,0,0,15,0,26.9630270804996,15,0,0,55164,28815,76,31,2466,26349,1076,1076,27425,,,,
477,Lincoln,2021/07/02 16:48:00+00,8722,8642,78,2,eb6601d2-4295-4a54-8e1c-5b6de53b558c,32364,23642,0,0,16,0,26.9496971944135,16,0,0,55240,28857,76,41,2474,26383,1080,1080,27463,,,,
478,Lincoln,2021/07/07 16:26:00+00,8725,8643,78,4,302889de-9a31-46b6-8ca0-7a039a03d270,32400,23675,3,0,36,8.33333333333333,26.929012345679,33,,,55430,28945,190,85,2460,26485,1087,1087,27572,,,,
479,Lincoln,2021/07/14 18:35:00+00,8725,8645,78,2,eba0e6cb-a0f8-48c4-b67d-d90e447ffbb7,32483,23758,0,0,83,0,26.8602037989102,83,,0,55752,29101,322,159,2450,26651,1095,1095,27746,,,,
480,Lincoln,2021/07/21 16:22:00+00,8736,8642,78,16,6ec15e58-d3dc-4d9b-8a70-f2f1787cca21,32584,23848,11,0,101,10.8910891089109,26.8107046403143,90,,1.6,56085,29306,333,205,2527,26779,1114,1114,27893,,,,
481,Lincoln,2021/07/28 16:20:00+00,8751,8651,78,22,08e9a9d3-a374-47ce-94e5-16efefabba25,32723,23972,15,0,139,10.7913669064748,26.7426580692479,124,,2.1,56475,29562,390,256,2649,26913,1136,1136,28049,,,,
482,Lincoln,2021/08/04 19:00:00+00,8766,8660,78,28,a3c728fe-3637-4202-958e-692a0bc39484,32851,24085,15,0,128,11.71875,26.6841192048948,113,,2.143,56931,29870,456,308,2809,27061,1155,1155,28216,,,,
483,Lincoln,2021/08/11 18:11:00+00,8824,8675,78,71,d48526b4-9366-4b72-8090-773ad33b6c64,33166,24342,58,0,315,18.4126984126984,26.605559910752,257,,8.286,57572,30317,641,448,3066,27252,1215,1215,28467,,,,
484,Lincoln,2021/08/18 20:49:00+00,8903,8706,78,119,ba350e1c-7ee5-4732-809f-3eb9c7a54e05,33434,24531,17,0,54,31.48,26.6285816833164,37,17.3,11.286,58254,30671,56,27,3090,27581,1238,1238,28819,,,,
485,Lincoln,2021/08/12 20:18:00+00,8834,8681,78,75,322a2b7a-db10-4bc4-bd0d-674515f8d30c,17515,8681,10,0,33,30.3030303030303,50.4367684841564,23,,,57831,30427,259,110,,,,,,,,,
486,Lincoln,2021/08/13 20:24:00+00,8851,8683,78,90,deb33bea-d4e7-4865-9a13-4f1643041ffd,33244,24393,17,0,45,37.7777777777778,26.6243532667549,28,,,57885,30456,54,29,,,,,,,,,
487,Lincoln,2021/08/16 20:29:00+00,8860,8694,78,88,e4af5d32-bd0b-4362-87ec-0cb643cc2deb,33296,24436,9,0,52,17.3076923076923,26.6098029793369,43,3,,58078,30582,193,126,,,,,,,,,
488,Lincoln,2021/08/17 20:35:00+00,8886,8701,78,107,29aec4f9-72ae-4740-aafc-7e287c1fccbc,33380,24494,26,0,84,30.952380952381,26.6207309766327,58,11.7,,58198,30644,120,62,,,,,,,,,
489,Lincoln,2021/08/19 20:44:00+00,8918,8713,78,127,3f8b3b29-1e25-46bf-8ef9-dbfe105ad491,33473,24555,15,0,39,38.4615384615385,26.6423684760852,24,19.3,16.8,58592,30876,338,201,3162,27714,1275,1275,28989,,,,
490,Lincoln,2021/08/15 09:18:00+00,8851,8683,78,90,22f24027-c163-46b8-b254-e1f164936bf7,33244,24393,0,0,0,37.7777777777778,26.6243532667549,0,,,57885,30456,0,0,,,,,,,,,
491,Lincoln,2021/08/14 09:18:00+00,8851,8683,78,90,174f5760-3e0e-42c0-84ff-78080314bcf6,33244,24393,0,0,0,37.7777777777778,26.6243532667549,0,,,57885,30456,0,0,,,,,,,,,
492,Lincoln,2021/08/20 16:49:00+00,8939,8720,78,141,06e55f72-30d0-4c04-b618-8d096098f95f,33524,24585,21,0,51,41.1764705882353,26.6644791790956,30,17.7,12.6,58673,30910,81,25,3150,27760,1254,1254,29014,,,,
493,Lincoln,2021/08/22 11:00:19.885+00,8939,8720,78,141,06997b52-21bd-4372-a012-61000f4d303d,33524,24585,0,0,0,41.1764705882353,26.6644791790956,0,17.7,12.6,58673,30910,0,0,3150,27760,1254,1254,29014,,,,
494,Lincoln,2021/08/21 11:01:31.784+00,8939,8720,78,141,83fc88cd-d349-4858-aed8-923e79c9b351,33524,24585,0,0,0,41.1764705882353,26.6644791790956,0,17.7,12.6,58673,30910,0,0,3150,27760,1254,1254,29014,,,,
495,Lincoln,2021/08/23 16:23:00+00,8954,8723,78,153,70d2b861-a364-4779-beaf-de5c4ea97355,0,,15,0,,,,,5,13.429,58854,31008,181,89,3165,27843,1262,1262,29105,,,,
496,Lincoln,2021/08/24 17:33:00+00,8984,8743,78,163,77b1b543-6f9b-4375-9bbb-10fb9b107125,0,,30,0,,,,,15,14,59163,31156,309,139,3152,28004,1260,1260,29264,,,,
497,Lincoln,2021/08/25 16:17:00+00,9000,8757,78,165,fac026fd-e2dd-4cf2-b1bd-82ea183447a2,0,,16,0,,,,,20.333,13.857,59163,31156,78,48,3152,28004,1260,1260,29264,,,,
498,Lincoln,2021/08/26 18:58:00+00,9024,8764,78,182,36447945-82c9-4bb0-b475-ce8d655b50e3,0,,24,0,,,,,23.3,15.1,59241,31198,78,33,3158,28040,1259,1259,29299,,,,
499,Lincoln,2021/08/27 16:15:00+00,9046,8768,78,200,2a44477b-f3a7-44f8-9649-1d5d162650bc,0,,22,0,,,,,20.7,15.3,59325,31247,84,39,3173,28074,1261,1261,29335,,,,
500,Lincoln,2021/08/29 09:03:36.494+00,9046,8768,78,200,71f4b4bb-8c2d-4696-9684-fb6e04b8f7b1,0,,0,0,0,,,0,20.7,15.3,59325,31247,0,0,3173,28074,1261,1261,29335,,,,
501,Lincoln,2021/08/28 09:04:52.122+00,9046,8768,78,200,bbf69da7-0cfb-4586-8344-1463df193015,0,,0,0,0,,,0,20.7,15.3,59325,31247,0,0,3173,28074,1261,1261,29335,,,,
502,Lincoln,2021/08/30 15:57:00+00,9078,8775,78,225,8497ac84-1c5c-4842-aa3a-7bce403a2a9b,0,,32,0,,,,,10.667,17.714,59451,31342,126,95,3240,28102,1263,1263,29365,,,,
503,Lincoln,2021/08/31 16:02:00+00,9126,8793,78,255,190165cc-71cd-4dab-a29e-71a223c28344,0,,48,0,,,,,26.667,20.286,59632,31480,181,138,3335,28145,1263,1263,29408,,,,
504,Lincoln,2021/09/01 16:29:00+00,9151,8801,78,272,4324d07d-6bd9-46b8-99f2-9897d9ea2502,0,,25,0,,,,,35,21.571,59611,31401,21,89,3199,28202,1265,1265,29467,,,,
505,Lincoln,2021/09/02 16:14:00+00,9175,8821,78,276,49b4e28f-76a3-430a-aced-133d573e9f26,0,,24,0,,,,,32.333,21.571,59694,31451,83,50,3217,28234,1266,1266,29500,,,,
506,Lincoln,2021/09/03 16:18:00+00,9198,8832,78,288,3b9dfd2b-2828-4d36-9772-3ff73a40dada,0,,23,0,,,,,24,21.714,59806,31507,112,46,3217,28290,1275,1275,29565,,,,
507,Lincoln,2021/09/05 09:02:44.257+00,9198,8832,78,288,8e09b6b4-cc88-47c1-a8cc-9c89a8c42b3f,0,,0,0,0,,,0,24,21.714,59806,31507,0,0,3217,28290,1275,1275,29565,,,,
508,Lincoln,2021/09/04 09:03:50.226+00,9198,8832,78,288,7801574d-17a9-4410-8bc4-71a6a6d316af,0,,0,0,0,,,0,24,21.714,59806,31507,0,0,3217,28290,1275,1275,29565,,,,
509,Lincoln,2021/09/06 07:58:37.779+00,9198,8832,78,288,2e163bb2-5dc9-4678-a2b3-632c1a649372,0,,0,0,0,,,0,24,21.714,59806,31507,0,0,3217,28290,1275,1275,29565,,,,
510,Lincoln,2021/09/07 16:37:00+00,9223,8844,78,301,f961ac0e-b0b0-437d-8ef6-7c3b35608e08,0,,25,0,,,,,8.333,13.857,59934,31586,128,69,3247,28339,1278,1278,29617,,,,
511,Lincoln,2021/09/08 16:30:00+00,9281,8898,78,305,84bc5160-a844-47bf-884f-8798ce220f7a,0,,58,0,,,,,27.667,18.571,60177,31721,243,135,3275,28446,1285,1285,29731,,,,
512,Lincoln,2021/09/09 16:29:00+00,9316,8930,78,308,8a53e3a6-db70-4127-ba98-4185664db5f9,0,,35,0,,,,,39.333,20.143,60268,31753,91,22,3248,28505,1288,1288,29793,,,,
513,Lincoln,2021/09/10 15:44:00+00,9340,8944,78,318,5b069ead-41d2-4251-a614-ed81d24fc390,0,,24,0,,,,,39,20.286,60330,31789,62,36,3258,28531,1295,1295,29826,,,,
514,Lincoln,2021/09/12 09:02:42.799+00,9340,8944,78,318,824e9723-2042-45f6-b991-9ab922195ddb,0,,0,0,0,,,0,39,20.286,60330,31789,0,0,3258,28531,1295,1295,29826,,,,
515,Lincoln,2021/09/11 09:03:47.360+00,9340,8944,78,318,91118e61-3f37-4938-b603-e4e344bd55fe,0,,0,0,0,,,0,39,20.286,60330,31789,0,0,3258,28531,1295,1295,29826,,,,
516,Lincoln,2021/09/13 17:08:00+00,9372,8957,78,337,33ee9843-24c6-4632-af42-212ae964174c,0,,32,0,,,,,10.667,24.857,60435,31849,104,60,3274,28575,1301,1301,29876,,,,
517,Lincoln,2021/09/14 15:11:00+00,9423,9006,78,339,51ef3df9-bf43-433b-8658-8aa77f8e3dc8,0,,51,0,,,,,27.667,28.571,60660,32000,226,151,3350,28650,1306,1306,29956,,,,
518,Lincoln,2021/09/15 16:04:00+00,9439,9026,78,335,c806cb14-4f5c-4917-954f-fbb2be44b7d7,0,,16,0,,,,,33,22.571,60701,31970,41,0,3250,28720,1309,1309,30029,,,,
519,Lincoln,2021/09/16 15:48:00+00,9449,9046,78,325,229eba4b-9e7f-46dd-a057-45fe2542fa0f,0,,10,0,,,,,25.7,19,60788,32022,87,42,3267,28755,1318,1318,30073,,,,
520,Lincoln,2021/09/17 16:14:00+00,9474,9066,78,330,0fafdf63-06eb-4fab-8bc5-86bae4277e8b,0,,25,0,,,,,17,19.143,60881,32055,93,33,3240,28815,1320,1320,30135,,,,
521,Lincoln,2021/09/19 09:03:58.661+00,9474,9066,78,330,15b15ee1-19c0-486e-b17d-ef698c4dffdf,0,,0,0,0,,,0,17,19.143,60881,32055,0,0,3240,28815,1320,1320,30135,,,,
522,Lincoln,2021/09/18 09:05:14.986+00,9474,9066,78,330,e7b327c5-9257-4435-b886-653ca5b818f4,0,,0,0,0,,,0,17,19.143,60881,32055,0,0,3240,28815,1320,1320,30135,,,,
523,Lincoln,2021/09/20 17:10:00+00,9502,9083,78,341,2777e507-cba2-4414-8d4f-2bfc88e8aee0,0,,28,0,,,,,9.33,18.571,60946,32090,65,35,3245,28845,1322,1322,30167,,,,
524,Lincoln,2021/09/21 16:20:00+00,9549,9130,78,341,754cb14d-b32e-434a-ba6a-b6c8d0baeed5,0,,47,0,,,,,25,18,61094,32146,148,45,3209,28937,1327,1327,30264,,,,
525,Lincoln,2021/09/22 15:34:00+00,9576,9156,78,342,7bfa81ed-c097-4c69-a87f-8d8dba497da9,0,,27,0,,,,,34,19.571,61161,32168,67,22,3186,28982,1331,1331,30313,,,,
526,Lincoln,2021/09/23 15:56:00+00,9606,9178,78,350,d81c83a5-7db1-460d-ac54-959874e59ae0,0,,30,0,,,,,34.7,22.4,61219,32201,58,33,3195,29006,1334,1334,30340,,,,
527,Lincoln,2021/09/24 16:23:00+00,9636,9200,78,358,1051a977-966b-4cce-a733-14bddbc1f53f,0,,30,0,,,,,29,23.143,61272,32224,53,12,3188,29036,1335,1335,30371,,,,
528,Lincoln,2021/09/26 09:02:35.241+00,9636,9200,78,358,e9f750bc-26ba-494b-9792-746afcf6f740,0,,0,0,0,,,0,29,23.143,61272,32224,0,0,3188,29036,1335,1335,30371,,,,
529,Lincoln,2021/09/25 09:03:36.181+00,9636,9200,78,358,0fb66686-ba70-49fa-9370-f4c230ce0204,0,,0,0,0,,,0,29,23.143,61272,32224,0,0,3188,29036,1335,1335,30371,,,,
530,Lincoln,2021/09/27 15:42:00+00,9671,9216,78,377,9c47fd13-3c13-421f-8217-36642e1485c0,0,,35,0,,,,,11.667,24.143,61376,32279,104,49,3196,29083,1337,1337,30420,,,,
531,Lincoln,2021/09/28 16:44:00+00,9731,9262,78,391,f8b852b9-9eed-44ec-b5c8-e48905bc885a,0,,60,0,,,,,31.667,26,61551,32360,175,64,3184,29176,1338,1338,30514,,,,
532,Lincoln,2021/09/29 16:08:00+00,9768,9287,78,403,997ba89c-0b7e-45f1-b333-a5f2a0295676,0,,37,0,,,,,44,27.429,61629,32411,78,51,3208,29203,1338,1338,30541,,,,
533,Lincoln,2021/09/30 18:31:00+00,9789,9313,78,398,0e300118-44cc-4d3f-85f1-efda3fea201b,0,,21,0,,,,,39.3,26.1,61710,32462,81,34,3229,29233,1340,1340,30573,,,,
534,Lincoln,2021/10/01 15:04:00+00,9822,9342,78,402,52889276-5dec-4fa1-8d7f-97d7c3ed8e64,0,,33,0,,,,,30.333,26.571,61745,32471,35,9,3212,29259,1343,1343,30602,,,,
535,Lincoln,2021/10/03 09:02:42.201+00,9822,9342,78,402,b702542e-42bc-4458-af32-733b4a4a3562,0,,0,0,0,,,0,30.333,26.571,61745,32471,0,0,3212,29259,1343,1343,30602,,,,
536,Lincoln,2021/10/02 09:03:45.604+00,9822,9342,78,402,9f4b854e-2b0b-4001-bacd-257586602b47,0,,0,0,0,,,0,30.333,26.571,61745,32471,0,0,3212,29259,1343,1343,30602,,,,
537,Lincoln,2021/10/04 15:57:00+00,9841,9365,78,398,cb275bdd-8516-4f91-86d0-360488c85e94,0,,19,0,,,,,6.3,24.3,61831,32525,86,37,3235,29290,1344,1344,30634,,,,
538,Lincoln,2021/10/05 16:10:00+00,9886,9411,78,397,032df9b6-85f3-464c-b029-2e8f7e00ac51,0,,45,0,,,,,21.333,22.143,62144,32724,313,182,3323,29401,1348,1348,30749,,,,
539,Lincoln,2021/10/06 16:07:00+00,9908,9435,78,395,f04cd2ac-3280-4da8-b87e-faa992cbf4c7,0,,22,0,,,,,28.667,20,62151,32701,7,0,3270,29431,1349,1349,30780,,,,
540,Lincoln,2021/10/07 16:26:00+00,9932,9458,78,396,ebefb056-2d53-4390-91b2-dc0243daf83f,0,,24,0,,,,,30.333,20.429,62219,32741,68,23,3282,29459,1348,1348,30807,,,,
541,Lincoln,2021/10/08 16:55:00+00,9955,9494,78,383,750c7c10-1961-41ef-ac2e-e275f1415736,0,,23,0,,,,,23,19,62258,32757,39,6,3275,29482,1349,1349,30831,,,,
542,Lincoln,2021/10/10 09:03:32.106+00,9955,9494,78,383,55fd78c9-b881-4cf5-bd56-07d9841a5f4d,0,,0,0,0,,,0,23,19,62258,32757,0,0,3275,29482,1349,1349,30831,,,,
543,Lincoln,2021/10/09 09:04:50.280+00,9955,9494,78,383,3b4c27b1-cc23-4cfe-a5a7-2ef4139a2302,0,,0,0,0,,,0,23,19,62258,32757,0,0,3275,29482,1349,1349,30831,,,,
544,Lincoln,2021/10/11 08:43:53.042+00,9955,9494,78,383,607fca07-1634-4d4d-8745-5688e78363d9,0,,0,0,0,,,0,23,19,62258,32757,0,0,3275,29482,1349,1349,30831,,,,
545,Lincoln,2021/10/12 17:17:00+00,9988,9521,78,389,8e4a1316-0f10-4f94-b774-2e4fe7bcd31b,0,,33,0,,,,,11,14.571,62381,32830,123,56,3298,29532,1351,1351,30883,,,,
546,Lincoln,2021/10/13 15:19:00+00,10052,9612,78,362,c245c227-d16d-48f2-841c-a1c17dffb7e2,0,,64,0,,,,,32.333,20.571,62574,32936,196,106,3314,29622,1360,1360,30982,,,,
547,Lincoln,2021/10/14 15:42:00+00,10067,9639,78,350,980edef4-6777-4525-b124-6a44dd88121e,0,,15,0,,,,,37.333,19.286,67431,33623,4857,669,3182,27095,1401,1401,31842,3214,132,3346,1781
548,Lincoln,2021/10/15 17:37:00+00,10091,9671,78,342,79ae99d5-7661-45bb-911a-7518f7d7f33c,0,,24,0,,,,,34.333,19.429,67801,33743,370,120,3251,26959,1429,1429,31921,3392,141,3533,1822
549,Lincoln,2021/10/17 09:03:19.470+00,10091,9671,78,342,49c2073a-985b-40d9-8190-6d999abbdcfa,0,,0,0,0,,,0,34.333,19.429,67801,33743,0,0,3251,26959,1429,1429,31921,,,,
550,Lincoln,2021/10/16 09:04:29.984+00,10091,9671,78,342,e11eaa62-e914-49b4-bdaa-ee32ae7f719c,0,,0,0,0,,,0,34.333,19.429,67801,33743,0,0,3251,26959,1429,1429,31921,,,,
551,Lincoln,2021/10/18 16:23:00+00,10106,9695,78,333,0e267ffb-1138-4331-aa57-f917e87e8c0c,0,,15,0,,,,,5,21.571,67988,33749,187,15,3220,26837,1423,1423,31952,3549,143,3692,1797
552,Lincoln,2021/10/19 17:11:00+00,10132,9750,78,304,f5496c62-9be1-441f-b6ed-d35888f1259d,0,,26,0,,,,,13.7,20.6,68854,33910,866,143,3293,26314,1430,1427,32044,4158,145,4303,1866
553,Lincoln,2021/10/20 16:10:00+00,10144,9767,78,299,0582def5-e401-4de0-9799-2dec11a65e7c,0,,12,0,,,,,17.667,13.143,69111,33913,257,15,3248,26155,1434,1434,32099,4365,145,4510,1814
554,Lincoln,2021/10/21 16:14:00+00,10158,9795,78,285,7a7ab99f-6256-4108-9dc4-fe1082b21209,0,,14,0,,,,,17.333,13,69270,33934,159,21,3259,26044,1435,1435,32110,4482,149,4631,1824
555,Lincoln,2021/10/22 17:03:00+00,10166,9815,78,273,6aabbef0-cd8f-4eb9-82a1-81e9cc7ed339,0,,8,0,,,,,11.333,10.714,69499,33959,229,25,3254,25892,1435,1435,32140,4658,155,4813,1819
556,Lincoln,2021/10/24 09:02:05.176+00,10166,9815,78,273,b4cfc3a0-f262-4a40-b652-48c2145fa265,0,,0,0,0,,,0,11.333,10.714,69499,33959,0,0,3254,25892,1435,1435,32140,,,,
557,Lincoln,2021/10/23 09:02:45.266+00,10166,9815,78,273,e0a49d99-0e12-4d6c-9752-75bdee9fedfb,0,,0,0,0,,,0,11.333,10.714,69499,33959,0,0,3254,25892,1435,1435,32140,,,,
558,Lincoln,2021/10/25 15:16:00+00,10180,9843,78,259,05d210d5-a971-426a-85bd-0824cddf42e2,0,,14,0,,,,,4.667,10.571,69729,34083,230,124,3359,25823,1445,1445,32169,4745,156,4901,1914
559,Lincoln,2021/10/26 16:14:00+00,10209,9892,78,239,c5ee03b3-9ece-40f3-ab4c-01f8b98d923a,0,,29,0,,,,,14.333,11,70357,34285,628,170,3486,25561,1457,1457,32256,5037,201,5238,2029
560,Lincoln,2021/10/27 16:09:00+00,10228,9904,78,246,8244e50e-dd55-47e7-8bc2-9d48ac46cd66,0,,19,0,,,,,20.667,12,71259,34808,902,517,3831,25552,1481,1481,32458,5180,245,5425,2350
561,Lincoln,2021/10/28 17:40:00+00,10249,9925,78,246,3f3b863e-0e75-4c25-b28a-1d96d1891601,0,,21,0,,,,,23,13,71548,34796,289,12,3820,25366,1489,1488,32506,5352,300,5652,2332
562,Lincoln,2021/10/29 16:12:00+00,10267,9954,78,235,8cee2bea-e355-47c6-bd75-e7433fe6aa6b,0,,18,0,,,,,19.3,14.4,71820,34560,272,236,3516,25037,1493,1492,32594,5665,400,6065,2024
