OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,NewCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,TotalDoses,TotalRecipients,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
563,Lincoln,2021/10/31 09:03:04.230+00,10267,9954,78,235,6411bc87-24f2-4781-8c55-745155cf10fe,0,,0,0,0,,,0,19.3,14.4,71820,34560,0,0,3516,25037,1493,1492,32594,,,,
564,Lincoln,2021/10/30 09:04:02.372+00,10267,9954,78,235,a57d7d0b-4c1f-4c47-aa08-6fc851614332,0,,0,0,0,,,0,19.3,14.4,71820,34560,0,0,3516,25037,1493,1492,32594,,,,
565,Lincoln,2021/11/01 16:12:00+00,10294,9970,78,246,df547c97-1082-480b-8e0e-f831593ca203,0,,27,0,,,,,9,16.286,72147,34632,327,72,3631,31115,1507,1507,38891,5815,454,6269,2124
566,Lincoln,2021/11/02 17:21:00+00,10345,10011,78,256,c97c7059-6fe2-4e18-91e0-fb4b9dcb30de,0,,51,0,,,,,26,19.4,72746,34770,599,138,3721,31183,1516,1515,39339,6056,585,6641,2206
567,Lincoln,2021/11/03 16:31:00+00,10362,10024,78,260,0209896b-dadb-480d-8baa-3f10dab98ae3,0,,17,0,,,,,31.667,19.143,72965,34821,219,51,3762,31207,1525,1525,39504,6160,612,6772,2237
568,Lincoln,2021/11/04 16:16:00+00,10395,10039,78,278,18e3d6be-a387-475e-b911-9526905251e9,0,,33,0,,,,,33.667,20.857,73176,34828,211,7,3762,31223,1526,1526,39700,6271,680,6951,2236
569,Lincoln,2021/11/05 17:03:00+00,10417,10054,78,285,cc58282c-c079-4282-83aa-d5e2b95d21b3,0,,22,0,,,,,24,21.4,73387,34841,211,13,3766,31242,1532,1531,39892,6331,788,7119,2235
570,Lincoln,2021/11/07 09:03:21.151+00,10417,10054,78,285,5d56aaed-12fd-4628-bebd-ce2a6dc32dc3,0,,0,0,0,,,0,24,21.4,73387,34841,0,0,3766,31242,1532,1531,39892,,,,
571,Lincoln,2021/11/06 09:04:22.455+00,10417,10054,78,285,74c40a2f-b331-4f4a-8d6d-b90c4f4643a5,0,,0,0,0,,,0,24,21.4,73387,34841,0,0,3766,31242,1532,1531,39892,,,,
572,Lincoln,2021/11/08 16:32:00+00,10438,10073,78,287,886d35de-ec19-4f9b-892e-a62fb17cdd36,0,,21,0,,,,,7,20.571,73655,34886,268,45,3816,31263,1536,1536,40095,6457,839,7296,2280
573,Lincoln,2021/11/09 16:35:00+00,10494,10115,78,301,1cbdfc12-4c11-4cda-a9fa-4a29037136de,0,,56,0,,,,,25.667,21.286,74177,35019,522,133,3933,31310,1545,1545,40462,6680,927,7607,2388
574,Lincoln,2021/11/10 17:24:00+00,10516,10126,78,312,9c4d8c23-263a-4039-b00c-fb47c1afcdb2,0,,22,0,,,,,33,22,74331,35002,154,0,3900,31342,1551,1551,40623,6778,952,7730,2349
575,Lincoln,2021/11/11 10:35:10.226+00,10516,10126,78,312,aa23a7ea-e411-45cc-8ed4-294425e8b46b,0,,0,0,0,,,0,33,22,74331,35002,0,0,3900,31242,1551,1531,40623,,,,
576,Lincoln,2021/11/12 16:35:00+00,10542,10141,78,323,e57edf58-7094-4d76-8537-07290f4a402f,0,,26,0,,,,,16,17.857,74649,35113,418,110,3998,31368,1558,1558,40824,6877,1021,7898,2440
577,Lincoln,2021/11/14 09:02:42.344+00,10542,10141,78,323,b1223131-8786-43c8-b3cb-5a04d0783b6e,0,,0,0,0,,,0,16,17.857,74649,35113,0,0,3998,31368,1558,1558,40824,,,,
578,Lincoln,2021/11/13 09:03:52.691+00,10542,10141,78,323,f5c09c3d-a84a-4674-b7b7-75ca352c5db3,0,,0,0,0,,,0,16,17.857,74649,35113,0,0,3998,31368,1558,1558,40824,,,,
579,Lincoln,2021/11/15 17:06:00+00,10593,10161,78,354,624e864a-f358-45fa-86e9-15f2f789197a,0,,51,0,,,,,17,22.143,75124,35136,475,22,4016,31406,1575,1575,41260,7114,1165,8279,2441
580,Lincoln,2021/11/16 18:26:00+00,10643,10204,78,361,c5edfe2a-4ae5-4df3-8e72-85b3ba099017,0,,50,0,,,,,33.667,21.286,76363,36033,1239,896,4905,31445,2372,2372,42368,7319,1232,8551,2533
581,Lincoln,2021/11/17 17:20:00+00,10674,10220,78,376,3dae8f5c-e2e4-487e-b918-7a8824be0067,0,,31,0,,,,,44,22.571,76577,36101,214,68,4962,31466,1583,1583,41715,7408,1258,8666,3379
582,Lincoln,2021/11/18 16:54:00+00,10696,10241,78,377,26ae4d1a-9fad-428d-9a0a-ec5dfa94370b,0,,22,0,,,,,34.333,25.714,76788,36168,211,67,5016,31483,1586,1586,41858,7476,1313,8789,3430
583,Lincoln,2021/11/19 17:09:00+00,10722,10265,78,379,4b73baeb-d62d-4479-99c5-34e1d6722be2,0,,26,0,,,,,26.333,25.714,77006,36222,218,53,5059,31498,1585,1585,42017,7531,1403,8934,3474
584,Lincoln,2021/11/21 09:03:12.940+00,10722,10265,78,379,3c04bc0c-5c33-414c-a889-8eb50950dcdb,0,,0,0,0,,,0,26.333,25.714,77006,36222,0,0,5059,31498,1585,1585,42017,,,,
585,Lincoln,2021/11/20 09:04:17.679+00,10722,10265,78,379,e8dcd348-043d-4cf9-a9ce-a11d0b3fc714,0,,0,0,0,,,0,26.333,25.714,77006,36222,0,0,5059,31498,1585,1585,42017,,,,
586,Lincoln,2021/11/22 15:27:00+00,10753,10287,78,388,c6611405-97bc-4f06-a15a-b761b94fb98e,0,,31,0,,,,,10.333,22.857,77334,36329,993,322,5371,31567,1607,1607,42650,7971,1505,9476,3764
587,Lincoln,2021/11/23 17:31:00+00,10812,10329,78,405,b9fc4054-b239-4a86-b954-17f6e55fe918,0,,59,0,,,,,30,24.143,77999,36544,665,214,5371,31567,1607,1607,42650,7971,1505,9476,3764
588,Lincoln,2021/11/24 16:44:00+00,10840,10355,78,407,83bffa1d-9bbb-477f-b1aa-20dbee1eb12a,0,,28,0,,,,,39.333,23.714,78418,36599,419,55,5411,31671,1610,1610,42945,8117,1547,9664,3801
589,Lincoln,2021/11/25 13:08:19.991+00,10840,10355,78,407,de403480-6fde-4b8a-87ee-af39dab5ce00,0,,0,0,0,,,0,39.333,23.714,78418,36599,0,0,5411,31671,1610,1610,42945,,,,
590,Lincoln,2021/11/26 13:21:16+00,10840,10355,78,407,5936975c-0f46-4ad2-baf6-733ef60c192c,0,,0,0,0,,,0,39.333,23.714,78418,36599,0,0,5411,31671,1610,1610,42945,,,,
591,Lincoln,2021/11/28 09:03:15.878+00,10840,10355,78,407,f22c06b1-d8bf-4208-a69e-ac54cea74281,0,,0,0,0,,,0,39.333,23.714,78418,36599,0,0,5411,31671,1610,1610,42945,,,,
592,Lincoln,2021/11/27 09:04:23.747+00,10840,10355,78,407,a4118458-c144-4cc0-a609-de477ba90da0,0,,0,0,0,,,0,39.333,23.714,78418,36599,0,0,5411,31671,1610,1610,42945,,,,
593,Lincoln,2021/11/29 17:06:00+00,10884,10384,78,422,ccb189ce-2d92-4d4f-910d-c102d8dedb21,0,,44,0,,,,,14.667,18.714,78819,36802,401,203,5594,31694,1612,1612,43131,8240,1585,9825,3982
594,Lincoln,2021/11/30 16:50:00+00,11019,10493,79,447,0253bbf9-d32e-4c52-a404-71ecc8962859,0,,135,1,,,,,59.667,29.571,79553,36901,734,99,5493,31938,1621,1621,43725,8498,1668,10166,3872
595,Lincoln,2021/12/01 16:28:00+00,11064,10525,79,460,dfefd537-5326-49ca-88f2-1aa50aab151c,0,,45,0,,,,,74.667,32,79856,36936,303,35,5449,32025,1626,1626,43989,8645,1693,10338,3823
596,Lincoln,2021/12/02 17:32:00+00,11106,10549,79,478,fbc37150-e1f4-4666-87ce-abeffbf5e517,0,,42,0,,,,,74,38,80636,37169,780,233,5573,32172,1639,1639,44511,8907,1793,10700,3934
597,Lincoln,2021/12/03 17:54:00+00,11135,10573,79,483,f24fc80e-ce69-45e3-8459-97d894ca6999,0,,29,0,,,,,38.667,42.143,81075,37255,439,86,5619,32245,1649,1649,44841,9092,1855,10947,3970
598,Lincoln,2021/12/05 09:03:35.820+00,11135,10573,79,483,e81cadd8-a071-4e36-ad33-5633c98ce70c,0,,0,0,0,,,0,38.667,42.143,81075,37255,0,0,5619,32245,1649,1649,44841,,,,
599,Lincoln,2021/12/04 09:04:50.933+00,11135,10573,79,483,c36f0e6d-ab83-4da4-a0e1-c4a2e1f920bc,0,,0,0,0,,,0,38.667,42.143,81075,37255,0,0,5619,32245,1649,1649,44841,,,,
600,Lincoln,2021/12/06 17:39:00+00,11167,10594,79,494,2551f059-3b02-491d-b459-2999baff0dc5,0,,32,0,,,,,10.667,40.429,81382,37255,307,0,5586,32294,1658,1658,45141,9292,1897,11189,3928
601,Lincoln,2021/12/07 16:40:00+00,11234,10658,79,497,eafca51d-34ea-440d-8d7e-6400b78a2868,0,,67,0,,,,,33,30.714,82101,37360,719,105,5561,32459,1663,1663,45724,9632,1970,11602,3898
602,Lincoln,2021/12/08 17:33:00+00,11260,10696,79,485,071fe817-cb12-4785-8c0b-2e7f98f366f8,0,,26,0,,,,,41.667,28,82441,37364,340,4,5453,32585,1665,1665,46048,9809,1989,11798,3788
603,Lincoln,2021/12/09 17:34:00+00,11277,10721,79,477,fbbea8aa-7ee8-46a1-ab23-78b580595f95,0,,17,0,,,,,36.667,24.429,82726,37441,285,77,5499,32627,1667,1667,46245,9934,2017,11951,3832
604,Lincoln,2021/12/10 18:31:00+00,11312,10760,79,473,57f416f4-3ebc-4c0d-8ca1-ad2b4f8a1aec,0,,35,0,,,,,26,25.286,83143,37546,,,5551,32703,1678,1678,46545,10086,2078,12164,3873
605,Lincoln,2021/12/12 09:08:35.028+00,11312,10760,79,473,908ba845-5dd7-40cd-845b-1141fc37644c,0,,0,0,0,,,0,26,25.286,83143,37546,0,0,5551,32703,1678,1678,46545,,,,
606,Lincoln,2021/12/11 09:11:25.956+00,11312,10760,79,473,e19a7127-8aaf-4940-8c65-4fbac661e6b7,0,,0,0,0,,,0,26,25.286,83143,37546,0,0,5551,32703,1678,1678,46545,,,,
607,Lincoln,2021/12/13 18:05:00+00,11332,10790,79,463,e8ec7a99-2f1f-4dea-a42f-1542f33e8b41,0,,20,0,,,,,6.667,23.571,83315,37533,172,0,5511,32740,1676,1676,46718,10201,2101,12302,3835
608,Lincoln,2021/12/14 16:40:00+00,11374,10858,79,437,dd31f644-bb6a-4cf8-bfab-68cc624ff8a7,0,,42,0,,,,,20.667,20,83870,37624,555,91,5538,32842,1680,1680,47147,10475,2150,12625,3858
609,Lincoln,2021/12/15 17:27:00+00,11409,10886,79,444,5baa36d0-59e8-4841-b892-5f31e0442a33,0,,35,0,,,,,32.333,21.286,84051,37635,181,11,5525,32877,1683,1683,47309,10585,2164,12749,3842
610,Lincoln,2021/12/16 22:43:00+00,11439,10933,79,427,ee43ac40-484a-418c-adbf-ce87eb7c3e42,0,,30,0,,,,,35.667,23.143,84203,37667,152,32,5531,32912,1685,1685,47422,10652,2173,12825,3846
611,Lincoln,2021/12/17 19:21:00+00,11457,10940,79,438,d4f903d7-1543-4816-aa00-ea549fd091e9,0,,18,0,,,,,27.667,20.714,84516,37712,313,45,5505,33006,1686,1686,47666,10747,2227,12974,3819
612,Lincoln,2021/12/19 09:11:08.864+00,11457,10940,79,438,c6da6002-b52f-4bca-931a-c1857e643821,0,,0,0,0,,,0,27.667,20.714,84516,37712,0,0,5505,33006,1686,1686,47666,,,,
613,Lincoln,2021/12/18 09:14:21.940+00,11457,10940,79,438,5ade8ed5-9203-4c0d-89e4-7a3379eb55cd,0,,0,0,0,,,0,27.667,20.714,84516,37712,0,0,5505,33006,1686,1686,47666,,,,
614,Lincoln,2021/12/20 17:23:00+00,11487,10966,79,442,2afde168-2297-436d-aa45-0bd9bef9a4a2,0,,30,0,,,,,10,22.143,84661,37740,145,28,5512,33031,1688,1688,47781,10827,2235,13062,3824
615,Lincoln,2021/12/21 16:16:00+00,11545,11037,79,429,57e490e1-f043-41ec-9702-48ee01882fee,0,,58,0,,,,,29.333,24.429,84661,37740,816,173,5512,33031,1688,1688,47781,10827,2235,13062,3824
616,Lincoln,2021/12/22 16:05:00+00,11562,11053,79,430,76142503-2129-49ee-83bb-887d280bc613,0,,17,0,,,,,35,21.857,85736,37968,259,55,5680,33168,1698,1698,48560,11384,2310,13694,3982
617,Lincoln,2021/12/24 19:15:00+00,11591,11079,79,433,5b1df570-a9e1-4f63-a166-40f02da5ae13,0,,29,0,,,,,34.667,21.714,85955,37984,219,16,5664,33213,1698,1698,48750,11509,2330,13839,3966
618,Lincoln,2021/12/23 19:15:00+00,11591,11079,79,433,75df2c08-f8db-4a01-920e-0111101ff0ca,0,,29,0,,,,,34.667,21.714,85955,37984,219,16,5664,33213,1698,1698,48750,11509,2330,13839,3966
619,Lincoln,2021/12/26 09:11:20.786+00,11591,11079,79,433,ae59e2f8-a692-4343-83cc-4a017787c81c,0,,0,0,0,,,0,34.667,21.714,85955,37984,0,0,5664,33213,1698,1698,48750,,,,
620,Lincoln,2021/12/25 09:15:03.390+00,11591,11079,79,433,6e64113c-0b26-47b3-8e71-af67e5e30420,0,,0,0,0,,,0,34.667,21.714,85955,37984,0,0,5664,33213,1698,1698,48750,,,,
621,Lincoln,2021/12/27 17:11:00+00,11633,11105,79,449,7fd1477a-3398-4e6c-afac-275e127dde71,0,,42,0,,,,,14,25,86317,38037,362,53,5689,33275,1702,1702,49029,11708,2344,14052,3987
622,Lincoln,2021/12/28 17:16:00+00,11745,11171,79,495,fcb0ea8b-0ce9-49de-a4d9-c090fc33240e,0,,112,0,,,,,51.3,32.7,86724,38133,407,96,5763,33334,1706,1706,49307,11892,2375,14267,4057
623,Lincoln,2021/12/29 17:25:00+00,11841,11190,79,572,2c10d77c-26d0-4d75-a2e5-910c702e1728,0,,96,0,,,,,83.333,44,86951,38194,227,61,5792,33380,1708,1708,49461,11989,2384,14373,4084
624,Lincoln,2021/12/31 17:22:00+00,11951,11206,80,665,8adf46d1-6287-4c07-9b3d-11e6f295574b,0,,0,0,,,,,106,55.571,87151,38215,0,0,5783,33420,1710,1710,49632,12100,2402,14502,4073
625,Lincoln,2021/12/30 17:22:00+00,11951,11206,80,665,b013aa72-e9e1-4e86-8dd7-49a2ffa9e257,0,,110,1,,,,,106,55.571,87151,38215,200,21,5783,33420,1710,1710,49632,12100,2402,14502,4073
626,Lincoln,2022/01/02 11:42:04.797+00,11951,11206,80,665,8bf90438-9752-4871-81dd-3076c0fa3f1e,0,,0,0,0,,,0,106,55.571,87151,38215,0,0,5783,33420,1710,1710,49632,,,,
627,Lincoln,2022/01/01 11:44:45.090+00,11951,11206,80,665,a2d9df0b-c617-49ce-80ee-5b62112ce497,0,,0,0,0,,,0,106,55.571,87151,38215,0,0,5783,33420,1710,1710,49632,,,,
628,Lincoln,2022/01/03 17:48:00+00,12036,11229,80,727,7664ca8f-67b1-455c-8e94-84ed6acb79cf,0,,85,0,,,,,28.333,73.286,87495,38371,344,156,5920,33449,1711,1711,49811,12182,2469,14651,4209
629,Lincoln,2022/01/04 18:09:00+00,12309,11302,81,926,a47ea06a-0b8d-4082-be44-8214b8a1da9d,0,,273,1,,,,,119.333,80.571,87972,38436,477,65,5301,33527,1714,1714,50178,12427,2510,14937,3587
630,Lincoln,2022/01/05 16:58:00+00,12472,11327,81,1064,b72067b9-899f-4ad1-8725-4ce7916f8a36,0,,163,0,,,,,176.667,90.143,88067,38424,95,0,5265,33556,1717,1717,50273,12480,2520,15000,3548
631,Lincoln,2022/01/06 17:38:00+00,12658,11348,83,1227,b16c12cb-ec3b-41fc-a4e5-f6b5f1dd6d95,0,,186,2,,,,,207.333,101,88300,38485,233,61,5303,33580,1720,1720,50436,12592,2544,15136,3583
632,Lincoln,2022/01/07 16:34:00+00,12832,11370,84,1378,8dd48e9c-d17a-48a4-97f0-d79bc9bbecfe,0,,174,1,,,,,174.333,125.857,88513,38536,213,51,5349,33597,1723,1723,50582,12673,2589,15262,3626
633,Lincoln,2022/01/09 09:06:59.897+00,12832,11370,84,1378,2b21ca5e-cea6-4e4a-a00f-ea17506800f3,0,,0,0,0,,,0,174.333,125.857,88513,38536,0,0,5349,33597,1723,1723,50582,,,,
634,Lincoln,2022/01/08 09:09:24.468+00,12832,11370,84,1378,6e0a1a88-033b-410f-ad87-e5250d8a5ad7,0,,0,0,0,,,0,174.333,125.857,88513,38536,0,0,5349,33597,1723,1723,50582,,,,
635,Lincoln,2022/01/10 17:18:00+00,12938,11395,86,1457,67008af1-2e11-44e2-9281-c6e40bcdcf61,0,,106,2,,,,,35.333,128.857,88727,38588,214,52,5374,33627,1722,1722,50732,12785,2598,15383,3652
636,Lincoln,2022/01/11 17:44:00+00,13334,11448,86,1800,fbc969a4-6ca3-47fc-a3d6-df76c8b5ae6d,0,,396,0,,,,,167.333,146.429,89190,38648,463,60,5399,33684,1728,1728,51102,13060,2630,15690,3671
637,Lincoln,2022/01/12 17:16:00+00,13533,11477,86,1970,85bfbd2e-5b45-4ccd-9daa-f745e394a0c8,0,,199,0,,,,,233.667,151.571,89313,38668,123,20,5400,33708,1730,1730,51192,13120,2634,15754,3670
638,Lincoln,2022/01/13 18:23:00+00,13755,11523,86,2146,bff3a697-d414-4a78-a05b-2eb8b4d94857,0,,222,0,,,,,272.3,156.7,89439,38690,126,22,5403,33727,1732,1731,51286,13182,2646,15828,3672
639,Lincoln,2022/01/14 18:58:00+00,13926,11568,86,2272,2cf3cdd1-8ac3-4ef1-b609-1c4ea50b1791,0,,171,0,,,,,197.333,156.286,89558,38724,119,34,5419,33749,1736,1736,51367,13209,2673,15882,3683
640,Lincoln,2022/01/16 11:02:01.193+00,13926,11568,86,2272,0553032c-11e4-43f2-a6a4-a16de9c6d4cd,0,,0,0,0,,,0,197.333,156.286,89558,38724,0,0,5419,33749,1736,1736,51367,,,,
641,Lincoln,2022/01/15 11:03:29.607+00,13926,11568,86,2272,7908c581-d60e-4391-a55c-cd4b33d83f08,0,,0,0,0,,,0,197.333,156.286,89558,38724,0,0,5419,33749,1736,1736,51367,,,,
642,Lincoln,2022/01/17 08:56:06.303+00,13926,11568,86,2272,4a7de8a0-e943-49f4-a643-e0e014cc90be,0,,0,0,0,,,0,197.333,156.286,89558,38724,0,0,5419,33749,1736,1736,51367,,,,
643,Lincoln,2022/01/18 16:56:00+00,14073,11586,86,2401,0122f5b1-9339-4c9c-9937-4fabcbc99180,0,,147,0,,,,,49,105.571,89788,38762,230,38,5429,33782,1738,1738,51550,13347,2683,16030,3691
644,Lincoln,2022/01/19 19:11:00+00,14533,11838,87,2608,3a79f604-d6d3-429d-a192-77c14656ebf4,0,,460,1,,,,,202.333,142.857,90309,38928,521,166,5537,33845,1750,1750,51897,13594,2708,16302,3787
645,Lincoln,2022/01/20 17:15:00+00,14636,11949,87,2600,f5e0087f-8945-4652-ad25-11b90cf61f2a,0,,103,0,,,,,236.667,125.857,90387,38919,78,0,5508,33866,1749,1749,51976,13646,2715,16361,3759
646,Lincoln,2022/01/21 17:41:00+00,14734,12052,87,2595,6e15c6d7-d7ca-42df-824d-090dd18d4873,0,,98,0,,,,,220.333,115.429,90527,38950,140,31,5519,33890,1751,1751,52079,13697,2741,16438,3768
647,Lincoln,2022/01/23 09:06:21.216+00,14734,12052,87,2595,7f0a23a7-7b3d-4f9f-8ddf-5650b71c7a81,0,,0,0,0,,,0,220.333,115.429,90527,38950,0,0,5519,33890,1751,1751,52079,,,,
648,Lincoln,2022/01/22 09:08:42.685+00,14734,12052,87,2595,0cbe3e6f-8959-4ac1-901b-d911cc1d9e9c,0,,0,0,0,,,0,220.333,115.429,90527,38950,0,0,5519,33890,1751,1751,52079,,,,
649,Lincoln,2022/01/24 16:41:00+00,14808,12108,87,2613,75b1e3a8-6262-479d-8609-8c43fd0307d2,0,,74,0,,,,,24.7,126,90637,38978,110,28,5532,33908,1753,1753,52154,13749,2744,16493,3779
650,Lincoln,2022/01/25 17:00:00+00,14943,12358,87,2498,048f0886-d1e9-4c9d-90c9-40ffa549a9fe,0,,135,0,,,,,69.667,124.286,90888,39022,251,44,5529,33958,1757,1757,52353,13883,2755,16638,3772
651,Lincoln,2022/01/26 17:06:00+00,15001,12533,87,2381,09abb34e-5f66-4e81-838e-3e3af164f239,0,,58,0,,,,,89,66.857,90996,39052,108,30,5541,33975,1758,1758,52425,13932,2760,16692,3783
652,Lincoln,2022/01/27 17:10:00+00,15052,12711,87,2254,7eed54c9-beba-464c-8735-55f35ba3e58f,0,,51,0,,,,,81.333,59.429,91089,39071,93,19,5534,34003,1760,1760,52498,13974,2761,16735,3774
653,Lincoln,2022/01/28 15:57:00+00,15086,12896,89,2101,b30a67a6-7867-4415-9593-80c7bac1d0db,0,,34,2,,,,,47.667,58.286,91182,39089,93,18,5531,34025,1760,1760,52567,14006,2776,16782,3771
654,Lincoln,2022/01/30 09:06:04.796+00,15086,12896,89,2101,5d1e859d-6ac1-4116-9627-a5a054b62eb2,0,,0,0,0,,,0,47.667,58.286,91182,39089,0,0,5531,34025,1760,1760,52567,,,,
655,Lincoln,2022/01/29 09:08:32.720+00,15086,12896,89,2101,c65e7ca1-09b5-43f7-b409-d3bc06bd8362,0,,0,0,0,,,0,47.667,58.286,91182,39089,0,0,5531,34025,1760,1760,52567,,,,
656,Lincoln,2022/01/31 16:38:00+00,15124,13117,89,1918,295ef3a0-8414-4f60-a585-6f3d336a9287,0,,38,0,,,,,12.667,45.143,91304,39127,122,39,5550,34044,1761,1761,52648,14061,2782,16843,3789
657,Lincoln,2022/02/01 17:38:00+00,15190,13412,89,1689,af304973-74ea-4665-a6ff-d501f2d408d5,0,,66,0,,,,,34.667,35.286,91471,39151,167,24,5533,34086,1763,1763,52784,14143,2792,16935,3770
658,Lincoln,2022/02/02 17:17:00+00,15219,13597,90,1532,4f9883af-a759-46be-8e17-5b92505823d9,0,,29,1,,,,,44.333,31.143,91592,39186,121,35,5533,34124,1763,1763,52860,14179,2794,16973,3770
659,Lincoln,2022/02/03 17:24:00+00,15240,13790,91,1359,c5dda24c-9167-49d5-b13e-ef0d55c6b5f8,0,,21,1,,,,,38.667,26.857,91638,39180,46,0,5515,34135,1763,1763,52909,14214,2797,17011,3752
660,Lincoln,2022/02/04 17:01:00+00,15260,13956,91,1213,6802ac31-b444-4c70-9673-792ffc2eaf6a,0,,20,0,,,,,23.333,24.857,91724,39199,86,19,5506,34162,1764,1764,52975,14240,2809,17049,3742
661,Lincoln,2022/02/06 09:08:37.041+00,15260,13956,91,1213,813c5a35-e957-4e86-871c-a8e42625a946,0,,0,0,0,,,0,23.333,24.857,91724,39199,0,0,5506,34162,1764,1764,52975,,,,
662,Lincoln,2022/02/05 09:11:52.371+00,15260,13956,91,1213,56fd98fe-09f4-477d-b7ff-b44089802bea,0,,0,0,0,,,0,23.333,24.857,91724,39199,0,0,5506,34162,1764,1764,52975,,,,
663,Lincoln,2022/02/07 16:52:00+00,15271,14142,91,1038,8088d4d6-b160-4c8d-b787-b5067090c6b0,0,,11,0,,,,,3.667,21,92573,39346,849,147,5430,34480,1779,1779,53579,14454,2866,17320,3651
664,Lincoln,2022/02/08 16:41:00+00,15301,14320,91,890,3e7fab7a-2d32-46d6-9790-707f10815fa4,0,,30,0,,,,,13.667,15.857,92709,39381,136,35,5429,34517,1780,1780,53669,14498,2874,17372,3649
665,Lincoln,2022/02/09 17:00:00+00,15329,14509,91,729,ebd4684b-b1f8-4498-b49d-01bbe9a9e005,0,,28,0,,,,,23,15.714,92709,39381,0,0,5429,34517,1780,1780,53669,14498,2874,17372,3649
666,Lincoln,2022/02/10 17:47:00+00,15336,14614,92,630,0e3c0a21-7235-4ca3-8f5e-0c30be4e1e2f,0,,7,1,,,,,21.667,13.714,92829,39388,120,7,5393,34562,1782,1782,53775,14551,2880,17431,3611
667,Lincoln,2022/02/11 16:36:00+00,15346,14669,92,585,c3e41a1b-bd65-420b-a20c-818a425ba631,0,,10,0,,,,,15,12.286,92893,39401,64,13,5387,34583,1784,1784,53825,14572,2886,17458,3603
668,Lincoln,2022/02/13 09:09:22.457+00,15346,14669,92,585,98c062bf-215d-4260-bd0c-d1a9e2d91050,0,,0,0,0,,,0,15,12.286,92893,39401,0,0,5387,34583,1784,1784,53825,,,,
669,Lincoln,2022/02/12 09:13:00.311+00,15346,14669,92,585,d33604ad-2f7a-4325-ac43-95ea3896d1d1,0,,0,0,0,,,0,15,12.286,92893,39401,0,0,5387,34583,1784,1784,53825,,,,
670,Lincoln,2022/02/14 17:05:00+00,15355,14758,94,503,100d0303-8b60-4049-92ec-af6d35067a67,0,,9,2,,,,,3,12,92943,39406,50,5,5375,34599,1784,1784,53868,14599,2886,17485,3591
671,Lincoln,2022/02/15 17:23:00+00,15371,14854,94,423,2a19441f-c222-4400-b350-4bd1e8ee94a7,0,,16,0,,,,,8.333,10,93110,39458,167,52,5386,34649,1787,1787,53982,14645,2901,17546,3599
672,Lincoln,2022/02/16 17:10:00+00,15372,14915,96,361,3924f930-e899-43e2-bb75-bcfa18336fd6,0,,1,2,,,,,8.667,6.143,93155,39468,45,10,5386,34660,1788,1788,54008,14658,2902,17560,3598
673,Lincoln,2022/02/17 19:55:00+00,15382,14954,97,331,216f4d5d-8367-4ee2-ba6f-15fde30ee33c,0,,10,1,,,,,9,6.6,93203,39490,48,22,5396,34672,1788,1788,54033,14668,2905,17573,3608
674,Lincoln,2022/02/18 18:42:00+00,15392,14996,97,299,6f9a29e0-92d6-4f7c-8ad5-fa9d42d23369,0,,10,0,,,,,7,6.571,93249,39492,46,2,5382,34687,1789,1789,54077,14693,2908,17601,3593
675,Lincoln,2022/02/20 11:47:00+00,15392,14996,97,299,3553b3cc-b82b-4de6-9600-68be7508fc03,0,,0,0,0,,,0,7,6.571,93249,39492,0,0,5382,34687,1789,1789,54077,,,,
676,Lincoln,2022/02/19 11:47:00+00,15392,14996,97,299,0a8f82db-61f2-47fc-b726-2b3e1ed4775b,0,,0,0,0,,,0,7,6.571,93249,39492,0,0,5382,34687,1789,1789,54077,,,,
677,Lincoln,2022/02/21 11:53:13.166+00,15392,14996,97,299,3b8ec3d8-eb82-42a8-bb08-dcf6cf998730,0,,0,0,0,,,0,7,6.571,93249,39492,0,0,5382,34687,1789,1789,54077,,,,
678,Lincoln,2022/02/22 17:30:00+00,15395,15025,97,273,2916d9a5-df0f-4a57-99c7-dc6f9ab687f8,0,,3,0,,,,,4.333,4.857,93312,39508,63,16,5384,34705,1789,1789,54119,14717,2908,17625,3595
679,Lincoln,2022/02/23 19:17:00+00,15419,15088,97,234,5e89a036-6509-4bf6-9d09-5301956fcb41,0,,24,0,,,,,9,6.714,93445,39537,133,29,5370,34750,1791,1791,54219,14767,2911,17678,3579
680,Lincoln,2022/02/24 17:54:00+00,15426,15108,98,220,45ca88bd-3300-44dd-8f71-417ea8064c6c,0,,7,1,,,,,11.3,6.3,93487,39549,42,12,5370,34761,1791,1791,54250,14787,2911,17698,3579
681,Lincoln,2022/02/25 17:38:00+00,15430,15120,98,212,065ac891-78b3-4a49-b18f-91ad0deee650,0,,4,0,,,,,11.667,5.429,93517,39552,30,3,5359,34775,1792,1792,54277,14796,2914,17710,3567
682,Lincoln,2022/02/27 09:08:07.904+00,15430,15120,98,212,66cd1f7d-c25e-4627-86c8-3ccfba02ae1e,0,,0,0,0,,,0,11.667,5.429,93517,39552,0,0,5359,34775,1792,1792,54277,,,,
