OBJECTID,GEOID10,DistrictName,FreeEligible,ReducedEligible,NotEligible,Total,FreeReducedEligible,PCT_Free,PCT_Reduced,PCT_FreeReduced,Shape__Area,Shape__Length
214,2617220,Grosse Ile Township Schools,172,22,1644,1838,194,0.0935799782372144,0.0119695321001088,0.105549510337323,519856621.790039,111295.405265624
215,2625740,Grosse Pointe Public Schools,1225,185,6353,7763,1410,0.157799819657349,0.0238309931727425,0.181630812830091,308444687.191162,118099.600694471
216,2617250,Gull Lake Community Schools,672,148,2545,3365,820,0.199702823179792,0.0439821693907875,0.243684992570579,2988736421.59912,450093.142806997
217,2614690,Gwinn Area Community Schools,663,82,316,1061,745,0.6248821866164,0.0772855796418473,0.702167766258247,9959013876.64648,509498.089129515
218,2617370,Hale Area Schools,230,19,84,333,249,0.690690690690691,0.0570570570570571,0.747747747747748,4366922424.87695,379369.210100983
219,2617400,Hamilton Community Schools,586,150,1921,2657,736,0.220549491908167,0.0564546480993602,0.277004140007527,3582403349.3877,520510.011767293
220,2617520,Hamtramck Public Schools,5490,57,246,5793,5547,0.947695494562403,0.00983946141895391,0.957534955981357,58402687.2590332,34186.5247313874
221,2617550,Hancock Public Schools,267,95,447,809,362,0.330037082818294,0.117428924598269,0.447466007416564,1237941817.98633,183675.969525729
222,2617640,Hanover-Horton Schools,346,46,732,1124,392,0.307829181494662,0.0409252669039146,0.348754448398577,1820988723.5127,328361.400626228
223,2600007,Harbor Beach Community Schools,178,45,271,494,223,0.360323886639676,0.0910931174089069,0.451417004048583,3343400230.57617,532772.148483213
224,2617700,Harbor Springs School District,130,34,602,766,164,0.169712793733681,0.0443864229765013,0.214099216710183,3220141638.59961,338434.883334097
225,2617730,Harper Creek Community Schools,1025,171,1597,2793,1196,0.366988900823487,0.0612244897959184,0.428213390619406,2101323541.09326,308290.068391225
226,2617760,City of Harper Woods Schools,3192,216,734,4142,3408,0.770642201834862,0.0521487204249155,0.822790922259778,48501810.9233398,37723.8313163398
227,2617860,Hart Public School District,880,88,353,1321,968,0.666161998485995,0.0666161998485996,0.732778198334595,4066749758.41992,520578.524225
228,2617880,Hartford Public School District,531,49,141,721,580,0.736477115117892,0.0679611650485437,0.804438280166435,1548051108.50708,216679.880530023
229,2617910,Hartland Consolidated Schools,751,153,4766,5670,904,0.132451499118166,0.026984126984127,0.159435626102293,2616397215.85693,399539.588183576
230,2617940,Haslett Public Schools,547,84,2061,2692,631,0.203194650817236,0.0312035661218425,0.234398216939079,563068725.184082,169792.833730128
231,2617970,Hastings Area School District,1123,170,1402,2695,1293,0.41669758812616,0.0630797773654917,0.479777365491651,4860435272.59131,694473.130406998
232,2618030,Hazel Park City School District,2508,114,1010,3632,2622,0.690528634361233,0.0313876651982379,0.721916299559471,104668883.099121,40726.9575583603
233,2618180,Hemlock Public School District,10,0,48,58,10,0.172413793103448,0,0.172413793103448,2385509328.03271,396345.68058284
234,2618270,Hesperia Community Schools,578,81,297,956,659,0.604602510460251,0.0847280334728033,0.689330543933054,3637082113.06348,407628.337693576
235,2618330,Highland Park City Schools,1111,3,90,1204,1114,0.922757475083057,0.00249169435215947,0.925249169435216,82329379.4743652,37443.7234991721
236,2618360,Hillman Community Schools,208,43,186,437,251,0.475972540045767,0.0983981693363844,0.574370709382151,8256298723.97559,680269.320960672
237,2618390,Hillsdale Community Schools,902,136,766,1804,1038,0.5,0.0753880266075388,0.575388026607539,1956033118.18225,374763.010895375
238,2618420,Holland City School District,2418,476,2019,4913,2894,0.492163647465907,0.0968858131487889,0.589049460614696,485615943.509766,156423.878918111
239,2618450,Holly Area School District,1323,223,2431,3977,1546,0.332662811164194,0.056072416394267,0.388735227558461,2729733541.74951,325365.688283765
240,2618480,Holt Public Schools,1870,243,2973,5086,2113,0.367675973259929,0.0477782147070389,0.415454187966968,892658707.858887,402782.064242942
241,2618510,Holton Public Schools,540,49,271,860,589,0.627906976744186,0.0569767441860465,0.684883720930233,2724928414.61182,362365.975566122
242,2618540,Homer Community Schools,546,73,450,1069,619,0.510757717492984,0.068288119738073,0.579045837231057,2625820468.54858,407308.235035263
243,2618570,Hopkins Public Schools,479,136,1042,1657,615,0.289076644538322,0.0820760410380205,0.371152685576343,2651969143.46777,394422.110619139
244,2628890,Houghton-Portage Township Schools,362,71,1000,1433,433,0.25261688764829,0.049546406140963,0.302163293789253,2796631386.46484,368871.29376643
245,2618600,Houghton Lake Community Schools,842,69,336,1247,911,0.675220529270249,0.0553327987169206,0.730553327987169,13103732344.1973,767517.199776892
246,2618720,Howell Public Schools,1743,381,5120,7244,2124,0.240612921038101,0.0525952512424075,0.293208172280508,4426946373.27197,591474.260614719
247,2618810,Hudson Area Schools,547,76,425,1048,623,0.521946564885496,0.0725190839694656,0.594465648854962,2442320946.87097,437274.291528148
248,2618840,Hudsonville Public School District,1117,245,5319,6681,1362,0.167190540338273,0.0366711570124233,0.203861697350696,2208634928.16748,291529.23495653
249,2618930,Huron School District,698,87,1787,2572,785,0.271384136858476,0.0338258164852255,0.305209953343701,1092655074.82178,159263.000831295
250,2618990,Huron Valley Schools,2208,252,6295,8755,2460,0.2521987435751,0.0287835522558538,0.280982295830954,2769983703.25635,295673.070524326
251,2619050,Ida Public School District,262,54,1170,1486,316,0.176312247644684,0.0363391655450875,0.212651413189771,1801021211.7196,271846.993638476
252,2619100,Imlay City Community Schools,1017,191,907,2115,1208,0.480851063829787,0.090307328605201,0.571158392434988,2899952367.79102,458314.695827586
253,2619170,Inland Lakes Schools,384,37,284,705,421,0.54468085106383,0.0524822695035461,0.597163120567376,4542205761.71875,435984.713683621
254,2619250,Ionia Public Schools,1560,211,1389,3160,1771,0.493670886075949,0.0667721518987342,0.560443037974684,3742514447.72607,621244.383398984
255,2619410,Iron Mountain Public Schools,374,33,472,879,407,0.425483503981798,0.037542662116041,0.463026166097838,214323599.285156,68373.8704013648
256,2619470,Ironwood Area Schools,441,52,305,798,493,0.552631578947368,0.0651629072681704,0.617794486215539,6430581352.49219,582763.112292937
257,2619530,Ishpeming Public School District,353,50,345,748,403,0.47192513368984,0.0668449197860963,0.538770053475936,288884837.40625,85693.0863394902
258,2619580,Ithaca Public Schools,602,63,640,1305,665,0.461302681992337,0.0482758620689655,0.509578544061303,4325910729.03076,855767.534905919
259,2619620,Jackson Public Schools,4182,335,1752,6269,4517,0.667092040197799,0.0534375498484607,0.720529590046259,1089985590.7229,249263.320216238
260,2619800,Jefferson Schools (Monroe),994,197,1192,2383,1191,0.417121275702896,0.0826689047419219,0.499790180444817,1016704993.87378,277127.387299018
261,2619830,Jenison Public Schools,1100,417,3507,5024,1517,0.218949044585987,0.0830015923566879,0.301950636942675,418910117.780762,107092.6640233
262,2619920,Jonesville Community Schools,641,145,688,1474,786,0.434871099050204,0.0983717774762551,0.533242876526459,2121218434.25671,350646.543818965
263,2619950,Kalamazoo Public School District,8945,772,3933,13650,9717,0.655311355311355,0.0565567765567766,0.711868131868132,1537322161.62305,298343.446651584
264,2620010,Kaleva Norman Dickson School District,356,43,122,521,399,0.683301343570058,0.0825335892514395,0.765834932821497,8201855970.15234,605523.420475756
265,2620050,Kalkaska Public Schools,758,97,543,1398,855,0.542203147353362,0.0693848354792561,0.611587982832618,12423500084.4189,870835.904640426
266,2620070,Kearsley Community Schools,1981,208,877,3066,2189,0.646118721461187,0.0678408349641226,0.71395955642531,611541218.856934,158716.012080062
267,2620160,Kelloggsville Public Schools,2007,249,690,2946,2256,0.681262729124236,0.0845213849287169,0.765784114052953,112979172.32373,61313.0908972423
268,2620280,Kenowa Hills Public Schools,2071,344,2306,4721,2415,0.438678246134294,0.0728659182376615,0.511544164371955,1310501502.73877,356234.568164328
269,2620310,Kent City Community Schools,694,113,487,1294,807,0.536321483771252,0.0873261205564142,0.623647604327666,1894788581.45166,472860.269736784
270,2620340,Kentwood Public Schools,5870,865,3155,9890,6735,0.593528816986855,0.0874620829120324,0.680990899898888,672950832.973145,196530.091944371
271,2620380,Kingsley Area Schools,633,108,785,1526,741,0.41480996068152,0.0707732634338139,0.485583224115334,3443061690.43555,458549.567543684
272,2620400,Kingston Community School District,295,51,242,588,346,0.501700680272109,0.086734693877551,0.58843537414966,2167366931.38086,381392.752631997
273,2600018,L'Anse Area Schools,320,37,258,615,357,0.520325203252033,0.0601626016260163,0.580487804878049,20513162787.5586,1080097.34138866
274,2621870,L'Anse Creuse Public Schools,3589,466,6372,10427,4055,0.344202551069339,0.0446916658674595,0.388894216936799,985395963.474609,255734.895682677
275,2620550,Laingsburg Community School District,240,73,818,1131,313,0.212201591511936,0.0645446507515473,0.276746242263484,1269020063.70605,330504.594959118
276,2620670,Lake Fenton Community Schools,542,69,1469,2080,611,0.260576923076923,0.0331730769230769,0.29375,720787639.459961,198901.951472914
277,2620700,Lake Linden-Hubbell School District,199,35,199,433,234,0.459584295612009,0.0808314087759815,0.540415704387991,5105627709.18945,460207.915836631
278,2620730,Lake Orion Community Schools,1415,289,5645,7349,1704,0.192543203156892,0.0393250782419377,0.23186828139883,1394203082.02734,245148.186617602
279,2632670,Lake Shore Public Schools (Macomb),1425,198,1933,3556,1623,0.400731158605174,0.0556805399325084,0.456411698537683,123141778.588379,57371.9874921998
280,2620820,Lakeshore School District (Berrien),768,123,1903,2794,891,0.274874731567645,0.0440229062276306,0.318897637795276,1033109075.16553,208589.34834095
281,2620910,Lakeview Community Schools (Montcalm),579,84,521,1184,663,0.48902027027027,0.0709459459459459,0.559966216216216,5875698336.18604,762400.202054927
282,2620940,LakeVille Community Schools,632,102,418,1152,734,0.548611111111111,0.0885416666666667,0.637152777777778,2563362096.13916,354240.049034777
283,2620980,Lakewood Public Schools,624,154,1045,1823,778,0.342292923752057,0.0844761382336807,0.426769061985738,6013290220.70752,767298.088758011
284,2621120,Lamphere Public Schools,1329,125,1495,2949,1454,0.450661241098678,0.0423872499152255,0.493048491013903,143287461.525391,53034.8030028633
285,2621150,Lansing Public School District,9058,571,2748,12377,9629,0.731841318574776,0.0461339581481781,0.777975276722954,1446115719.05713,275694.439316046
286,2621180,Lapeer Community Schools,2270,379,2782,5431,2649,0.417970907751795,0.0697845700607623,0.487755477812558,5685409589.72607,621385.130531353
287,2621210,Lawrence Public School District,480,50,274,804,530,0.597014925373134,0.0621890547263682,0.659203980099503,1357839170.43457,245634.402038885
288,2612560,East Jordan Public Schools,,,,,,,,,3228265038.62402,386466.546708952
289,2612660,Easton Township S/D #6,,,,,,,,,122320426.85498,54022.9194422194
290,2613140,Elm River Township School District,,,,,,,,,2612198931.44727,222341.712215866
291,2613680,Excelsior Township S/D #1,,,,,,,,,512978498.103516,121732.021696742
292,2615090,Free Soil Community Schools,,,,,,,,,2195362101.6377,298170.123442079
293,2615480,Galien Township School District,,,,,,,,,1389973714.99731,236766.357442666
294,2615750,Genesee School District,,,,,,,,,170145264.579102,116154.749634534
295,2616560,Grant Township S/D #2,,,,,,,,,3468267904.17773,430021.794122372
296,2617340,Hagar Township S/D #6,,,,,,,,,73434636.3093262,47890.3256908848
297,2617820,Harrison Community Schools,,,,,,,,,6898080009.94434,484133.059578705
298,2619140,School District of the City of Inkster,,,,,,,,,91361223.765625,49042.4795606098
299,2619290,Ionia Township S/D #2,,,,,,,,,78626793.4536133,46994.6720366732
300,2619890,Johannesburg-Lewiston Area Schools,,,,,,,,,8277743915.86719,594988.338423142
301,2620610,Lake City Area School District,,,,,,,,,7425859769.85352,775584.516116035
302,,,,,,,,,,,123493034.207031,49273.0117500162
303,2621240,Lawton Community School District,459,76,457,992,535,0.462701612903226,0.0766129032258065,0.539314516129032,1216641364.29492,217010.247664494
304,2621450,Leslie Public Schools,534,113,684,1331,647,0.401202103681443,0.0848985725018783,0.486100676183321,2069639159.76611,447968.525688009
305,2621570,Lincoln Consolidated School District,1555,195,1679,3429,1750,0.453484981044036,0.0568678915135608,0.510352872557597,1668041272.81836,213347.858836059
306,2621600,Lincoln Park Public Schools,3940,263,631,4834,4203,0.815059991725279,0.0544062887877534,0.869466280513033,163125540.919678,54591.3112133491
307,2621690,Linden Community Schools,693,146,1928,2767,839,0.250451752800867,0.0527647271413083,0.303216479942176,1340701346.20703,319833.263669072
308,2621750,Litchfield Community Schools,149,13,74,236,162,0.63135593220339,0.0550847457627119,0.686440677966102,1608831816.70032,272746.096171013
309,2621840,Livonia Public Schools,4442,644,10235,15321,5086,0.289928855818811,0.0420338098035376,0.331962665622348,1093861176.31641,147863.488212602
310,2622050,Lowell Area Schools,938,236,2647,3821,1174,0.245485475006543,0.0617639361423711,0.307249411148914,3748052180.56982,581471.074907439
311,2622200,Ludington Area School District,1001,99,1054,2154,1100,0.464716805942433,0.0459610027855153,0.510677808727948,2207004465.45508,276825.724459392
312,2622260,Mackinaw City Public Schools,64,8,73,145,72,0.441379310344828,0.0551724137931034,0.496551724137931,1002270120.22461,196795.138228465
313,2622290,Madison Public Schools (Oakland),1393,58,387,1838,1451,0.757889009793254,0.0315560391730141,0.789445048966268,419903803.460327,150900.087020993
314,2622350,Mancelona Public Schools,80,11,34,125,91,0.64,0.088,0.728,4055883760.59668,522394.010897605
315,2622380,Manchester Community Schools,195,32,710,937,227,0.208110992529349,0.0341515474919957,0.242262540021345,2638649203.05322,357676.998718242
316,2622410,Manistee Area Schools,2735,303,1292,4330,3038,0.631639722863741,0.0699769053117783,0.70161662817552,2153900451.44727,331244.81505131
317,2622470,Manistique Area Schools,451,71,279,801,522,0.563046192259675,0.0886392009987516,0.651685393258427,24578379054.4355,1064365.45329581
318,2622500,Manton Consolidated Schools,490,93,372,955,583,0.513089005235602,0.0973821989528796,0.610471204188482,4069490228.15039,397220.95945822
319,2622620,Maple Valley Schools,541,58,455,1054,599,0.513282732447818,0.0550284629981025,0.56831119544592,3624884937.93262,508760.847928812
320,2622860,Marlette Community Schools,417,90,332,839,507,0.497020262216925,0.107270560190703,0.604290822407628,4076074123.11377,443745.442975248
321,2600013,Marquette Area Public Schools,985,151,2437,3573,1136,0.275678701371397,0.042261404981808,0.317940106353205,3601964292.37109,473495.509140525
322,2622970,Marshall Public Schools,964,170,1511,2645,1134,0.364461247637051,0.0642722117202268,0.428733459357278,2909539916.38745,394280.413174627
323,2623040,Marysville Public Schools,847,130,1933,2910,977,0.29106529209622,0.0446735395189003,0.33573883161512,963176686.681152,191591.169761323
324,2623100,Mason Consolidated Schools (Monroe),454,79,554,1087,533,0.417663293468261,0.0726770929162834,0.490340386384545,3953572463.51465,678330.156401346
325,2623130,Mason County Central Schools,803,112,594,1509,915,0.532140490390987,0.0742213386348575,0.606361829025845,6387513587.56055,976625.157788547
326,2623160,Mason County Eastern Schools,296,41,102,439,337,0.674259681093394,0.0933940774487472,0.767653758542141,3772522790.98535,552825.611477085
327,2623250,Mattawan Consolidated School,666,85,3068,3819,751,0.17439120188531,0.0222571353757528,0.196648337261063,1516222519.11182,305027.8008022
328,2623280,Mayville Community School District,382,39,176,597,421,0.639865996649916,0.0653266331658292,0.705192629815745,2624794819.1792,323013.36324556
329,2623310,McBain Rural Agricultural Schools,408,109,533,1050,517,0.388571428571429,0.103809523809524,0.492380952380952,4970142055.41113,605309.560346304
330,2623460,Melvindale-North Allen Park Schools,2694,179,471,3344,2873,0.805622009569378,0.0535287081339713,0.859150717703349,157186893.166016,56667.2028677307
331,2623490,Memphis Community Schools,265,45,559,869,310,0.304948216340621,0.0517836593785961,0.356731875719217,1660523918.92529,341883.017668904
332,2623520,Mendon Community School District,230,27,281,538,257,0.427509293680297,0.050185873605948,0.477695167286245,1556188158.59875,356334.875172631
333,2623550,Menominee Area Public Schools,714,125,648,1487,839,0.480161398789509,0.0840618695359785,0.564223268325488,2462114921.66504,350530.565592821
334,2623580,Meridian Public Schools,578,59,693,1330,637,0.434586466165414,0.0443609022556391,0.478947368421053,2681092867.64746,318401.979939539
335,2623610,Merrill Community Schools,275,42,294,611,317,0.450081833060556,0.0687397708674304,0.518821603927987,2812655257.32471,548748.505364135
336,2623670,Mesick Consolidated Schools,407,46,102,555,453,0.733333333333333,0.0828828828828829,0.816216216216216,5567335873.19141,682586.741545535
337,2623790,Michigan Center School District,669,97,662,1428,766,0.468487394957983,0.0679271708683473,0.536414565826331,444125341.039307,133041.2657625
338,2623830,Mid Peninsula School District,80,15,61,156,95,0.512820512820513,0.0961538461538462,0.608974358974359,9095286395.51758,461288.175602435
339,2623820,Midland Public Schools,1924,299,5171,7394,2223,0.260210981877198,0.0404381931295645,0.300649175006762,3868987149.0791,444017.251589496
340,2623850,Milan Area Schools,720,141,2050,2911,861,0.247337684644452,0.0484369632428719,0.295774647887324,2342827016.86426,374384.815975483
341,2623910,Millington Community Schools,563,58,594,1215,621,0.463374485596708,0.0477366255144033,0.511111111111111,2639592932.88428,402997.667754747
342,2624000,Mio-AuSable Schools,335,40,155,530,375,0.632075471698113,0.0754716981132075,0.707547169811321,9945639680.97949,443832.068354649
343,2624120,Mona Shores Public School District,1541,275,2176,3992,1816,0.386022044088176,0.0688877755511022,0.454909819639279,567305647.958008,132884.892101835
344,2624150,Monroe Public Schools,3268,328,2352,5948,3596,0.549428379287155,0.0551445864156019,0.604572965702757,2358014250.06555,353918.638080209
345,2612960,Montabella Community Schools,445,68,261,774,513,0.574935400516796,0.0878552971576227,0.662790697674419,4114925172.68604,603749.596618799
346,2624180,Montague Area Public Schools,669,83,768,1520,752,0.440131578947368,0.0546052631578947,0.494736842105263,2699038743.69922,313721.313648507
347,2624570,Morenci Area Schools,372,85,205,662,457,0.561933534743202,0.128398791540786,0.690332326283988,2056317721.60364,339320.528087558
348,2624600,Morley Stanwood Community Schools,670,83,402,1155,753,0.58008658008658,0.0718614718614719,0.651948051948052,4508167305.91895,422074.384297914
349,2624630,Morrice Area Schools,239,39,263,541,278,0.44177449168207,0.0720887245841035,0.513863216266174,1480358185.59375,431115.70387955
350,2624690,Mt. Clemens Community School District,1421,79,475,1975,1500,0.719493670886076,0.04,0.759493670886076,172112610.748047,86002.6198516537
351,2624720,Mt. Morris Consolidated Schools,1530,121,305,1956,1651,0.782208588957055,0.0618609406952965,0.844069529652352,799474475.42627,278987.660497519
352,2624750,Mt. Pleasant City School District,1837,255,2580,4672,2092,0.393193493150685,0.0545804794520548,0.44777397260274,3717219247.35449,897689.267379886
353,2624810,Munising Public Schools,128,12,131,271,140,0.472324723247232,0.044280442804428,0.516605166051661,8756992393.2168,733364.396641418
354,2624840,Muskegon City School District,3913,179,444,4536,4092,0.862654320987654,0.0394620811287478,0.902116402116402,481495730.711426,147301.497564158
355,2624870,Muskegon Heights School District,671,7,49,727,678,0.922971114167813,0.00962861072902338,0.932599724896836,88116226.5493164,43183.5221618983
356,2625400,N.I.C.E. Community Schools,378,67,749,1194,445,0.316582914572864,0.0561139028475712,0.372696817420436,17762308775.834,967512.801187741
357,2625020,Negaunee Public Schools,382,108,1030,1520,490,0.251315789473684,0.0710526315789474,0.322368421052632,3264923938.28906,284808.59602458
358,2625140,New Buffalo Area Schools,87,18,123,228,105,0.381578947368421,0.0789473684210526,0.460526315789474,642951373.078125,126129.223754729
359,2625230,New Haven Community Schools,319,41,859,1219,360,0.2616899097621,0.0336341263330599,0.29532403609516,1333081001.10059,246748.549103561
360,2625290,New Lothrop Area Public Schools,130,6,330,466,136,0.278969957081545,0.0128755364806867,0.291845493562232,1606851647.12451,439656.522335371
361,2625560,Niles Community School District,1909,251,1476,3636,2160,0.525027502750275,0.069031903190319,0.594059405940594,1992172718.67188,277076.984044268
362,2625650,North Adams-Jerome Schools,157,24,74,255,181,0.615686274509804,0.0941176470588235,0.709803921568627,1809608881.96521,359656.235460398
363,2629220,North Central Area Schools,136,52,177,365,188,0.372602739726027,0.142465753424658,0.515068493150685,7595885645.7168,470797.735090256
364,2630480,North Dickinson County Schools,94,22,136,252,116,0.373015873015873,0.0873015873015873,0.46031746031746,14158591472.8691,540128.571770635
365,2625780,North Huron School District,201,23,193,417,224,0.482014388489209,0.0551558752997602,0.537170263788969,3745129628.04688,997513.428091982
366,2625800,North Muskegon Public Schools,253,33,757,1043,286,0.242569511025887,0.0316395014381592,0.274209012464046,121462381.467285,79044.855585561
367,2625950,Northview Public School District,1176,245,1842,3263,1421,0.36040453570334,0.0750842782715293,0.43548881397487,391766148.022949,113715.758172693
368,2625980,Northville Public Schools,433,61,6950,7444,494,0.0581676518001075,0.00819451907576572,0.0663621708758732,721696529.520996,139594.847769368
369,2626010,Northwest Community Schools,2075,243,1547,3865,2318,0.536869340232859,0.0628719275549806,0.59974126778784,2922063549.12964,477666.703722169
370,2626040,Norway-Vulcan Area Schools,306,42,360,708,348,0.432203389830508,0.0593220338983051,0.491525423728814,6817514043.14258,476144.649159603
371,2626130,Novi Community School District,565,71,6070,6706,636,0.084252907843722,0.0105875335520429,0.094840441395765,513742818.283203,139702.2039146
372,2626190,Oak Park City School District,4315,109,891,5315,4424,0.811853245531515,0.0205079962370649,0.83236124176858,121279114.345703,61077.9244018764
373,2626220,Oakridge Public Schools,1129,164,678,1971,1293,0.572805682394724,0.0832064941653983,0.656012176560122,1048683879.78857,142627.792599038
374,2626280,Okemos Public Schools,2186,327,4850,7363,2513,0.296889854678799,0.0444112454162705,0.34130110009507,632525077.019043,160977.257119974
375,2626370,Olivet Community Schools,448,87,943,1478,535,0.303112313937754,0.0588633288227334,0.361975642760487,3021735339.88086,444546.320189359
376,2626400,Onaway Area Community School District,356,40,246,642,396,0.554517133956386,0.0623052959501558,0.616822429906542,11418490332.8984,520819.10142567
377,2626490,Onekama Consolidated Schools,210,22,205,437,232,0.480549199084668,0.0503432494279176,0.530892448512586,2276156924,347846.527115609
378,2626520,Onsted Community Schools,401,96,805,1302,497,0.307987711213518,0.0737327188940092,0.381720430107527,2661605341.67859,438090.052442826
379,2626550,Ontonagon Area Schools,133,33,134,300,166,0.443333333333333,0.11,0.553333333333333,19159705709.3555,827827.939377383
380,2626760,Orchard View Schools,2439,185,720,3344,2624,0.729366028708134,0.055322966507177,0.784688995215311,383267083.969727,102814.520773113
381,2627060,Otsego Public Schools,702,145,1440,2287,847,0.306952339309139,0.0634018364669873,0.370354175776126,2288628332.91187,325972.209118024
382,2627150,Ovid-Elsie Area Schools,638,110,824,1572,748,0.405852417302799,0.0699745547073791,0.475826972010178,4245184254.47266,683871.795212933
383,2627180,Owendale-Gagetown Area Schools,76,24,52,152,100,0.5,0.157894736842105,0.657894736842105,1712780634.40918,439187.287956007
384,2627210,Owosso Public Schools,1689,156,1415,3260,1845,0.518098159509202,0.0478527607361963,0.565950920245399,2957969221.12842,513326.648765515
385,2627240,Oxford Community Schools,1221,157,4192,5570,1378,0.219210053859964,0.0281867145421903,0.247396768402154,2158840592.9541,321463.93311981
386,2627420,Parchment School District,767,143,710,1620,910,0.473456790123457,0.0882716049382716,0.561728395061728,406366188.055664,147084.012866855
387,2627660,Paw Paw Public School District,834,91,1261,2186,925,0.381518755718207,0.0416285452881976,0.423147301006404,2211097616.97021,339432.509940229
388,2627690,Peck Community School District,173,38,137,348,211,0.497126436781609,0.109195402298851,0.60632183908046,1854980305.35547,312701.90066126
389,2627720,Pellston Public Schools,307,46,236,589,353,0.521222410865874,0.0780984719864177,0.599320882852292,6958779440.54297,595636.400791848
390,2627810,Pennfield Schools,988,136,1106,2230,1124,0.44304932735426,0.0609865470852018,0.504035874439462,1172269223.4707,244811.939936357
391,2627840,Pentwater Public School District,126,18,136,280,144,0.45,0.0642857142857143,0.514285714285714,1042858389.97266,333546.602524482
392,2627900,Perry Public School District,441,73,619,1133,514,0.389232127096205,0.0644307149161518,0.453662842012357,2000572352.95459,368528.522090511
393,2627930,Public Schools of Petoskey,920,169,1914,3003,1089,0.306360306360306,0.0562770562770563,0.362637362637363,4822015154.77051,393564.96453407
394,2627960,Pewamo-Westphalia Community Schools,210,45,736,991,255,0.211907164480323,0.0454086781029263,0.257315842583249,2281817520.64209,437976.931118321
395,2628140,Pinckney Community Schools,576,90,2475,3141,666,0.183381088825215,0.0286532951289398,0.212034383954155,1957100335.62085,297018.872879793
396,2628170,Pinconning Area Schools,626,121,571,1318,747,0.474962063732929,0.0918057663125948,0.566767830045524,5401270800.05371,615725.061039432
397,2628200,Pine River Area Schools,529,75,482,1086,604,0.487108655616943,0.069060773480663,0.556169429097606,8447840480.23145,819271.898421439
398,2628500,Pittsford Area Schools,260,35,200,495,295,0.525252525252525,0.0707070707070707,0.595959595959596,2220129730.95715,339553.58837118
399,2628530,Plainwell Community Schools,864,114,1812,2790,978,0.309677419354839,0.0408602150537634,0.350537634408602,1864233203.02808,310907.925092097
400,2628560,Plymouth-Canton Community Schools,3051,466,15888,19405,3517,0.157227518680752,0.0240144292708065,0.181241947951559,1690518518.17871,258485.553309265
401,2628740,Pontiac City School District,6040,162,991,7193,6202,0.839705269011539,0.0225218962880578,0.862227165299597,1111207632.69385,196657.001886744
402,2628830,Port Huron Area School District,5310,448,4142,9900,5758,0.536363636363636,0.0452525252525253,0.581616161616162,3333633781.47266,357167.586719124
403,2628950,Portage Public Schools,2121,427,6496,9044,2548,0.234520123839009,0.0472136222910217,0.281733746130031,1194112347.30444,210221.42439105
404,2629120,Portland Public School District,401,91,1071,1563,492,0.256557901471529,0.0582213691618682,0.314779270633397,3111834076.12549,413661.97434136
405,2629160,Potterville Public Schools,345,48,452,845,393,0.408284023668639,0.0568047337278106,0.46508875739645,444393140.745117,257997.511781245
406,2629250,Quincy Community School District,487,85,652,1224,572,0.397875816993464,0.0694444444444444,0.467320261437909,3006595467.37793,611472.561189186
407,2629340,Rapid River Public Schools,142,23,190,355,165,0.4,0.0647887323943662,0.464788732394366,8225612206.74023,613848.994903245
408,2629370,Ravenna Public Schools,388,86,542,1016,474,0.381889763779528,0.0846456692913386,0.466535433070866,2484474658.52246,311594.027677432
409,2629400,Reading Community Schools,279,24,203,506,303,0.551383399209486,0.0474308300395257,0.598814229249012,2203125856.82678,432764.453171512
410,2629460,Redford Union School District,3349,196,941,4486,3545,0.746544806063308,0.0436914846188141,0.790236290682122,156541556.446289,64199.4261979686
411,2629490,Reed City Area Public Schools,834,97,681,1612,931,0.517369727047146,0.0601736972704715,0.577543424317618,6026875869.95898,537790.371347328
412,2629540,Reeths-Puffer Schools,1657,308,1835,3800,1965,0.436052631578947,0.0810526315789474,0.517105263157895,2122770712.83643,307705.424483991
413,2629580,Republic-Michigamme Schools,56,11,43,110,67,0.509090909090909,0.1,0.609090909090909,8086943970.43359,644445.621476166
414,2629670,Richmond Community Schools,391,83,943,1417,474,0.275935074100212,0.0585744530698659,0.334509527170078,1990439841.70313,340259.943415387
415,2629760,River Rouge School District,1657,25,467,2149,1682,0.77105630525826,0.0116333178222429,0.782689623080503,95526822.1259766,48729.1805351831
416,2629790,River Valley School District,281,38,258,577,319,0.487001733102253,0.0658578856152513,0.552859618717504,2260005217.00208,324059.360137502
417,2629910,Riverview Community School District,1030,211,1577,2818,1241,0.365507452093683,0.0748757984386089,0.440383250532292,157633072.767334,53530.8005428601
418,2629940,Rochester Community School District,1507,232,13290,15029,1739,0.100272805908577,0.0154368221438552,0.115709628052432,1750836640.51807,266727.536877476
419,2630030,Rockford Public Schools,972,181,6778,7931,1153,0.12255705459589,0.0228218383558189,0.145378892951709,2439848641.25,339745.064891455
420,2630060,Rogers City Area Schools,274,60,211,545,334,0.502752293577982,0.110091743119266,0.612844036697248,5262302412.02148,419123.488885228
421,2630090,Romeo Community Schools,1133,175,3769,5077,1308,0.223163285404767,0.0344691747094741,0.257632460114241,2386166515.56738,302165.003016157
422,2630120,Romulus Community Schools,2446,252,762,3460,2698,0.706936416184971,0.0728323699421965,0.779768786127168,980960218.158936,126018.571795708
423,2615830,Roscommon Area Public Schools,592,28,95,715,620,0.827972027972028,0.0391608391608392,0.867132867132867,9583764308.56152,510806.065309509
