OBJECTID,COMPKEY,UNITID,UNITDESC,MODDTTM,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,DESCRIPTION,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDBY,ADDDTTM,OWNERSHIP,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,OVERRIDECOMMENT,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,SYSCONTROLTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,SIGASSSERVICEPT,JOINTOWNERSHIPYN,VH_QUANTITY,VH_MODELTYPE,LOUVEREDVISORYN,OPTPGMEDHDSYN,CABLASTPMDT,DETMODULETYPECD,CCIMODELTYPECD,ETHERNETSFTWRREVLVL,CCISFTWRREVLVL,MMUSERIALNBR,CO_SOFTWRREV,CO_INSTALLDT,CO_REMOVALDT,CO_SERIALNBR,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,VOLTS,AMPS,GROUNDRESISTANCE,MULTIINTERSECTIONSYN,ADDTLINTDESC,LASTSIGNALOPTDT,LAMPINGGROUPCD,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,PEDPSHINSTALLDT,NUM_ATTACHMENTS
81339,547898,SGL-1056,ALASKAN WR WAY S AND S KING ST                                                                                                                                                                                                                                 ,2023/09/15 00:00:00+00,GOOD,2011/06/14 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,30367,43133,SEMI,SOUTH,2011/05/12 00:00:00+00,BACHMAR,2011/03/31 10:35:48+00,SDOT,2011/06/14 00:00:00+00,1,,SDOT,CITY,,N,N,LED,NAV-EN2,10,,8,,N,,N,Y,Y,N,Y,N,N,N,2011/05/12 00:00:00+00,,,,N,N,N,2TS2-Typ 2,FIBER,TACTIS,MMU-16LEip,EMER,,CONTRACT,NEC Service Box next to Cabinet,N,"7, 2, 3","3S12RYG, 3S12RYGARW, 4SRYGGARW",N,Y,2022/08/24 00:00:00+00,RACK, ,34,,E2218650,"3.40, 3.33SEd, 3.33SEd, 3.33SEd, 3.57b OS-9, 3.57b OS-9, 3.57b Linux","12-MAY-11, 05-JAN-12, 23-MAY-12, 30-JUN-16, 26-FEB-19, 03-JAN-20, 13-NOV-21","05-JAN-12, 23-MAY-12, 30-JUN-16, 26-FEB-19, 03-JAN-20, 13-NOV-21","124158, 117268, 130957, 117845, 116126, 129928, 163134","M52, M52, M52, M52, M52, M52, M60",EDI,2022/08/24 00:00:00+00,121,3,0,N,Alaskan Way S and King St and Railroad Way,,P8,,,,,,,,,,2011/05/12 00:00:00+00,0
81340,554856,SGL-1057,ALASKAN WAY S AND S ATLANTIC ST                                                                                                                                                                                                                                ,2023/09/15 00:00:00+00,GOOD,,INSVC,DISTRICT2, ,N,74,,1,30385,43316,SEMI,SOUTH,2011/06/28 00:00:00+00,RAYNESL,2011/04/29 13:42:07+00,SDOT,2011/06/28 00:00:00+00,2,Built by WSDOT,SDOT,CITY,,N,N,LED,Reese,4,2011/06/28 00:00:00+00,4,,N,,N,N,Y,Y,N,Y,N,Y,2011/06/28 00:00:00+00,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU-16LEip,"EMER, RR",,CONTRACT,SEC by RR Bungalo in Northern TC Type II H/H  (originates f/vault in ctr. of intersection).,N,"7, 2, 1","3S12RYG, 4SRYYGARW, 4SRYGGARW",N,N,2022/09/13 00:00:00+00,RACK, ,,,E1991241,"3.40LRT, 3.57b LINUX , 3.57b Linux","28-JUN-11, 06-DEC-11, 16-AUG-21","06-DEC-11, 16-AUG-21","124160, 161899, 159037","M52, M60, M60-ATC",EDI,2022/09/13 00:00:00+00,121,4,2,N,,,P8,,,,,,,,,,2011/06/28 00:00:00+00,0
81341,567566,SGL-1058,S JACKSON ST BETWEEN 12TH AVE S AND 14TH AVE S                                                                                                                                                                                                                 ,2023/09/19 00:00:00+00, ,,INSVC,DISTRICT3, ,N,74,,20494,1, ,SEMI,DOWNTOWN,,BACHMAR,2011/05/24 10:49:03+00,SDOT,,,, , ,,Y,Y,LEDCD,NAV-EN2,2,2014/08/27 00:00:00+00,2,2014/08/27 00:00:00+00,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ 2,FIBER,TACTIS,MMU-16LEip,,,SDOT,57 Ft E of Cabinet in Type II H/H,N,4,3S12RYG,N,N,2023/05/19 00:00:00+00,RACK, ,,,120308589,3.33SEd,27-AUG-14,,84842,M52,EDI,2023/05/19 00:00:00+00,120,2,0,N,S. Jackson Street and 13th Ave. S Landing,, ,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Jack-13.pdf,,,,,,,,,2014/08/27 00:00:00+00,1
81342,573365,SGL-1059,52ND AVE S AND RAINIER AVE S                                                                                                                                                                                                                                   ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT2, ,N,74,,1,35460,81726,SEMI,SOUTH,2015/07/09 00:00:00+00,RAYNESL,2011/08/22 09:01:41+00,SDOT,,1,, ,NONE,,Y,N,LED,NAV-EN2,2,2015/07/09 00:00:00+00,2,2015/07/09 00:00:00+00,N,,N,Y,N,N,N,N,N,N,,,,,N,N,N,3TS2,FIBER,TACTIS,MMU-16LEip,754,,SDOT,NEC Meter box,N,4,3S12RYG,N,N,2022/08/15 00:00:00+00,RACK, ,30,,110103128,3.55,09-JUL-15,,144236,M52,EDI,2022/08/15 00:00:00+00,120,1,52,N,,, ,,,,,,,,,,2015/07/09 00:00:00+00,0
81343,573366,SGL-1060,SW AVALON WAY AND SW GENESEE ST                                                                                                                                                                                                                                ,2022/10/28 00:00:00+00,GOOD,2013/01/23 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,32143,55718,SEMI,SOUTH,2012/12/31 00:00:00+00,NURHUSA,2011/08/22 09:08:02+00,SDOT,2013/01/23 00:00:00+00,2,,SDOT,CITY,,N,N,LEDCD,Reese,4,2012/12/31 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TIME-BASE,MMU-16LEip,EMER,,SDOT,NWC Wood Pole in Breaker Box 12' above surface,N,"6, 2","3S12RYG, 4SRYGGARW",N,N,2022/10/19 00:00:00+00,RACK, ,30,,E2508625,"3.40, 3.57b","23-JAN-13, 30-OCT-19",,"129928, 124711","M52, M52",EDI,2022/10/19 00:00:00+00,123,3,6,N,,2012/12/31 00:00:00+00,A5,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL1060-WARRANTSTUDY-20071101.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL1060-PLAN-20120908.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\Avalon_Way_12[2].pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\Avalon_Way5_[2].pdf,,,,,,,4
81344,573952,SGL-1061,39TH AVE S AND RAINIER S AVE S                                                                                                                                                                                                                                 ,2023/09/18 00:00:00+00, ,2011/12/07 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,337795,66651,SEMI,SOUTH,2011/12/07 00:00:00+00,NURHUSA,2011/09/14 14:21:08+00,SDOT,2011/12/07 00:00:00+00,1,,SDOT,CITY,,Y,Y,LED,Reese,2,2011/11/30 00:00:00+00,2,2011/12/07 00:00:00+00,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU-16LEip,EMER,,SDOT,NWC of Rainier in Type 3 H/H (Behind Cabinet),N,4,3S12RYG,N,N,2022/08/23 00:00:00+00,RACK, ,30,,120101704,3.33SEd,30-NOV-11,,123404,M52,EDI,2022/08/23 00:00:00+00,120,2,0,N,,2011/12/07 00:00:00+00,A1,,,,,,,,,,,0
81345,573978,SGL-1062,RAINIER AVE S AND S FRONTENAC ST                                                                                                                                                                                                                               ,2023/09/18 00:00:00+00,GOOD,2012/01/24 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34441,73149,SEMI,SOUTH,2012/01/24 00:00:00+00,NURHUSA,2011/09/15 13:37:29+00,SDOT,2012/01/24 00:00:00+00,1,,SDOT,CITY,,N,Y,LED,Reese,2,2012/01/25 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU-16LEip,EMER,,SDOT,NWC H/H (Next to Cabinet) - Also SCL Wood Pole #1325261,N,4,3S12RYG,N,N,2022/08/22 00:00:00+00,RACK, ,30,,110405220,3.33SEd,24-JAN-12,,103940,M52,EDI,2022/08/22 00:00:00+00,119,1,48,N,,, ,,,,,,,,,,2012/01/24 00:00:00+00,0
81346,575555,SGL-1063,WESTLAKE AVE N AND ALOHA ST                                                                                                                                                                                                                                    ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT7, ,N,74,,1,28734,35127,FULL,CENTRAL,,RAYNESL,2011/11/09 13:40:53+00,SDOT,,1,, ,NONE,,N,N,LED,Polara EN2,0,,6,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,Y,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,,, ,NEC in Type VI H/H (Next to signal cabinet),N,"4, 3, 1","3S12RYG, 3S12RYGARW, 3SBike 8""",N,N,2022/03/10 00:00:00+00,RACK, ,,,E19611766,"3.57b, 3.57b Linux","27-SEP-16, 14-MAR-17",14-MAR-17,"150549, 153956","M60, M60",EDI,2022/03/10 00:00:00+00,121,3,0,N,,, ,,,,,,,,,,,0
81347,577992,SGL-1064,S JACKSON ST BETWEEN ALASKAN WAY S AND ALASKAN E RDWY WAY S                                                                                                                                                                                                    ,2023/10/30 00:00:00+00,GOOD,2011/12/21 00:00:00+00,INSVC,DISTRICT2,DISTRICT7,N,74,,20480,1, ,SEMI,DOWNTOWN,2011/12/21 00:00:00+00,BACHMAR,2011/12/22 13:29:55+00,SDOT,2018/10/04 00:00:00+00,,,SDOT, ,,N,N,LED,NAV-EN2,6,2011/12/21 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS1,FIBER,TACTIS,MMU2-16LEi,,,CONTRACT,SEC Service Disconnect (Next to Cabinet),N,"2, 10, 2","3SBike 8"", 3S12RYG, 3S12RYGARW",N,N,2023/05/16 00:00:00+00,RACK, ,30,,E1882107,"3.32SEh, 3.22SEd, 3.57b OS-9, 3.57b, 3.57b, 3.57b Linux","21-DEC-11, 10-JUL-12, 03-SEP-20, 12-DEC-20, 13-NOV-21, 14-OCT-23","10-JUL-12, 03-SEP-20, 12-DEC-20, 13-NOV-21, 14-OCT-23","67475, 130955, 132563, 105602, 166546, 179405","M34, M52, M52, M52, M60, M60",EDI,2023/05/16 00:00:00+00,120,4,6,N,,,P8,,,,,,,,,,,0
81348,579951,SGL-1065,1ST AVE AND CLAY ST                                                                                                                                                                                                                                            ,2022/01/27 00:00:00+00,GOOD,2012/12/13 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29677,39532,PRE,DOWNTOWN,2012/12/27 00:00:00+00,NURHUSA,2012/02/15 11:13:06+00,SDOT,2012/12/13 00:00:00+00,2,, ,CITY,,N,N,LEDCD,,,2012/12/13 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,LT216E,,,SDOT,NEC Meter box (next to cabinet),N,6,3S8RYG,N,N,2022/01/25 00:00:00+00, , ,,,9753,"3.33SEd, 3.57b Linux","27-DEC-12, 18-JUL-18",13-APR-16,"117269, 153316","M52, M60",EAGLE,2022/01/25 00:00:00+00,124,2,35,N,,,P1,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\1st_Av_S_4.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\1st_Av_and_Clay_St_1H_ final_T[4].pdf,,,,,,,,,2
81349,580118,SGL-1066,40TH AVE NE AND SAND POINT WAY NE                                                                                                                                                                                                                              ,2023/09/18 00:00:00+00,GOOD,,INSVC,DISTRICT4, ,N,74,,1,26247,16733,SEMI,NORTH,2013/01/16 00:00:00+00,NURHUSA,2012/02/21 09:04:08+00,SDOT,2013/01/16 00:00:00+00,1,,SDOT,CITY,,N,N,LED,Reese,6,2013/01/16 00:00:00+00,6,,N,,N,N,Y,N,Y,N,N,N,2013/01/16 00:00:00+00,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU2-16LEi,EMER,,CONTRACT,50' East of SEC in Type 5 H/H @ base of SCL Wood Pole #1335272,N,,,N,N,2023/03/14 00:00:00+00,RACK, ,30,,E1741230,3.33SEd,16-JAN-13,,132556,M52,EDI,2023/03/14 00:00:00+00,122,3,0,N,,,A4,,,,,,,,,,2013/01/16 00:00:00+00,0
81350,581476,SGL-1067,8TH AVE N AND MERCER SR ST                                                                                                                                                                                                                                     ,2021/08/06 00:00:00+00, ,,OUTSVC,DISTRICT7, ,N,74,,1,28766,35307,FULL,CENTRAL,,RAYNESL,2012/03/08 08:37:32+00,SDOT,,1,, ,NONE,,N,N,,,,,,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N, , , , ,,, ,,N,,,N,N,, , ,,,0,,,,,, ,,0,0,0,N,,, ,,,,,,,,,,,0
81351,582429,SGL-1068,1ST AVE S AND S WALKER ST                                                                                                                                                                                                                                      ,2023/01/19 00:00:00+00,GOOD,2013/06/21 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,31350,51512,SEMI,SOUTH,,NURHUSA,2012/03/30 08:57:40+00,SDOT,2018/05/25 00:00:00+00,1,, ,NONE,,N,Y,LEDCD,Reese,2,2013/06/21 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2,FIBER,TACTIS,LT216E,EMER,EMER,SDOT,NWC Service box on wood pole & NEC on SCL Wood Pole #1386038,N,4,3S12RYG,N,N,2022/09/16 00:00:00+00,STANDAL, ,30,,10415,3.33SEd,21-JUN-13,,132573,M52,EDI,2022/09/16 00:00:00+00,122,2,0,N,,, ,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\1st_Av_S_3[2].pdf,,,,,,,,,2013/06/21 00:00:00+00,1
81352,589171,SGL-1069,BOREN AVE N AND MERCER SR ST                                                                                                                                                                                                                                   ,2023/09/18 00:00:00+00, ,2018/05/25 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,28762,35303,SEMI,CENTRAL,2012/08/25 00:00:00+00,TUKUN,2012/08/06 12:42:00+00,SDOT,2018/05/25 00:00:00+00,1,, ,CITY,,N,Y,LED,Reese,4,2012/08/25 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,Y,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,EMER,,CONTRACT,25' E of SEC in TC/SL Vault,N,6,3S12RYG,N,N,2022/04/09 00:00:00+00,RACK, ,30,,E1826180,"3.33SEd, 3.33sed, 3.57b Linux","25-AUG-12, 28-AUG-14, 09-SEP-16","28-AUG-14, 09-SEP-16","125809, 135353, 150547","M52, M52, M60",EDI,2022/04/09 00:00:00+00,121,2,101,N,,2012/08/25 00:00:00+00, ,,,,,,,,,,,0
81353,589171,SGL-1069,BOREN AVE N AND MERCER SR ST                                                                                                                                                                                                                                   ,2023/09/18 00:00:00+00, ,2018/05/25 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,28762,35303,SEMI,CENTRAL,2012/08/25 00:00:00+00,TUKUN,2012/08/06 12:42:00+00,SDOT,2018/05/25 00:00:00+00,1,, ,CITY,,N,Y,LED,Reese,4,2012/08/25 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,Y,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,EMER,,CONTRACT,25' E of SEC in TC/SL Vault,N,6,3S12RYG,N,N,2022/04/09 00:00:00+00,RACK, ,30,,E1826180,"3.33SEd, 3.33sed, 3.57b Linux","25-AUG-12, 28-AUG-14, 09-SEP-16","28-AUG-14, 09-SEP-16","125809, 135353, 150547","M52, M52, M60",EDI,2022/04/09 00:00:00+00,121,2,101,N,,2012/08/25 00:00:00+00, ,,,,,,,,,,,0
81354,592196,SGL-1070,BROADWAY AND E HOWELL ST                                                                                                                                                                                                                                       ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT3, ,N,74,,1,29072,36388,SEMI,DOWNTOWN,,RAYNESL,2012/11/16 08:06:44+00,SDOT,2018/05/25 00:00:00+00,2,, ,NONE,,N,N,LED,Polara EN2,0,,6,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU-16LEip,,, ,"NEC in ""TC SL"" Type III H/H - No fuse",N,"2, 4, 2","2S8, 3S12RYG, 3SBike 8""",N,N,2022/02/15 00:00:00+00,RACK, ,8.00/80,,E1868518,"3.40, 3.55, 3.57b OS-9","03-OCT-13, 08-DEC-15, 24-OCT-17","08-DEC-15, 24-OCT-17","134307, 134309, 125807","M52, M52, M52",EDI,2022/02/15 00:00:00+00,121,2,1,N,,, ,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Bwy-Howell.pdf,,,,,,,,,,1
81355,592197,SGL-1071,BROADWAY AND MARION ST                                                                                                                                                                                                                                         ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT3, ,N,74,,1,29784,40307,SEMI,DOWNTOWN,,RAYNESL,2012/11/16 08:08:07+00,SDOT,2018/05/25 00:00:00+00,2,, ,NONE,,N,N,LED,CCU-EN2,4,,6,,Y,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU2-16LEi,,, ,"NEC ""TC/SL"" Type III H/H",N,6,3S12RYG,N,N,2022/02/10 00:00:00+00,RACK, ,,,E0068908,3.33SEd,26-AUG-14,,134306,M52,EDI,2022/02/10 00:00:00+00,122,2,0,N,,, ,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Bwy-Marion.pdf,,,,,,,,,,1
81356,592198,SGL-1072,BROADWAY AND TERRACE ST                                                                                                                                                                                                                                        ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT3, ,N,74,,1,29818,40346,SEMI,DOWNTOWN,,RAYNESL,2012/11/16 08:09:10+00,SDOT,2018/05/25 00:00:00+00,2,, ,NONE,,N,N,LED,Polara EN2,4,,4,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,COPPER,TACTIS,MMU-16LEip,,,CONTRACT,NE Corner Type 5 Hand Hole,N,"2, 6","3SBike 8"", 3S12RYG",N,N,2022/02/09 00:00:00+00,RACK, ,7.45/48,,160210556,"3.33SEd, 3.57b OS-9","25-JUL-13, 29-MAR-18",29-MAR-18,"134308, 139645","M52, M52",EDI,2022/02/09 00:00:00+00,122,2,0,N,,,P7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\fhs-Bwy-Terrace.pdf,,,,,,,,,,1
81357,592199,SGL-1073,13TH AVE W AND W NICKERSON ST                                                                                                                                                                                                                                  ,2023/05/24 00:00:00+00,GOOD,2014/09/23 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1838,26726,21520,SEMI,CENTRAL,,RAYNESL,2012/11/16 08:10:57+00,SDOT,2014/09/23 00:00:00+00,1,,SDOT,NONE,,Y,N,LEDCD,NAV-EN2,8,2014/09/23 00:00:00+00,8,2014/09/23 00:00:00+00,N,,N,Y,N,N,N,N,N,N,,,,,Y,Y,N,3TS1,COPPER,TACTIS,MMU-16LEip,OPT3M,,SDOT,NWC Service box (Next to Cabinet),Y,10,3S12RYG,N,N,2023/05/03 00:00:00+00,RACK, ,,,090907420,3.33SEd,23-SEP-14,,105603,M52,EDI,2023/05/03 00:00:00+00,121,2,7,N,,, ,,,,,,,,,,2014/09/23 00:00:00+00,0
81358,594812,SGL-1075,17TH AVE W AND W DRAVUS ST                                                                                                                                                                                                                                     ,2023/09/19 00:00:00+00,GOOD,2014/07/24 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,26471,20320,SEMI,CENTRAL,,NURHUSA,2013/01/11 13:25:44+00,SDOT,2014/07/24 00:00:00+00,1,, ,NONE,,Y,N,LEDCD,NAV-EN2,8,2014/07/24 00:00:00+00,8,2014/07/24 00:00:00+00,N,,N,Y,N,N,N,N,N,N,,,,,Y,Y,N,3TS2-TYPE2,FIBER,TACTIS,MMU-16LEip,OPT3M,,SDOT,"SEC Meter Box, Type 3 Service (Next to Cabinet with Meter)",N,8,3S12RYG,N,N,2023/05/04 00:00:00+00,RACK, ,,,120601868,3.33SEd,24-JUL-14,,115161,M52,EDI,2023/05/04 00:00:00+00,122,3,4,N,,, ,,,,,,,,,,2014/07/24 00:00:00+00,0
81359,596487,SGL-1078,DEXTER AVE N AND REPUBLICAN ST                                                                                                                                                                                                                                 ,2023/09/15 00:00:00+00, ,,INSVC,DISTRICT7, ,N,74,,1,28775,35320,FULL,CENTRAL,2013/04/03 00:00:00+00,TUKUN,2013/04/03 13:28:51+00,SDOT,,1,, ,NONE,,N,N,LEDCD,"Polara EN2, BULLDOG","7, 1",,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,,, ,"NEC ""TC/SL"" Type V H/H (Next to cabinet)",N,8,3S12RYG,N,N,2022/03/16 00:00:00+00,RACK, ,,,120609172,"3.33 SEd, 3.33SEd, 3.57b Linux","18-MAY-13, 13-SEP-16, 24-OCT-16","17-SEP-16, 24-OCT-16","131891, 87261, 150544","M52, M52, M60",EDI,2022/03/16 00:00:00+00,122,4,0,N,,, ,,,,,,,,,,,0
81360,597294,SGL-1079,HIGHLAND DR AND QUEEN ANNE AVE N                                                                                                                                                                                                                               ,2023/09/18 00:00:00+00, ,,INSVC,DISTRICT7, ,N,74,,1,28586,34144,SEMI,CENTRAL,,TUKUN,2013/05/15 13:41:06+00,SDOT,,2,, ,NONE,,N,Y,LED,BULLDOG,2,,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,NSM-6,,, ,SEC SCL Service box next to cabinet,N,4,3S12RYG,N,N,2023/05/04 00:00:00+00,STANDAL, ,,,020323108,3.33SEd,20-JUL-21,,106582,M52,EDI,2023/05/04 00:00:00+00,121,1,40,N,,, ,,,,,,,,,,,0
81361,600318,SGL-1080,SAND POINT WAY NE AND NE 52ND ST                                                                                                                                                                                                                               ,2023/09/15 00:00:00+00, ,,INSVC,DISTRICT4, ,N,74,,1,26227,16708,SEMI,NORTH,,DARRATA,2013/05/28 07:48:05+00,SDOT,,1,, ,NONE,,N,N,LED,NAV-EN2,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2, ,TIME-BASE,MMU2-16LEi,,,SDOT,SEC Service Disconnect next to cabinet (Sand Point E/W),N,8,3S12RYG,N,N,2023/03/09 00:00:00+00,RACK, ,30,,E1976959,"3.33SEd, 3.33SEd","25-FEB-14, 22-AUG-19",22-AUG-19,"120132, 92903","M52, M52",EDI,2023/03/09 00:00:00+00,122,3,0,N,,2014/02/25 00:00:00+00, ,,,,,,,,,,2014/02/25 00:00:00+00,0
81362,606250,SGL-1081,ALASKAN WAY AND PINE ST                                                                                                                                                                                                                                        ,2023/01/03 00:00:00+00, ,,OUTSVC,DISTRICT7, ,N,74,,1,29596,39324,SEMI,DOWNTOWN,,RAYNESL,2013/10/14 12:01:09+00,SDOT,,1,, ,NONE,,N,N,,,,,,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N, , , , ,,, ,,N,,,N,N,, , ,,,0,,,,,, ,,0,0,0,N,,, ,,,,,,,,,,,0
81363,609660,SGL-1082,AURORA AVE N AND N 95TH ST                                                                                                                                                                                                                                     ,2023/09/15 00:00:00+00, ,,INSVC,DISTRICT5, ,N,74,,1,37327,232311,FULL,NORTH,,RAYNESL,2013/12/06 15:12:15+00,SDOT,,1,, ,NONE,,N,N,LED,NAV-EN2,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU-16LEip,,, ,NWC Service Box next to cabinet,N,8,3S12RYG,N,N,2023/04/05 00:00:00+00,RACK, ,,,E1710526,3.33SEd,23-DEC-13,,137960,M52,EDI,2023/04/05 00:00:00+00,122,4,0,N,,, ,,,,,,,,,,2014/08/25 00:00:00+00,0
81364,613216,SGL-1083,COLORADO AVE S AND S ATLANTIC ST                                                                                                                                                                                                                               ,2023/11/17 00:00:00+00, ,,INSVC,DISTRICT2, ,N,74,,1,30386,43317,FULL,SOUTH,2014/01/25 00:00:00+00,DARRATA,2014/01/27 12:34:03+00,SDOT,,2,, ,NONE,,N,N,LEDCD,NAV-EN2,4,,4,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,6TS2,FIBER, ,MMU-16LEip,,,WSDOT,"45' East of NEC of Frontage/Atlantic in Type III ""SL"" H/H",N,"3, 5, 1","3S12RYG, 3S12RYGA, 4SRYGGARW",N,N,2022/09/13 00:00:00+00,RACK, ,34,,E1961765,"3.33SEd, 3.57b OS-9, 3.57b OS-9, 3.57b OS-9","25-JAN-14, 08-SEP-18, 20-FEB-19, 20-APR-19","08-SEP-18, 20-FEB-19, 20-APR-19","132560, 104146, 125805, 114039","M52, M52, M52, M52",EDI,2022/09/13 00:00:00+00,122,4,1,N,,2018/09/08 00:00:00+00, ,,,,,,,,,,2014/01/25 00:00:00+00,0
81365,613983,SGL-1084,MERCER ST AND WARREN AVE N                                                                                                                                                                                                                                     ,2023/09/15 00:00:00+00, ,,INSVC,DISTRICT7, ,N,74,,1,28918,35706,FULL,CENTRAL,,RAYNESL,2014/02/21 13:22:29+00,SDOT,,1,, ,NONE,,N,N,LED,NAV-EN2,8,,8,,N,,N,N,N,N,N,N,N,N,,,,,Y,Y,Y,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,,,CONTRACT,SWC in Type 5 H/H,N,8,3S12RYG,N,N,2023/05/09 00:00:00+00,RACK, ,30,,130907936,"3.51a, 3.57b","29-APR-14, 09-SEP-16",09-SEP-16,"135696, 150366","M52, M60",EDI,2023/05/09 00:00:00+00,121,3,0,N,,, ,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\Sensys Design WAR_MERCER.pdf,,,,,,,,,2014/04/29 00:00:00+00,1
