OBJECTID,COMPKEY,UNITID,UNITDESC,MODDTTM,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,DESCRIPTION,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDBY,ADDDTTM,OWNERSHIP,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,OVERRIDECOMMENT,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,SYSCONTROLTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,SIGASSSERVICEPT,JOINTOWNERSHIPYN,VH_QUANTITY,VH_MODELTYPE,LOUVEREDVISORYN,OPTPGMEDHDSYN,CABLASTPMDT,DETMODULETYPECD,CCIMODELTYPECD,ETHERNETSFTWRREVLVL,CCISFTWRREVLVL,MMUSERIALNBR,CO_SOFTWRREV,CO_INSTALLDT,CO_REMOVALDT,CO_SERIALNBR,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,VOLTS,AMPS,GROUNDRESISTANCE,MULTIINTERSECTIONSYN,ADDTLINTDESC,LASTSIGNALOPTDT,LAMPINGGROUPCD,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,PEDPSHINSTALLDT,NUM_ATTACHMENTS
80399,272931,SGL-535,15TH AVE S AND S LUCILE ST                                                                                                                                                                                                                                     ,2023/07/14 00:00:00+00,FAIR,2014/04/29 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,33362,65712,SEMI,SOUTH,,GISADMIN,2005/03/17 17:11:58+00,SDOT,2014/04/29 00:00:00+00,2,, ,CITY,,N,N,LEDCD,Reese,8,2014/04/28 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,Y,N,N,2TS2-Typ1, ,TIME-BASE,MMU2-16LEi,,, ,SEC City Lgt Wood Pole #1326432,Y,"4, 4","3S8RYG, 3S12RYG",N,N,2022/09/21 00:00:00+00,RACK, ,,,E2511704,"SP2, 3.57b","03-JUN-98, 13-JUL-23",,"73759, 87264","LC8000, M60",EDI,2023/07/13 00:00:00+00,121,2,8,N,,,A3,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TM-SGL-535-DWG-20091019-SENSYS_BMP 2009.pdf,,,,,,,,,2000/06/23 00:00:00+00,1
80400,272932,SGL-605,EAST MARGINAL WAY S AND S MICHIGAN ST                                                                                                                                                                                                                          ,2022/10/11 00:00:00+00,POOR,2008/09/05 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,34222,71509,SEMI,SOUTH,,GISADMIN,2005/03/17 17:11:58+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,NAV-EN2,6,,12,,N,,N,N,Y,N,Y,N,N,N,,,,,N,Y,Y,3TS2-Typ1+,FIBER,TACTIS,MMU2-16LEi,,, ,SEC Meter Box (Next to cabinet),N,"8, 2","3S12RYG, 3S12RYGARW",N,N,2022/10/06 00:00:00+00,RACK, ,30,,E0107000,"3.32SEG, 3..SEd, 3.57b Linux","06-JUN-03, 12-MAY-10, 04-JAN-18","12-MAY-10, 04-JAN-18","44601, 117846, 153299","M34, M52, M60",EDI,2022/10/06 00:00:00+00,121,5,0,N,,,S5,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR E Marginal_Michigan605.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\ITS3_39.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\ITS_38.pdf,,,,,,,,3
80401,272933,SGL-165,BOREALIS AVE AND DENNY WAY                                                                                                                                                                                                                                     ,2023/09/19 00:00:00+00,POOR,2008/09/16 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29517,39114,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:58+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,"Reese, NAV-iN2","4, 10",,10,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU2-16LEi,EMER,, ,SEC Service Pedestal,N,"7, 4, 1","3S12RYG, OPT3M, 4SRYYGARW",N,N,2022/05/02 00:00:00+00,RACK, ,,,E1994578,"3.32SEG, 2.10, 3.32SEh, 3.57b Linux","22-AUG-02, 11-APR-91, 19-APR-19, 11-FEB-21","19-APR-19, 22-AUG-02, 11-FEB-21","67592, 1534, 66942, 163617","M34,  , M34, M60",EDI,2022/05/02 00:00:00+00,124,3,2,N,,,S8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-20010131.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-20010104.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-19921218.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-19920825.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19890825.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19890524.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19770916.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19761001.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-0303.pdf,,9
80402,272933,SGL-165,BOREALIS AVE AND DENNY WAY                                                                                                                                                                                                                                     ,2023/09/19 00:00:00+00,POOR,2008/09/16 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29517,39114,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:58+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,"Reese, NAV-iN2","4, 10",,10,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU2-16LEi,EMER,, ,SEC Service Pedestal,N,"7, 4, 1","3S12RYG, OPT3M, 4SRYYGARW",N,N,2022/05/02 00:00:00+00,RACK, ,,,E1994578,"3.32SEG, 2.10, 3.32SEh, 3.57b Linux","22-AUG-02, 11-APR-91, 19-APR-19, 11-FEB-21","19-APR-19, 22-AUG-02, 11-FEB-21","67592, 1534, 66942, 163617","M34,  , M34, M60",EDI,2022/05/02 00:00:00+00,124,3,2,N,,,S8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-20010131.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-20010104.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-19921218.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-WORKORDER-19920825.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19890825.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19890524.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19770916.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-19761001.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL165-PLAN-0303.pdf,,9
80403,272934,SGL-946,24TH AVE NE AND LAKE CITY WAY NE                                                                                                                                                                                                                               ,2023/03/31 00:00:00+00,POOR,2008/07/07 00:00:00+00,INSVC,DISTRICT5, ,N,74,,1,37612,234102,SEMI,NORTH,2000/05/09 00:00:00+00,GISADMIN,2005/03/17 17:11:59+00,SDOT,2008/12/15 00:00:00+00,1,, ,HALFPED,,N,N,LEDCD,NAV-EN2,6,,6,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU2-16LEi,EMER,, ,NEC next to cabinet,Y,"8, 1","3S12RYG, 4SRYYGARW",N,N,2023/02/07 00:00:00+00,RACK, ,30,,E1913502,"3.32SEG, 3.55 Linux","27-SEP-05, 09-JUL-22",22-SEP-15,"86897, 143279","M52, M52",EDI,2023/02/07 00:00:00+00,122,3,1,N,,,A5,,,,,,,,,,2015/09/22 00:00:00+00,0
80404,272935,SGL-627,CHELAN AVE SW AND SW SPOKANE SR ST                                                                                                                                                                                                                             ,2023/09/19 00:00:00+00,POOR,2008/09/10 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,32010,55105,FULL,SOUTH,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,Reese,6,,12,,N,,N,N,Y,N,Y,Y,N,Y,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU-16LEip,EMER,, ,NWC on City Lgt Wood Pole #1385016,N,"12, 2","3S12RYGARW, OPT3M",N,N,2022/09/28 00:00:00+00,RACK, ,,,E1994428,"CLMATS7.4.20, 8M, 3.57b Linux, 3.57b Linux, 3.57b Linux","30-APR-03, 03-FEB-00, 01-APR-20, 26-SEP-20, 10-SEP-22","01-APR-20, 30-APR-03, 26-SEP-20, 10-SEP-22","25109916, 14129646, 154392, 164029, 159057","LMD9200, LMD8000, M60-ATC, M60-ATC, M60-ATC",EDI,2022/09/28 00:00:00+00,121,3,40,N,,,P5,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR Chelan_Spokane627.pdf,,,,,,,,,,1
80405,272935,SGL-627,CHELAN AVE SW AND SW SPOKANE SR ST                                                                                                                                                                                                                             ,2023/09/19 00:00:00+00,POOR,2008/09/10 00:00:00+00,INSVC,DISTRICT1, ,N,74,,1,32010,55105,FULL,SOUTH,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,Reese,6,,12,,N,,N,N,Y,N,Y,Y,N,Y,,,,,N,N,N,3TS2-Typ1+,FIBER,TACTIS,MMU-16LEip,EMER,, ,NWC on City Lgt Wood Pole #1385016,N,"12, 2","3S12RYGARW, OPT3M",N,N,2022/09/28 00:00:00+00,RACK, ,,,E1994428,"CLMATS7.4.20, 8M, 3.57b Linux, 3.57b Linux, 3.57b Linux","30-APR-03, 03-FEB-00, 01-APR-20, 26-SEP-20, 10-SEP-22","01-APR-20, 30-APR-03, 26-SEP-20, 10-SEP-22","25109916, 14129646, 154392, 164029, 159057","LMD9200, LMD8000, M60-ATC, M60-ATC, M60-ATC",EDI,2022/09/28 00:00:00+00,121,3,40,N,,,P5,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Condition Assessments\TSCR Chelan_Spokane627.pdf,,,,,,,,,,1
80406,272936,SGL-7,1ST AVE S AND S WASHINGTON ST                                                                                                                                                                                                                                  ,2022/01/13 00:00:00+00,FAIR,2008/08/15 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,30362,43126,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,LEDCD,,,2012/10/08 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,MMU2-16LEi,EMER,, ,1st/Yesler SWC in City Lgt Vault in sidewalk next to cabinet,N,10,3S8RYG,N,N,2022/01/10 00:00:00+00,RACK, ,,,171012283,"3.32SEg, 3.33SEd","22-SEP-97, 13-JUN-14",,"67760, 92900","M34, M52",EDI,2022/01/10 00:00:00+00,121,2,0,N,,, ,,,,,,,,,,,0
80407,272937,SGL-806,24TH AVE NW AND NW 57TH ST                                                                                                                                                                                                                                     ,2023/09/21 00:00:00+00,POOR,2008/07/16 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25142,11135,SEMI,NORTH,1988/10/11 00:00:00+00,GISADMIN,2005/03/17 17:11:59+00,SDOT,2009/03/12 00:00:00+00,2,, ,CITY,,N,N,LEDCD,NAV-EN2,4,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,, ,NEC SCL WOOD POLE #1374982,N,8,3S8RYG,N,N,2023/05/01 00:00:00+00,STANDAL, ,,,60943,"SP2, SP2, 3.32SEh","21-JAN-99, 25-JUL-11, 16-MAR-15","25-JUL-11, 16-MAR-15","81446, 73040, 31335","LC8000, LC8000, M34",EAGLE,2023/05/01 00:00:00+00,120,2,0,N,,,A2,,,,,,,,,,,0
80408,272938,SGL-691,8TH AVE NW AND NW 58TH ST                                                                                                                                                                                                                                      ,2023/05/19 00:00:00+00,POOR,2008/07/08 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,25408,12531,SEMI,NORTH,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2008/12/15 00:00:00+00,2,, ,HALFPED,,N,Y,LEDCD,Reese,2,2015/02/11 00:00:00+00,2,,N,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,NSM-6,,, ,SWC SCL WOOD POLE #1384661 IN YW BOX,Y,4,3S12RYG,N,N,2023/04/27 00:00:00+00,RACK, ,,,050600958,"11, CLMATS7.4.20, 3.57b Linux, 3.57b","04-MAY-04, 29-SEP-11, 05-FEB-19, 27-JUL-22","29-SEP-11, 05-FEB-19, 27-JUL-22","52415, 21146, 162190, 159044","LC40, LMD8000, M60, M60", ,2023/04/27 00:00:00+00,121,2,73,N,,,A2,,,,,,,,,,,0
80409,272939,SGL-509,BROADWAY AND JAMES ST                                                                                                                                                                                                                                          ,2022/02/11 00:00:00+00,GOOD,2013/12/07 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29801,40328,SEMI,DOWNTOWN,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2013/12/07 00:00:00+00,1,, ,CITY,,N,N,LEDCD,BULLDOG,8,2013/03/03 00:00:00+00,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,COPPER, ,MMU-16LEip,EMER,, ,SEC City Lgt Wood Pole #1308350 in OZ Box with Breakers,N,"6, 2","3S8RYG, 4SRYGGARW",N,N,2022/02/09 00:00:00+00,RACK, ,8.00/80,,161203659,"3.32SEG, 3.33SEd","13-MAY-03, 29-MAR-21",24-JUN-13,"66928, 134300","M34, M52",EDI,2022/02/09 00:00:00+00,121,3,1,N,,,P7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(16)_1.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(16).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(15).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(14).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf3(4).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf3(3).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf3(2).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\FHS -Bwy-James.pdf,,,8
80410,272940,SGL-89,BOREN AVE AND PINE ST                                                                                                                                                                                                                                          ,2023/09/22 00:00:00+00,EXCELLENT,2023/03/18 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29872,40527,PRE,DOWNTOWN,,GISADMIN,2005/03/17 17:11:59+00,SDOT,2023/03/18 00:00:00+00,1,, ,CITY,,N,N,"NEON, LED","CCU-iCCUS, NAV-IN2S","1, 8",,"4, 2",,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,3TS2-Type1, ,TACTIS,MMU2-16LEi,"764, 722",, ,Boren/Pike SWC CL Vault,N,"8, 1","3S8RYG, 3S12RYG",N,N,2022/04/19 00:00:00+00,RACK, ,,,E0005323,"3.32SEG, 2.21, 3.57b","03-JUL-02, 08-JUN-94, 18-MAR-23","18-MAR-23, 03-JUL-02","66947, 8915G, 176420","M34,  , M60",EDI,2023/03/18 00:00:00+00,119,2,8,N,,,S8,,,,,,,,,,2023/03/18 00:00:00+00,0
80411,272941,SGL-780,BOYLSTON AVE E AND E LYNN ST                                                                                                                                                                                                                                   ,2022/03/01 00:00:00+00,POOR,2008/08/21 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,28223,30148,SEMI,CENTRAL,,GISADMIN,2005/03/17 17:12:00+00,SDOT,2008/12/15 00:00:00+00,2,, ,CITY,,N,N,NEON,NONSTD,4,,8,,N,,N,N,Y,N,Y,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LT216E,,, ,SWC City Lgt Wood Pole,Y,5,OTH,N,N,2022/02/28 00:00:00+00,STANDAL, ,,,9804,"CLMATS 7.4.20, 8C","07-SEP-10, 23-FEB-05",07-SEP-11,"04973, 04951","LMD8000, LMD8000",EDI,2022/02/28 00:00:00+00,122,2,0,N,,,A4,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf5.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(18).pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\fmf4(17).pdf,,,,,,,,3
80412,272942,SGL-540,57TH AVE S AND RAINIER AVE S                                                                                                                                                                                                                                   ,2023/09/25 00:00:00+00,POOR,2008/08/11 00:00:00+00,INSVC,DISTRICT2, ,N,74,,1,35452,81717,SEMI,SOUTH,,GISADMIN,2005/03/17 17:12:00+00,SDOT,2009/09/03 00:00:00+00,1,, ,CITY,,N,N,"NEON, LED",Reese,2,,"3, 1",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,3TS2-TYPE2,FIBER,TACTIS,MMU-16LEip,,, ,SWC City Lgt Wood Pole in Y-W Box,N,"4, 1, 1","3S12RYG, 3S12RYGARW, 4SRYGGARW",N,N,2022/08/12 00:00:00+00,RACK, ,30,,111004041,"3.32SEG, 8L, 3.55, 3.57b","03-SEP-09, 31-MAY-96, 06-JAN-16, 27-JUN-19","23-SEP-09, 03-SEP-09, 27-JUN-19","104158, 24039508, 134307, 104158","M52, LMD8000, M52, M52",EDI,2022/08/12 00:00:00+00,120,3,0,N,,,A1,,,,,,,,,,,0
80413,272943,SGL-31,ALASKAN WR WAY AND YESLER WAY                                                                                                                                                                                                                                  ,2023/09/19 00:00:00+00,POOR,2008/09/05 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,30360,43120,FULL,DOWNTOWN,,GISADMIN,2005/03/17 17:12:00+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,LED,"STD, Polara EN2","6, 6",,8,,N,,N,N,Y,N,Y,Y,N,Y,,,,,N,N,N,6TS2,FIBER,TACTIS,MMU2-16LEi,FERRY,,CONTRACT,NEC Wood Pole (Split bolted - No fuses),N,"2, 2, 6","3S8RYG, 3S12RYG, 3S12RYGARW",N,N,2022/03/11 00:00:00+00,RACK, ,34,,170805066,"3.32SEG, 3.33SEg, 3.51a, 3.57b OS-9, 3.57b Linux, 3.57b, 3.57b Linux","04-FEB-03, 09-MAY-12, 13-MAR-14, 17-NOV-16, 12-OCT-18, 17-DEC-20, 14-NOV-21","04-MAY-12, 13-MAR-14, 15-MAY-14, 12-OCT-18, 17-DEC-20, 14-NOV-21","71716, 130960, 129927, 111656, 154311, 167573, 162193","M34, M52, M52, M52, M60, M60, M60",EDI,2022/03/11 00:00:00+00,119,3,38,N,,,P8,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-20020808.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-20061113.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-20070126.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDERS-2000-1990.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDERS-PRE1990.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-WORKORDER-20010521.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-PLAN-20061009.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-PLAN-19920511.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\TO-SGL-PLAN-19920413.pdf,,27
80414,272944,SGL-99,6TH AVE AND OLIVE WAY                                                                                                                                                                                                                                          ,2022/04/01 00:00:00+00,FAIR,2008/09/17 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29554,39151,PRE,DOWNTOWN,1978/02/02 00:00:00+00,GISADMIN,2005/03/17 17:12:00+00,SDOT,2012/10/12 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU-16LEip,,, ,7th/Olive NWC City Lgt Vault in sidewalk,N,6,3S8RYG,N,N,2022/03/12 00:00:00+00,RACK, ,,,090304654,"3.32SEH, 3.32SEh, 3.57b OS-9, 3.57b","09-APR-09, 17-NOV-18, 01-FEB-20, 19-MAY-21","17-NOV-18, 01-FEB-20, 19-MAY-21","49383, 67146, 114271, 110978","M34, M34, M52, M52",EDI,2022/03/12 00:00:00+00,125,2,0,Y,6TH AVE AND XW OLIVE-PINE,,P5,,,,,,,,,,,0
80415,272944,SGL-99,6TH AVE AND OLIVE WAY                                                                                                                                                                                                                                          ,2022/04/01 00:00:00+00,FAIR,2008/09/17 00:00:00+00,INSVC,DISTRICT7, ,N,74,,1,29554,39151,PRE,DOWNTOWN,1978/02/02 00:00:00+00,GISADMIN,2005/03/17 17:12:00+00,SDOT,2012/10/12 00:00:00+00,1,, ,CITY,,N,N,LEDCD,,,,8,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2TS2-Typ1,COPPER,TACTIS,MMU-16LEip,,, ,7th/Olive NWC City Lgt Vault in sidewalk,N,6,3S8RYG,N,N,2022/03/12 00:00:00+00,RACK, ,,,090304654,"3.32SEH, 3.32SEh, 3.57b OS-9, 3.57b","09-APR-09, 17-NOV-18, 01-FEB-20, 19-MAY-21","17-NOV-18, 01-FEB-20, 19-MAY-21","49383, 67146, 114271, 110978","M34, M34, M52, M52",EDI,2022/03/12 00:00:00+00,125,2,0,Y,6TH AVE AND XW OLIVE-PINE,,P5,,,,,,,,,,,0
80416,272945,SGL-741,BROADWAY AND XW E OLIVE ST                                                                                                                                                                                                                                     ,2022/02/14 00:00:00+00,GOOD,2013/05/06 00:00:00+00,INSVC,DISTRICT3, ,N,74,,1,29731,40106,SEMI,DOWNTOWN,2013/05/06 00:00:00+00,GISADMIN,2005/03/17 17:12:00+00,SDOT,2018/05/25 00:00:00+00,2,, ,MIDXWALK,,N,Y,LEDCD,TACTILE,2,2013/05/06 00:00:00+00,4,,Y,,Y,N,N,N,N,N,N,N,,,,,N,N,N,2,COPPER,TACTIS,NSM-6,,, ,East Side in Type 1 H/H (Next to Ramp),Y,"4, 2","3S12RYG, 3SBike",N,N,2022/02/11 00:00:00+00,STANDAL, ,,,9505-550,"3.32SEG, 3.32SEg, 3.33SEd","11-MAR-99, 20-AUG-12, 19-MAR-18","08-AUG-02, 19-MAR-18","51607, 67603, 110790","M34, M34, M52",EDI,2022/02/11 00:00:00+00,117,1,0,N,,,P7,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\WM-REF\broadway olive as-built.pdf,,,,,,,,,,1
80417,272946,SGL-919,NE BOAT ST AND NE PACIFIC ST                                                                                                                                                                                                                                   ,2023/09/22 00:00:00+00,POOR,2008/07/21 00:00:00+00,INSVC,DISTRICT4, ,N,74,,1,27147,23306,SEMI,NORTH,1997/11/19 00:00:00+00,GISADMIN,2005/03/17 17:12:00+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,NEON,Reese,4,,6,,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,, ,NWC in Type 3 H/H,N,8,3S8RYG,N,N,2023/04/06 00:00:00+00,RACK, ,,,81657,"CLMATS7.4.15, CLMATS 7.4.20","19-NOV-97, 01-OCT-20",,"25010013, 137524","LMD9200, LMD9200",EAGLE,2023/04/06 00:00:00+00,122,4,1,N,,,A2,,,,,,,,,,1997/11/19 00:00:00+00,0
80418,272947,SGL-286,8TH AVE NW AND NW 85TH ST                                                                                                                                                                                                                                      ,2023/09/22 00:00:00+00,POOR,2008/07/08 00:00:00+00,INSVC,DISTRICT6, ,N,74,,1,37181,231340,PRE,NORTH,1986/04/03 00:00:00+00,GISADMIN,2005/03/17 17:12:00+00,SDOT,2008/12/15 00:00:00+00,1,, ,CITY,,N,N,"NEON, LED",,,,"6, 2",,N,,N,N,N,N,N,N,N,N,,,,,N,N,N,2, ,TIME-BASE,LSM6,,, ,NWC SCL WOOD POLE #1350744 IN YW BOX NEAR CABINET,N,"6, 2","3S8RYG, 4SRYGGARW",N,N,2023/04/06 00:00:00+00,STANDAL, ,,,61519,"11, CLMATS 7.4.20, CLMATS7.4.15, CLMATS 7.4.15","17-NOV-04, 20-SEP-11, 05-JAN-12, 13-NOV-13","20-SEP-11, 05-JAN-12, 13-NOV-13","71410, 08079303H, 21166, 21085040","LC40, LMD8000, LMD8000, LMD9200", ,2023/04/06 00:00:00+00,120,2,71,N,,,S2,,,,,,,,,,,0
