zip,eiaid,utilityname,statevalue,servicetype,ownership,commrate,indrate,resrate
62849.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62886.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62843.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62899.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62421.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62859.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62869.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62806.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62844.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62419.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62814.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62878.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62833.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62809.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62852.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62815.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
62811.0,20222.0,Wayne-White Counties Elec Coop,IL,Bundled,Cooperative,0.1163231164485869,0.0766071611078935,0.1509275313807531
38261.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38355.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38201.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38369.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38241.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38237.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38255.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38316.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38225.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38224.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38229.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38358.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38257.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
38220.0,20228.0,Weakley County Mun Elec Sys,TN,Bundled,Municipal,0.1043717999212288,0.0790484096923156,0.0992756492967282
