SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
11340,71ST ST,KNOX RD,WARNER RD,2627,2,61.5,68.3,2021/03/18 07:00:00+00,Local,2021,960
10850,GRANDVIEW DR,YVONNE LN,KELLY LN,241,2,41.5,49.2,2021/03/18 07:00:00+00,Local,2021,961
11800,ASH AV,CALLE DE ARCOS DR,GREENTREE DR,849,2,35.7,43.1,2021/03/18 07:00:00+00,Local,2021,962
13150,LA VIEVE LN,LA VIEVE LN,LOS FELIZ DR,155,2,34,41.3,2021/03/20 07:00:00+00,Local,2021,963
10380,VERA LN,VERA LN,KNOX RD,667,2,39.2,46.8,2021/03/18 07:00:00+00,Local,2021,964
12630,LAKESHORE DR,KNOX RD,MYRNA LN,622,2,29.6,38.7,2021/03/20 07:00:00+00,Collector,2021,965
11350,71ST ST,WARNER RD,CARVER RD,2648,2,60,66.8,2021/03/18 07:00:00+00,Local,2021,966
10860,YVONNE LN,MYRTLE LN,GRANDVIEW DR,498,2,31.9,39.1,2021/03/18 07:00:00+00,Local,2021,967
11810,CALLE DE ARCOS DR,END,DATELAND DR,255,2,28.9,35.8,2021/03/18 07:00:00+00,Local,2021,968
13160,LA VIEVE LN,LOS FELIZ DR,KENWOOD LN,869,2,44,51.8,2021/03/20 07:00:00+00,Local,2021,969
10390,VERA LN,KNOX RD,DATELAND DR,208,2,35.7,43.2,2021/03/18 07:00:00+00,Local,2021,970
12640,LAKESHORE DR,MYRNA LN,CAROLINE LN,328,2,21.7,28.9,2021/03/20 07:00:00+00,Collector,2021,971
11360,KNOX RD,KYRENE RD,DROMEDARY DR,537,2,31.2,40.1,2021/03/18 07:00:00+00,Local,2021,972
10870,YVONNE LN,FOREST AV,MYRTLE LN,317,2,37.3,44.8,2021/03/18 07:00:00+00,Local,2021,973
11820,CALLE DE ARCOS DR,DATELAND DR,ASH AV,251,2,29.5,36.5,2021/03/18 07:00:00+00,Local,2021,974
13170,GREENTREE DR,LAKESHORE DR,POPLAR ST,639,2,55.1,62.4,2021/03/20 07:00:00+00,Local,2021,975
10400,VERA LN,DATELAND DR,ASH AV,404,2,32.1,39.3,2021/03/18 07:00:00+00,Local,2021,976
12650,LAKESHORE DR,CAROLINE LN,LA VIEVE LN,342,2,28.6,37.5,2021/03/20 07:00:00+00,Collector,2021,977
11370,KNOX RD,DROMEDARY DR,DATELAND DR,777,2,32.8,42,2021/03/18 07:00:00+00,Local,2021,978
10880,MYRTLE LN,YVONNE LN,MARIA LN,263,2,32.3,39.6,2021/03/18 07:00:00+00,Local,2021,979
11830,RANCH RD,END,DATELAND DR,308,2,27.6,34.3,2021/03/18 07:00:00+00,Local,2021,980
11840,MYRNA LN,END,WARNER RANCH RD,223,2,17.8,22.9,2021/03/18 07:00:00+00,Local,2021,981
13180,POPLAR ST,GREENTREE DR,CALLE DE ARCOS DR,686,2,36.8,44.4,2021/03/20 07:00:00+00,Local,2021,982
11380,DATELAND DR,KNOX RD,MYRNA LN,414,2,22.5,28.7,2021/03/18 07:00:00+00,Local,2021,983
12660,LAKESHORE DR,LA VIEVE LN,GREENTREE DR,342,2,65.9,71.8,2021/03/20 07:00:00+00,Collector,2021,984
10890,MYRTLE LN,MARIA LN,ALEXANDER BL,280,2,25.2,31.7,2021/03/18 07:00:00+00,Local,2021,985
10410,ASH AV,END,VERA LN,388,2,35.4,42.9,2021/03/18 07:00:00+00,Local,2021,986
10900,GRANDVIEW DR,MARIA LN,END,296,2,31.1,38.1,2021/03/18 07:00:00+00,Local,2021,987
12670,LAKESHORE DR,GREENTREE DR,RANCH RD,350,2,57.9,65.9,2021/03/20 07:00:00+00,Collector,2021,988
11390,DATELAND DR,MYRNA LN,CAROLINE LN,361,2,28.4,35.2,2021/03/18 07:00:00+00,Local,2021,989
13190,RANCH RD,LAKESHORE DR,OAK ST,469,2,40.9,48.6,2021/03/20 07:00:00+00,Local,2021,990
11850,MYRNA LN,WARNER RANCH RD,MYRTLE LN,793,2,26.5,33.2,2021/03/18 07:00:00+00,Local,2021,991
10420,ASH AV,VERA LN,AMANDA LN,284,2,38.3,45.9,2021/03/18 07:00:00+00,Local,2021,992
10910,MARIA LN,MILL AV,GRANDVIEW DR,147,2,30.5,37.4,2021/03/18 07:00:00+00,Local,2021,993
12680,LAKESHORE DR,RANCH RD,CALLE DE ARCOS DR,416,2,68,73.9,2021/03/20 07:00:00+00,Collector,2021,994
11400,DATELAND DR,CAROLINE LN,LA VIEVE LN,356,2,20.4,26.2,2021/03/18 07:00:00+00,Local,2021,995
13200,OAK ST,RANCH RD,CALLE DE ARCOS DR,322,2,45.4,53.2,2021/03/20 07:00:00+00,Local,2021,996
11860,MYRNA LN,MYRTLE LN,END,405,2,19.9,25.4,2021/03/18 07:00:00+00,Local,2021,997
10430,AMANDA LN,ASH AV,KNOX RD,463,2,33.3,40.6,2021/03/18 07:00:00+00,Local,2021,998
12690,LAKESHORE DR,CALLE DE ARCOS DR,WARNER RD,214,2,43.2,54.6,2021/03/20 07:00:00+00,Collector,2021,999
10920,MARIA LN,GRANDVIEW DR,MYRTLE LN,516,2,42.7,50.5,2021/03/18 07:00:00+00,Local,2021,1000
11410,DATELAND DR,LA VIEVE LN,DATELAND DR,314,2,31.3,38.4,2021/03/18 07:00:00+00,Local,2021,1001
13210,CALLE DE ARCOS DR,LAKESHORE DR,OAK ST,485,2,43,50.8,2021/03/20 07:00:00+00,Local,2021,1002
11870,MYRTLE LN,MYRNA LN,JEANINE DR,249,2,22.1,28.1,2021/03/18 07:00:00+00,Local,2021,1003
10440,KNOX RD,VERA LN,AMANDA LN,188,2,27.9,34.6,2021/03/18 07:00:00+00,Local,2021,1004
12700,DORSEY LN,WARNER RD,LOS ARBOLES DR,284,2,76.2,77.4,2021/10/15 07:00:00+00,Local,2021,1005
10930,MARIA LN,MYRTLE LN,END,394,2,34.2,41.5,2021/03/18 07:00:00+00,Local,2021,1006
11420,DATELAND DR,DATELAND DR,GREENTREE DR,334,2,28.3,35.1,2021/03/18 07:00:00+00,Local,2021,1007
13220,CALLE DE ARCOS DR,OAK ST,POPLAR ST,325,2,38.1,45.6,2021/03/20 07:00:00+00,Local,2021,1008
11880,JEANINE DR,MYRTLE LN,COLLEGE AV,638,2,24.2,30.6,2021/03/18 07:00:00+00,Local,2021,1009
10450,KNOX RD,AMANDA LN,WARNER RANCH RD,633,2,35.1,42.5,2021/03/18 07:00:00+00,Local,2021,1010
12710,DORSEY LN,LOS ARBOLES DR,PALOMINO DR,727,2,90.7,91.6,2021/10/15 07:00:00+00,Local,2021,1011
10940,ALEXANDER BL,MILL AV,MYRTLE LN,680,2,51.6,59.5,2021/03/18 07:00:00+00,Local,2021,1012
11430,DATELAND DR,GREENTREE DR,RANCH RD,319,2,22.4,28.4,2021/03/18 07:00:00+00,Local,2021,1013
13230,CALLE DE ARCOS DR,POPLAR ST,JUNIPER ST,342,2,44.8,52.6,2021/03/20 07:00:00+00,Local,2021,1014
11890,COLLEGE AV,JEANINE DR,CAROLINE LN,332,2,23,29.2,2021/03/18 07:00:00+00,Local,2021,1015
10460,DATELAND DR,WARNER RANCH DR,COURTNEY LN,129,2,29.3,36.2,2021/03/18 07:00:00+00,Local,2021,1016
12720,PALOMINO DR,DORSEY LN,END,331,2,100,100,2021/10/15 07:00:00+00,Local,2021,1017
10950,ALEXANDER BL,MYRTLE LN,FOREST AV,290,2,35.5,43.2,2021/03/18 07:00:00+00,Local,2021,1018
11440,DATELAND DR,RANCH RD,CALLE DE ARCOS DR,329,2,30.8,37.8,2021/03/18 07:00:00+00,Local,2021,1019
13240,GREENTREE DR,JUNIPER ST,BUTTE AV,828,2,52,59.4,2021/03/20 07:00:00+00,Local,2021,1020
11900,CAROLINE LN,COLLEGE AV,FOREST AV,399,2,19.8,25.4,2021/03/18 07:00:00+00,Local,2021,1021
10470,DATELAND DR,COURTNEY LN,LISA LN,186,2,29.7,36.6,2021/03/18 07:00:00+00,Local,2021,1022
12730,PALOMINO DR,DORSEY LN,WILLOW DR,1249,2,92.1,93,2021/10/15 07:00:00+00,Local,2021,1023
10960,ALEXANDER BL,FOREST AV,COLLEGE AV,225,2,28.1,35.2,2021/03/18 07:00:00+00,Local,2021,1024
11450,DATELAND DR,CALLE DE ARCOS DR,WARNER RD,226,2,37.9,45.5,2021/03/18 07:00:00+00,Local,2021,1025
13250,BUTTE AV,GREENTREE DR,LA VIEVE LN,332,2,47.8,55.5,2021/03/20 07:00:00+00,Local,2021,1026
11910,CAROLINE LN,FOREST AV,MYRTLE LN,318,2,29.6,36.6,2021/03/18 07:00:00+00,Local,2021,1027
10480,DATELAND DR,LISA LN,VERA LN,211,2,41.8,49.6,2021/03/18 07:00:00+00,Local,2021,1028
12740,OAK ST,KNOX RD,END,255,2,22,28.1,2021/03/20 07:00:00+00,Local,2021,1029
10970,ALEXANDER BL,COLLEGE AV,STACEY LN,406,2,23.1,30.7,2021/03/18 07:00:00+00,Collector,2021,1030
11460,DATELAND DR,WARNER RD,LOS ARBOLES DR,359,2,21.8,27.8,2021/03/18 07:00:00+00,Local,2021,1031
13260,CAROLINE DR,MCCLINTOCK DR,HEATHER DR,196,2,22.6,28.7,2021/03/20 07:00:00+00,Local,2021,1032
11920,MYRTLE LN,CAROLINE LN,MYRNA LN,275,2,29.4,36.4,2021/03/18 07:00:00+00,Local,2021,1033
10490,LISA LN,END,DATELAND DR,326,2,42.3,50,2021/03/18 07:00:00+00,Local,2021,1034
10980,ALEXANDER BL,STACEY LN,S LA ROSA DR,123,2,23.7,31.4,2021/03/18 07:00:00+00,Collector,2021,1035
12750,POPLAR ST,KNOX RD,END,359,2,20.7,26.4,2021/03/20 07:00:00+00,Local,2021,1036
3341,RIO SALADO PARKWAY,MILL AV,ASH ST,875,2,22.3,28.3,2021/03/20 07:00:00+00,Local,2021,1037
11470,DATELAND DR,LOS ARBOLES DR,CALLE MONTE VISTA DR,265,2,25.5,32,2021/03/18 07:00:00+00,Local,2021,1038
11930,FOREST AV,CAROLINE LN,DAWN DR,283,2,28.8,35.7,2021/03/18 07:00:00+00,Local,2021,1039
10500,MICHELLE LN,COURTNEY LN,END,190,2,31.7,38.9,2021/03/18 07:00:00+00,Local,2021,1040
12760,JUNIPER ST,CITY LIMIT,KNOX RD,190,2,40.3,48,2021/03/20 07:00:00+00,Local,2021,1041
11940,FOREST AV,DAWN DR,LA VIEVE DR,271,2,25.8,32.4,2021/03/18 07:00:00+00,Local,2021,1042
11480,DATELAND DR,CALLE MONTE VISTA DR,BOLERO DR,268,2,29.7,36.6,2021/03/18 07:00:00+00,Local,2021,1043
10990,ALEXANDER BL,S LA ROSA DR,RURAL RD,927,2,31.1,40.5,2021/03/18 07:00:00+00,Collector,2021,1044
13270,CAROLINE DR,HEATHER DR,KACHINA DR,271,2,23.1,29.3,2021/03/20 07:00:00+00,Local,2021,1045
10510,COURTNEY LN,DROMEDARY DR,MICHELLE LN,158,2,38.8,46.4,2021/03/18 07:00:00+00,Local,2021,1046
12770,JUNIPER ST,KNOX RD,MYRNA LN,674,2,30.8,37.8,2021/03/20 07:00:00+00,Local,2021,1047
11950,FOREST AV,LA VIEVE DR,GREENTREE DR,279,2,26.9,33.5,2021/03/18 07:00:00+00,Local,2021,1048
11490,DROMEDARY DR,KNOX RD,JEANINE DR,321,2,20.9,26.7,2021/03/18 07:00:00+00,Local,2021,1049
11000,COLLEGE AV,RAY RD,E YVONNE LN,644,2,44.6,56,2021/03/18 07:00:00+00,Collector,2021,1050
3351,RIO SALADO PARKWAY,SCOTTSDALE RD,MILL AV,4572,2,25.1,31.6,2021/03/20 07:00:00+00,Local,2021,1051
10520,COURTNEY LN,MICHELLE LN,DATELAND DR,585,2,59.4,66.2,2021/03/18 07:00:00+00,Local,2021,1052
12780,JUNIPER ST,MYRNA LN,CAROLINE LN,323,2,38.7,46.3,2021/03/20 07:00:00+00,Local,2021,1053
11960,FOREST AV,GREENTREE DR,SARAH LN,266,2,31.2,38.2,2021/03/18 07:00:00+00,Local,2021,1054
11500,DROMEDARY DR,JEANINE DR,MYRNA LN,335,2,28,34.7,2021/03/18 07:00:00+00,Local,2021,1055
11010,COLLEGE AV,E YVONNE LN,ALEXANDER BL,581,2,61.1,69.9,2021/03/18 07:00:00+00,Collector,2021,1056
13280,CAROLINE DR,KACHINA DR,LA VIEVE LN,762,2,33.5,40.8,2021/03/20 07:00:00+00,Local,2021,1057
10530,ASH AV,WARNER RANCH DR,STACEY LN,303,2,31.7,38.9,2021/03/18 07:00:00+00,Local,2021,1058
12790,JUNIPER ST,CAROLINE LN,LA VIEVE LN,336,2,30,37,2021/03/20 07:00:00+00,Local,2021,1059
11970,FOREST AV,SARAH LN,SARAH LN,277,2,25.7,32.2,2021/03/18 07:00:00+00,Local,2021,1060
11510,DROMEDARY DR,MYRNA LN,CAROLINE LN,323,2,24.8,31.3,2021/03/18 07:00:00+00,Local,2021,1061
11020,FOREST AV,STACEY LN,ALEXANDER BL,178,2,18.8,24.2,2021/03/18 07:00:00+00,Local,2021,1062
13290,CAROLINE DR,LA VIEVE LN,TAYLOR DR,306,2,29.7,36.6,2021/03/20 07:00:00+00,Local,2021,1063
10540,STACEY LN,ASH AV,DREA AV,252,2,23.4,29.6,2021/03/18 07:00:00+00,Local,2021,1064
12800,JUNIPER ST,LA VIEVE LN,GREENTREE DR,396,2,42.9,50.7,2021/03/20 07:00:00+00,Local,2021,1065
11980,FOREST AV,SARAH LN,RHEA RD,243,2,28.9,35.8,2021/03/18 07:00:00+00,Local,2021,1066
11520,DROMEDARY DR,CAROLINE LN,LA VIEVE LN,381,2,31.3,38.5,2021/03/18 07:00:00+00,Local,2021,1067
11030,FOREST AV,STACEY LN,STACEY LN,144,2,23.7,30,2021/03/18 07:00:00+00,Local,2021,1068
13300,CAROLINE DR,TAYLOR DR,DAWN DR,414,2,52.2,59.4,2021/03/20 07:00:00+00,Local,2021,1069
10550,STACEY LN,DREA AV,MAPLE AV,460,2,28,34.8,2021/03/18 07:00:00+00,Local,2021,1070
12810,JUNIPER ST,GREENTREE DR,CALLE DE ARCOS DR,574,2,44.9,52.4,2021/03/20 07:00:00+00,Local,2021,1071
11990,FOREST AV,RHEA RD,CALLE DE ARCOS DR,260,2,22.8,28.9,2021/03/18 07:00:00+00,Local,2021,1072
11530,GREENTREE DR,LA VIEVE LN,DATELAND DR,857,2,28.2,35.1,2021/03/18 07:00:00+00,Local,2021,1073
11040,FOREST AV,COURTNEY LN,STACEY LN,133,2,23.8,30.1,2021/03/18 07:00:00+00,Local,2021,1074
13310,CAROLINE DR,DAWN DR,HAZELTON LN,480,2,60,66.7,2021/03/20 07:00:00+00,Local,2021,1075
10560,MAPLE AV,STACEY LN,COURTNEY LN,271,2,20.8,26.7,2021/03/18 07:00:00+00,Local,2021,1076
12820,JUNIPER ST,CALLE DE ARCOS DR,WARNER RD,235,2,36.8,44.3,2021/03/20 07:00:00+00,Local,2021,1077
12000,FOREST AV,CALLE DE ARCOS DR,WARNER RD,208,2,25.3,31.8,2021/03/18 07:00:00+00,Local,2021,1078
11540,DATELAND DR,END,DATELAND DR,192,2,30.9,38,2021/03/18 07:00:00+00,Local,2021,1079
11050,FOREST AV,VERA LN,COURTNEY LN,142,2,20.4,26,2021/03/18 07:00:00+00,Local,2021,1080
13320,CAROLINE DR,HAZELTON LN,KENWOOD LN,195,2,45,52.4,2021/03/20 07:00:00+00,Local,2021,1081
10570,DREA AV,STACEY LN,COURTNEY LN,296,2,27.8,34.5,2021/03/18 07:00:00+00,Local,2021,1082
12830,JUNIPER ST,WARNER RD,LOS ARBOLES DR,258,2,76.2,77.4,2021/10/15 07:00:00+00,Local,2021,1083
12010,DAWN DR,END,FOREST AV,423,2,24.4,30.8,2021/03/18 07:00:00+00,Local,2021,1084
11550,LA VIEVE LN,DROMEDARY DR,DATELAND DR,698,2,30.3,37.4,2021/03/18 07:00:00+00,Local,2021,1085
11060,GRANDVIEW DR,STACEY LN,COURTNEY LN,233,2,22.2,28.2,2021/03/18 07:00:00+00,Local,2021,1086
13330,KENWOOD LN,CAROLINE DR,DAWN DR,272,2,36,43.2,2021/03/20 07:00:00+00,Local,2021,1087
10580,COURTNEY LN,DREA AV,MAPLE AV,527,2,37.4,44.9,2021/03/18 07:00:00+00,Local,2021,1088
12020,DAWN DR,FOREST AV,END,372,2,22.7,28.8,2021/03/18 07:00:00+00,Local,2021,1089
12840,JUNIPER ST,LOS ARBOLES DR,COLT RD,377,2,82.8,84.1,2021/10/15 07:00:00+00,Local,2021,1090
11070,GRANDVIEW DR,COURTNEY LN,VERA LN,263,2,20.6,26.3,2021/03/18 07:00:00+00,Local,2021,1091
11560,MYRNA LN,END,MYRNA LN,198,2,25.1,31.5,2021/03/18 07:00:00+00,Local,2021,1092
13340,KENWOOD LN,DAWN DR,LA VIEVE LN,282,2,60.1,67,2021/03/20 07:00:00+00,Local,2021,1093
10590,COURTNEY LN,MAPLE AV,MILL AV,210,2,21.7,27.6,2021/03/18 07:00:00+00,Local,2021,1094
11080,COURTNEY LN,GRANDVIEW DR,FOREST AV,632,2,22.7,28.7,2021/03/18 07:00:00+00,Local,2021,1095
13350,KENWOOD LN,LA VIEVE LN,GREENTREE DR,293,2,36.6,44.1,2021/03/20 07:00:00+00,Local,2021,1096
12030,LA VIEVE DR,END,FOREST AV,426,2,20.4,26.1,2021/03/18 07:00:00+00,Local,2021,1097
10600,VERA LN,WARNER RANCH DR,MILL AV,863,2,26.4,32.9,2021/03/18 07:00:00+00,Local,2021,1098
11090,STACEY LN,FOREST AV,GRANDVIEW DR,706,2,24.6,31,2021/03/18 07:00:00+00,Local,2021,1099
13360,KENWOOD LN,GREENTREE DR,RANCH RD,290,2,37.7,45.2,2021/03/20 07:00:00+00,Local,2021,1100
12040,LA VIEVE DR,FOREST AV,END,429,2,24,30.3,2021/03/18 07:00:00+00,Local,2021,1101
10610,VERA LN,MILL AV,GRANDVIEW DR,155,2,25.3,31.6,2021/03/18 07:00:00+00,Local,2021,1102
11100,STACEY LN,FOREST AV,VERA LN,643,2,27,33.7,2021/03/18 07:00:00+00,Local,2021,1103
11570,JEANINE DR,END,DROMEDARY DR,330,2,31.7,38.9,2021/03/18 07:00:00+00,Local,2021,1104
12850,COLT RD,JUNIPER ST,OAK ST,668,2,85.7,86.7,2021/10/15 07:00:00+00,Local,2021,1105
13370,KENWOOD LN,RANCH RD,CALLE DE ARCOS DR,261,2,33.3,40.6,2021/03/20 07:00:00+00,Local,2021,1106
12050,GREENTREE DR,END,FOREST AV,332,2,19.2,24.7,2021/03/18 07:00:00+00,Local,2021,1107
10620,VERA LN,GRANDVIEW DR,VERA LN,733,2,26.2,32.7,2021/03/18 07:00:00+00,Local,2021,1108
11110,E YVONNE LN,COLLEGE AV,S LA ROSA DR,190,2,53.5,60.5,2021/03/18 07:00:00+00,Local,2021,1109
11580,JEANINE DR,DROMEDARY DR,END,174,2,23.8,29.7,2021/03/18 07:00:00+00,Local,2021,1110
12860,OAK ST,COLT RD,LOS ARBOLES DR,389,2,88.4,89.4,2021/10/15 07:00:00+00,Local,2021,1111
13380,KENWOOD LN,CALLE DE ARCOS DR,WARNER RD,409,2,46.3,54,2021/03/20 07:00:00+00,Local,2021,1112
12060,GREENTREE DR,FOREST AV,END,322,2,19,24.4,2021/03/18 07:00:00+00,Local,2021,1113
10630,VERA LN,STACEY LN,FOREST AV,584,2,20.5,26.1,2021/03/18 07:00:00+00,Local,2021,1114
11120,E YVONNE LN,S LA ROSA DR,END,438,2,56.6,63.8,2021/03/18 07:00:00+00,Local,2021,1115
11590,MYRNA LN,END,DROMEDARY DR,224,2,29.7,36.7,2021/03/18 07:00:00+00,Local,2021,1116
12870,LOS ARBOLES DR,OAK ST,DORSEY LN,457,2,91.3,92.2,2021/10/15 07:00:00+00,Local,2021,1117
13390,HEATHER DR,END,JEANINE DR,147,2,19.7,25.2,2021/03/20 07:00:00+00,Local,2021,1118
12070,SARAH LN,FOREST AV,END,381,2,19.4,24.9,2021/03/18 07:00:00+00,Local,2021,1119
10640,KNOX RD,WARNER RANCH DR,MILL AV,813,2,23.1,30.7,2021/03/18 07:00:00+00,Collector,2021,1120
11130,E KELLY LN,S LA ROSA DR,END,290,2,58.9,65.7,2021/03/18 07:00:00+00,Local,2021,1121
11600,MYRNA LN,DROMEDARY DR,MYRNA LN,549,2,24.4,30.8,2021/03/18 07:00:00+00,Local,2021,1122
12880,LOS ARBOLES DR,JUNIPER ST,OAK ST,648,2,90.9,91.9,2021/10/15 07:00:00+00,Local,2021,1123
13400,HEATHER DR,JEANINE DR,CAROLINE DR,593,2,30.2,37.2,2021/03/20 07:00:00+00,Local,2021,1124
12080,CAROLINE LN,END,WARNER RANCH RD,358,2,23.9,30.3,2021/03/18 07:00:00+00,Local,2021,1125
10650,KNOX RD,MILL AV,71ST ST,1945,2,27.5,36,2021/03/18 07:00:00+00,Collector,2021,1126
11140,S LA ROSA DR,END,E KELLY LN,371,2,52.3,59.8,2021/03/18 07:00:00+00,Local,2021,1127
11610,MYRNA LN,MYRNA LN,DATELAND DR,275,2,23.5,29.7,2021/03/18 07:00:00+00,Local,2021,1128
12890,LOS ARBOLES DR,WILLOW DR,JUNIPER ST,376,2,91.8,92.7,2021/10/15 07:00:00+00,Local,2021,1129
13410,HEATHER DR,CAROLINE DR,END,377,2,23.6,29.9,2021/03/20 07:00:00+00,Local,2021,1130
12160,DAWN DR,END,WARNER RANCH RD,389,2,22.5,28.5,2021/03/18 07:00:00+00,Local,2021,1131
10660,KNOX RD,71ST ST,LA ROSA DR,185,2,26,34.1,2021/03/18 07:00:00+00,Collector,2021,1132
11150,S LA ROSA DR,E KELLY LN,E YVONNE LN,126,2,62.1,69,2021/03/18 07:00:00+00,Local,2021,1133
11620,CAROLINE LN,DROMEDARY DR,DATELAND DR,793,2,26.6,33.3,2021/03/18 07:00:00+00,Local,2021,1134
12900,WILLOW DR,END,LOS ARBOLES DR,213,2,100,100,2021/10/15 07:00:00+00,Local,2021,1135
13420,JEANINE DR,HEATHER DR,KACHINA DR,310,2,27.6,34.4,2021/03/20 07:00:00+00,Local,2021,1136
12220,SARAH LN,WARNER RANCH RD,MYRTLE AV,454,2,27.7,34.5,2021/03/18 07:00:00+00,Local,2021,1137
10670,KNOX RD,LA ROSA DR,RURAL RD,483,2,31.4,40.8,2021/03/18 07:00:00+00,Collector,2021,1138
11160,S LA ROSA DR,E YVONNE LN,E YVONNE LN,131,2,59.5,66.7,2021/03/18 07:00:00+00,Local,2021,1139
11630,CAROLINE LN,DATELAND DR,ASH AV,374,2,33.1,40.4,2021/03/18 07:00:00+00,Local,2021,1140
12910,WILLOW DR,PALOMINO DR,LOS ARBOLES DR,658,2,90.1,91,2021/10/15 07:00:00+00,Local,2021,1141
13430,JEANINE DR,KACHINA DR,TAYLOR DR,555,2,21.6,27.4,2021/03/20 07:00:00+00,Local,2021,1142
12230,SARAH LN,MYRTLE AV,FOREST AV,311,2,32.4,39.5,2021/03/18 07:00:00+00,Local,2021,1143
10680,KNOX RD,RURAL RD,RITA LN,1100,2,31.7,41.2,2021/03/18 07:00:00+00,Collector,2021,1144
11170,S LA ROSA DR,E YVONNE LN,E MARIA LN,250,2,59.3,66.6,2021/03/18 07:00:00+00,Local,2021,1145
11180,E MARIA LN,S LA ROSA DR,S LA ROSA DR,340,2,62.3,69.1,2021/03/18 07:00:00+00,Local,2021,1146
11190,E MARIA LN,S LA ROSA DR,END,843,2,62.2,69.1,2021/03/18 07:00:00+00,Local,2021,1147
11200,S LA ROSA DR,E MARIA LN,ALEXANDER BL,183,2,47.1,54.8,2021/03/18 07:00:00+00,Local,2021,1148
11210,STACEY LN,ALEXANDER BL,LA ROSA DR,310,2,23.1,29.2,2021/03/18 07:00:00+00,Local,2021,1149
11220,STACEY LN,LA ROSA DR,PALM DR,714,2,41.1,48.8,2021/03/18 07:00:00+00,Local,2021,1150
11230,PALM DR,STACEY LN,COURTNEY LN,237,2,21.9,27.8,2021/03/18 07:00:00+00,Local,2021,1151
11240,PALM DR,COURTNEY LN,VERA LN,253,2,27.8,34.5,2021/03/18 07:00:00+00,Local,2021,1152
12240,RHEA RD,FOREST AV,END,440,2,17.4,22.5,2021/03/18 07:00:00+00,Local,2021,1153
12920,WILLOW DR,PALOMINO DR,END,267,2,100,100,2021/10/15 07:00:00+00,Local,2021,1154
13440,JEANINE DR,TAYLOR DR,JEANINE DR,319,2,23,29.1,2021/03/20 07:00:00+00,Local,2021,1155
11640,CAROLINE LN,ASH AV,END,299,2,28.5,35.4,2021/03/18 07:00:00+00,Local,2021,1156
12250,CALLE DE ARCOS DR,FOREST AV,END,418,2,27.8,34.5,2021/03/18 07:00:00+00,Local,2021,1157
12930,MYRNA LN,LAKESHORE DR,JUNIPER ST,989,2,34.3,41.7,2021/03/20 07:00:00+00,Local,2021,1158
13450,JEANINE DR,JEANINE DR,JEANINE DR,299,2,40,47.7,2021/03/20 07:00:00+00,Local,2021,1159
11650,JEANINE DR,END,ASH AV,313,2,21.9,27.9,2021/03/18 07:00:00+00,Local,2021,1160
12420,MYRNA LN,RURAL RD,BONARDEN LN,632,2,26.3,32.9,2021/03/18 07:00:00+00,Local,2021,1161
12940,MYRNA LN,JUNIPER ST,WILLOW DR,341,2,32.7,39.9,2021/03/20 07:00:00+00,Local,2021,1162
13460,JEANINE DR,JEANINE DR,HAZELTON LN,379,2,34.8,42.2,2021/03/20 07:00:00+00,Local,2021,1163
11660,JEANINE DR,ASH AV,WARNER RANCH DR,486,2,21.7,27.7,2021/03/18 07:00:00+00,Local,2021,1164
12430,BONARDEN LN,MYRNA LN,CAROLINE LN,319,2,19.7,25.3,2021/03/18 07:00:00+00,Local,2021,1165
12950,MYRNA LN,WILLOW DR,ALDER DR,903,2,27,33.7,2021/03/20 07:00:00+00,Local,2021,1166
13470,JEANINE DR,HAZELTON LN,END,394,2,27.6,34.3,2021/03/20 07:00:00+00,Local,2021,1167
11670,ASH AV,JEANINE DR,MYRNA LN,273,2,37.4,45,2021/03/18 07:00:00+00,Local,2021,1168
12440,BONARDEN LN,CAROLINE LN,LA VIEVE LN,318,2,32.3,39.6,2021/03/18 07:00:00+00,Local,2021,1169
12960,ALDER DR,MYRNA LN,CAROLINE LN,326,2,23,29.1,2021/03/20 07:00:00+00,Local,2021,1170
13480,KACHINA DR,JEANINE DR,CAROLINE DR,667,2,23.5,29.6,2021/03/20 07:00:00+00,Local,2021,1171
11680,ASH AV,MYRNA LN,CAROLINE LN,291,2,25.7,32.2,2021/03/18 07:00:00+00,Local,2021,1172
12450,LA VIEVE LN,BONARDEN LN,RURAL RD,629,2,33.3,40.7,2021/03/18 07:00:00+00,Local,2021,1173
12970,JEANINE DR,WILLOW DR,ALDER DR,900,2,34.8,42.1,2021/03/20 07:00:00+00,Local,2021,1174
13490,KACHINA DR,CAROLINE DR,KACHINA DR,345,2,26,32.6,2021/03/20 07:00:00+00,Local,2021,1175
11690,ASH AV,CAROLINE LN,DAWN DR,253,2,31.6,38.7,2021/03/18 07:00:00+00,Local,2021,1176
12460,CAROLINE LN,BONARDEN LN,END,431,2,23,29.2,2021/03/18 07:00:00+00,Local,2021,1177
12980,JEANINE DR,ALDER DR,MCCLINTOCK DR,249,2,26.4,33,2021/03/20 07:00:00+00,Local,2021,1178
13500,KACHINA DR,KACHINA DR,LA VIEVE LN,448,2,24.2,30.5,2021/03/20 07:00:00+00,Local,2021,1179
11700,ASH AV,DAWN DR,LA VIEVE DR,310,2,38.8,46.4,2021/03/18 07:00:00+00,Local,2021,1180
