STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR,Shape_Length,Shape_Area,OBJECTID
34,02550, , ,3402550,Byram Township School District,00,PK,08, ,E,55695682,3122327,+40.9603346,-074.7129042,2018,2017-2018,0.433454828292768,0.00629093729750344,2116
34,05340, , ,3405340,Frankford Township School District,00,PK,08, ,E,89274333,3693010,+41.1642960,-074.7377981,2018,2017-2018,0.446364967748141,0.00997396074199642,2117
34,05400, , ,3405400,Franklin Borough School District,00,KG,08, ,E,11282207,185120,+41.1089970,-074.5886407,2018,2017-2018,0.148508860825991,0.00122932382100068,2118
34,05550, , ,3405550,Fredon Township School District,00,PK,06, ,E,45687477,711575,+41.0246749,-074.8182239,2018,2017-2018,0.322380298875543,0.00496808327750104,2119
34,06480, , ,3406480,Hamburg Borough School District,00,PK,08, ,E,2964811,61923,+41.1487632,-074.5734165,2018,2017-2018,0.0828123636410844,0.000324659441499288,2120
34,06630, , ,3406630,Hampton Township School District,00,KG,06, ,E,63632505,2362913,+41.0917004,-074.7896056,2018,2017-2018,0.40071621189098,0.00707381224150232,2121
34,06780, , ,3406780,Hardyston Township School District,00,PK,08, ,E,82839362,1718319,+41.1247512,-074.5587830,2018,2017-2018,0.611630777532653,0.00906621123600348,2122
34,08130, , ,3408130,Lafayette Township School District,00,PK,08, ,E,46317861,225998,+41.1212348,-074.6702968,2018,2017-2018,0.327937360945571,0.00498997855300362,2123
34,12150, , ,3412150,Ogdensburg Borough School District,00,PK,08, ,E,5707301,112705,+41.0800905,-074.5976262,2018,2017-2018,0.102839794190689,0.000623609002501216,2124
34,14610, , ,3414610,Sandyston-Walpack Township School District,00,KG,06, ,E,169819715,3570480,+41.1862500,-074.8281371,2018,2017-2018,0.766192123800264,0.0186082537075009,2125
34,15720, , ,3415720,Stanhope Borough School District,00,PK,08, ,E,4759611,662690,+40.9133661,-074.7036304,2018,2017-2018,0.115204090708945,0.000579583143500171,2126
34,15750, , ,3415750,Stillwater Township School District,00,PK,06, ,E,69719336,3446085,+41.0741250,-074.8688779,2018,2017-2018,0.408603201189739,0.00783907886549862,2127
34,15960, , ,3415960,Sussex-Wantage Regional School District,00,PK,08, ,E,174432019,1963509,+41.2522038,-074.6328346,2018,2017-2018,0.602322137821377,0.0189477679579924,2128
34,03060, , ,3403060,Chester Township School District,00,PK,08, ,E,79575219,222637,+40.7767582,-074.6865121,2018,2017-2018,0.438447156716767,0.00851250187649831,2129
34,03870, , ,3403870,Denville Township School District,00,PK,08, ,E,31042506,1950933,+40.8884789,-074.4883768,2018,2017-2018,0.34636975523304,0.00352530865749977,2130
34,04170, , ,3404170,East Hanover Township School District,00,PK,08, ,E,20395689,584576,+40.8185531,-074.3637423,2018,2017-2018,0.259519879646765,0.00223939254349866,2131
34,05250, , ,3405250,Florham Park Borough School District,00,PK,08, ,E,18926351,432212,+40.7758324,-074.3940582,2018,2017-2018,0.305760775035794,0.00206501238749966,2132
34,06690, , ,3406690,Hanover Township School District,00,PK,08, ,E,27233884,594521,+40.8199503,-074.4279856,2018,2017-2018,0.237594957458913,0.00297036864050105,2133
34,09900, , ,3409900,Mendham Borough School District,00,PK,08, ,E,15359990,130000,+40.7674871,-074.5972190,2018,2017-2018,0.176471283720509,0.00165213561099956,2134
34,09930, , ,3409930,Mendham Township School District,00,PK,08, ,E,46059244,593903,+40.7615037,-074.5651669,2018,2017-2018,0.479720024924857,0.00497697940249677,2135
34,11190, , ,3411190,Netcong Borough School District,00,PK,08, ,E,2156665,331439,+40.8992322,-074.7008233,2018,2017-2018,0.093678592396343,0.000265888760501159,2136
34,12660, , ,3412660,Long Hill Township School District,00,PK,08, ,E,30515435,707122,+40.6848355,-074.4920464,2018,2017-2018,0.308789761830551,0.00332595560250235,2137
34,14100, , ,3414100,Rockaway Borough School District,00,PK,08, ,E,5371562,120927,+40.8958526,-074.5173232,2018,2017-2018,0.101635946693741,0.000586936061000608,2138
34,14130, , ,3414130,Rockaway Township School District,00,PK,08, ,E,108028213,10825811,+40.9590480,-074.4988898,2018,2017-2018,0.644895394181218,0.012712862314,2139
34,17130, , ,3417130,Washington Township School District,00,KG,08,E,E,115462637,814236,+40.7846542,-074.7976899,2018,2017-2018,0.544432315991959,0.0124053672034997,2140
34,17880, , ,3417880,Wharton Borough School District,00,PK,08, ,E,5355742,155567,+40.8970548,-074.5745123,2018,2017-2018,0.100964181117213,0.00058897249200009,2141
34,16980, , ,3416980,Warren Township School District,00,PK,08, ,E,50675243,184058,+40.6345884,-074.5190442,2018,2017-2018,0.384941890855338,0.00541363862200078,2142
34,17190, , ,3417190,Watchung Borough School District,00,PK,08, ,E,15580580,71737,+40.6428449,-074.4362333,2018,2017-2018,0.22873573870395,0.00166634941349884,2143
34,05010, , ,3405010,Fairfield Township School District,00,PK,06,E,E,26231979,572593,+40.8825075,-074.3045935,2018,2017-2018,0.374724297644888,0.00286377508199989,2144
34,11520, , ,3411520,North Caldwell Borough School District,00,PK,06, ,E,7945481,13324,+40.8645004,-074.2599958,2018,2017-2018,0.146076062283321,0.000850060219001976,2145
34,14250, , ,3414250,Roseland Borough School District,00,PK,06, ,E,9369927,63570,+40.8217373,-074.3101465,2018,2017-2018,0.173362684641175,0.00100693679600016,2146
34,07110, , ,3407110,High Bridge Borough School District,00,PK,08, ,E,6193210,102515,+40.6701107,-074.8902117,2018,2017-2018,0.100072448899204,0.000670494717999256,2147
34,07380, , ,3407380,Holland Township School District,00,PK,08, ,E,60784407,1296856,+40.5980387,-075.1241652,2018,2017-2018,0.420566484659396,0.0066046557070005,2148
34,08010, , ,3408010,Kingwood Township School District,00,PK,08, ,E,90664168,1579935,+40.4947043,-075.0194612,2018,2017-2018,0.415980401412208,0.00979833075999824,2149
34,08430, , ,3408430,Lebanon Borough School District,00,PK,08, ,E,2336246,821,+40.6418618,-074.8333118,2018,2017-2018,0.0716156004601573,0.000248805278498876,2150
34,08460, , ,3408460,Lebanon Township School District,00,PK,08, ,E,81392606,658462,+40.7263694,-074.8944081,2018,2017-2018,0.501418134165647,0.00874611398200122,2151
34,10170, , ,3410170,Milford Borough School District,00,PK,08, ,E,3062250,228968,+40.5734829,-075.0897024,2018,2017-2018,0.0757358815835735,0.000350003191999873,2152
34,13710, , ,3413710,Readington Township School District,00,PK,08, ,E,123171214,705374,+40.5841107,-074.7699862,2018,2017-2018,0.640001324682219,0.0131761034269984,2153
34,16170, , ,3416170,Tewksbury Township School District,00,PK,08, ,E,81961516,337423,+40.6901688,-074.7716846,2018,2017-2018,0.510265932420719,0.00876830219500095,2154
34,01590, , ,3401590,Berlin Borough School District,00,PK,08, ,E,9307772,35573,+39.7920594,-074.9369855,2018,2017-2018,0.157800539482938,0.000982466030501056,2155
34,06030, , ,3406030,Gloucester Township School District,00,PK,08, ,E,59452902,882734,+39.7921855,-075.0360590,2018,2017-2018,0.521394046495625,0.00634445417550077,2156
34,16830, , ,3416830,Voorhees Township School District,00,PK,08, ,E,29709771,435713,+39.8485702,-074.9528435,2018,2017-2018,0.339957219132767,0.00317226626099926,2157
34,01380, , ,3401380,Bellmawr Borough School District,00,PK,08, ,E,7729299,315734,+39.8663561,-075.0946697,2018,2017-2018,0.217097579890814,0.00082228230520329,2158
34,09300, , ,3409300,Magnolia Borough School District,00,PK,08, ,E,2534168,0,+39.8561951,-075.0363970,2018,2017-2018,0.0773032638071403,0.000266717993000604,2159
34,16440, , ,3416440,Union Township School District,00,PK,08,E,E,48601606,4825721,+40.6322148,-074.9649650,2018,2017-2018,0.391069146210939,0.00568711248149975,2160
34,15870, , ,3415870,Stratford Borough School District,00,PK,08, ,E,4067300,0,+39.8289900,-075.0155362,2018,2017-2018,0.120128535316122,0.000427911569499645,2161
34,14430, , ,3414430,Runnemede Borough School District,00,PK,08, ,E,5312196,139326,+39.8534114,-075.0755019,2018,2017-2018,0.144288455406341,0.00057373271999929,2162
34,15000, , ,3415000,Somerdale Borough School District,00,PK,08, ,E,3605154,0,+39.8454164,-075.0217011,2018,2017-2018,0.134690791583824,0.000379379613498662,2163
34,05850, , ,3405850,Gibbsboro Borough School District,00,PK,08, ,E,5573837,111534,+39.8325671,-074.9669070,2018,2017-2018,0.116523703110773,0.000598181332499357,2164
34,09600, , ,3409600,Mantua Township School District,00,PK,06, ,E,41448169,223710,+39.7620125,-075.1730915,2018,2017-2018,0.356297401044802,0.0043799967265,2165
34,04620, , ,3404620,Elk Township School District,00,PK,06, ,E,49614679,466654,+39.6627518,-075.1569719,2018,2017-2018,0.390816784156206,0.00525666366799856,2166
34,05430, , ,3405430,Franklin Township School District,00,PK,06,E,E,144599884,1442184,+39.5988405,-075.0208744,2018,2017-2018,0.591259602922015,0.0153136383104968,2167
34,04140, , ,3404140,East Greenwich Township School District,00,PK,06, ,E,37409195,1209053,+39.7905188,-075.2405918,2018,2017-2018,0.370972723948973,0.00403598364980517,2168
34,15990, , ,3415990,Swedesboro-Woolwich School District,00,PK,06, ,E,56466711,928888,+39.7400872,-075.3173969,2018,2017-2018,0.578813425413716,0.00597494585148334,2169
34,17790, , ,3417790,Westville Borough School District,00,PK,06, ,E,2649829,927839,+39.8706898,-075.1298883,2018,2017-2018,0.165719431412819,0.000265432299519725,2170
34,11100, , ,3411100,National Park Borough School District,00,PK,06, ,E,2609227,1124150,+39.8672966,-075.1856214,2018,2017-2018,0.111572772171988,0.000273713727145812,2171
34,06900, , ,3406900,Harrison Township School District,00,PK,06, ,E,49032171,218006,+39.7267218,-075.2055295,2018,2017-2018,0.34462116042131,0.00517392200699815,2172
34,18180, , ,3418180,Woodbury Heights Borough School District,00,PK,06, ,E,3227600,16250,+39.8132901,-075.1506497,2018,2017-2018,0.099102091197641,0.000341214778000399,2173
34,01020, , ,3401020,Atlantic Highlands Borough School District,00,PK,06, ,E,3273925,8543208,+40.4117712,-074.0198359,2018,2017-2018,0.138448438607744,0.000352752665105049,2174
34,03450, , ,3403450,Colts Neck Township School District,00,PK,08, ,E,61187962,2706927,+40.3075701,-074.1721583,2018,2017-2018,0.459703558397492,0.00676823338299892,2175
34,04410, , ,3404410,Eatontown Borough School District,00,PK,08, ,E,15127262,132963,+40.2916194,-074.0540836,2018,2017-2018,0.196966418619263,0.00161625043100116,2176
34,04950, , ,3404950,Fair Haven Borough School District,00,PK,08, ,E,4127084,1342611,+40.3619401,-074.0387747,2018,2017-2018,0.101168368300378,0.000449237459369014,2177
34,05130, , ,3405130,Farmingdale Borough School District,00,PK,08, ,E,1347872,0,+40.1983574,-074.1700818,2018,2017-2018,0.059306891425992,0.000142563775000053,2178
34,17340, , ,3417340,Wenonah Borough School District,00,PK,06, ,E,2578702,40318,+39.7920009,-075.1482160,2018,2017-2018,0.0792377347250306,0.000275392445999982,2179
34,15270, , ,3415270,South Harrison Township School District,00,PK,06, ,E,41168461,154238,+39.6935957,-075.2537794,2018,2017-2018,0.324156634188682,0.00433926611600047,2180
34,05580, , ,3405580,Freehold Borough School District,00,PK,08, ,E,5004469,4392,+40.2602193,-074.2758842,2018,2017-2018,0.0932882200710795,0.000530256542999464,2181
34,05640, , ,3405640,Freehold Township School District,00,PK,08, ,E,100111470,594678,+40.2243816,-074.2990509,2018,2017-2018,0.620639691425865,0.0106555112314988,2182
34,07200, , ,3407200,Highlands Borough School District,00,PK,06, ,E,1917097,1673187,+40.4042292,-073.9881855,2018,2017-2018,0.0887598531704952,0.000226897540068842,2183
34,07560, , ,3407560,Howell Township School District,00,PK,08, ,E,140135406,2372574,+40.1781078,-074.2062245,2018,2017-2018,0.670203484225441,0.0150679299705016,2184
34,08790, , ,3408790,Little Silver Borough School District,00,PK,08, ,E,7024087,1573093,+40.3369522,-074.0345347,2018,2017-2018,0.172421553725764,0.000763207627261387,2185
34,09390, , ,3409390,Manalapan-Englishtown Regional School District,00,KG,08, ,E,80861528,644615,+40.2823530,-074.3465645,2018,2017-2018,0.386877571177746,0.00863115263999904,2186
34,09720, , ,3409720,Marlboro Township School District,00,KG,08, ,E,78580273,271982,+40.3429310,-074.2571970,2018,2017-2018,0.439168295648875,0.00835771291399977,2187
34,10380, , ,3410380,Monmouth Beach Borough School District,00,PK,08, ,E,2698714,2669732,+40.3358950,-073.9856075,2018,2017-2018,0.176288409192984,0.000298608088424695,2188
34,12120, , ,3412120,Oceanport Borough School District,00,PK,08, ,E,10080006,3079596,+40.3282431,-074.0123325,2018,2017-2018,0.457641694472193,0.00106251651299684,2189
34,13740, , ,3413740,Red Bank Borough School District,00,PK,08, ,E,4521248,1062820,+40.3487222,-074.0665281,2018,2017-2018,0.125235845920124,0.000495160210401942,2190
34,14370, , ,3414370,Rumson Borough School District,00,PK,08, ,E,13122470,5298133,+40.3620666,-074.0045104,2018,2017-2018,0.431853544184413,0.00144698962710174,2191
34,14970, , ,3414970,Shrewsbury Borough School District,00,PK,08, ,E,5595738,74918,+40.3264505,-074.0573731,2018,2017-2018,0.103400153153786,0.000596593881380665,2192
34,16200, , ,3416200,Tinton Falls Borough School District,00,PK,08, ,E,76482803,507171,+40.2746210,-074.1091876,2018,2017-2018,0.690217341039118,0.00815086025800015,2193
34,17490, , ,3417490,West Long Branch Borough School District,00,PK,08, ,E,7396968,93217,+40.2879037,-074.0200191,2018,2017-2018,0.131277210796156,0.000793271669498892,2194
34,14790, , ,3414790,Seaside Heights Borough School District,00,PK,06, ,E,1598712,324961,+39.9449124,-074.0782899,2018,2017-2018,0.088384474053793,0.000166314701298794,2195
34,01200, , ,3401200,Bass River Township School District,00,PK,06, ,E,194570457,8516937,+39.6583624,-074.4481056,2018,2017-2018,1.04371288794691,0.0208451859556633,2196
34,03090, , ,3403090,Chesterfield Township School District,00,PK,06, ,E,55196259,369361,+40.1191770,-074.6628935,2018,2017-2018,0.421979312844806,0.00587019252400001,2197
34,04350, , ,3404350,Eastampton Township School District,00,KG,08, ,E,14840978,223647,+40.0002787,-074.7565469,2018,2017-2018,0.166314174317187,0.00158883647599755,2198
34,04890, , ,3404890,Evesham Township School District,00,PK,08, ,E,75505464,1117792,+39.8566770,-074.9008104,2018,2017-2018,0.418411761519844,0.00806500081400086,2199
34,06420, , ,3406420,Hainesport Township School District,00,PK,08, ,E,16757299,829906,+39.9779562,-074.8363343,2018,2017-2018,0.253753507155331,0.00183195317981806,2200
34,09180, , ,3409180,Lumberton Township School District,00,KG,08, ,E,33365761,340465,+39.9588554,-074.8024782,2018,2017-2018,0.300825480437661,0.0035526743179995,2201
34,09510, , ,3409510,Mansfield Township School District,00,KG,06,E,E,56289296,404695,+40.0874160,-074.7122587,2018,2017-2018,0.4478979105944,0.0059699857163158,2202
34,09840, , ,3409840,Medford Lakes Borough School District,00,PK,08, ,E,2951904,336335,+39.8536489,-074.8116647,2018,2017-2018,0.138972604776222,0.000346093065500078,2203
34,01290, , ,3401290,Beach Haven Borough School District,00,PK,06, ,E,2536565,3495605,+39.5760308,-074.2517910,2018,2017-2018,0.155471372857888,0.000267583902981387,2204
34,01560, , ,3401560,Berkeley Township School District,00,PK,06, ,E,110628101,29878662,+39.9129063,-074.1930952,2018,2017-2018,1.6138622662775,0.0117788463973231,2205
34,04050, , ,3404050,Eagleswood Township School District,00,PK,06, ,E,41704544,7408588,+39.6471817,-074.2845992,2018,2017-2018,0.560350622778538,0.00447460682348489,2206
34,07710, , ,3407710,Island Heights Borough School District,00,KG,06, ,E,1577078,800218,+39.9418040,-074.1438417,2018,2017-2018,0.0723479373767554,0.000181053240765879,2207
34,08700, , ,3408700,Little Egg Harbor Township School District,00,PK,06, ,E,122611888,66374681,+39.6329695,-074.3310320,2018,2017-2018,1.7314866944465,0.0133734954090437,2208
34,08910, , ,3408910,Long Beach Island School District,00,PK,06, ,E,21479105,47650532,+39.6400667,-074.1887289,2018,2017-2018,1.20487693982264,0.00216255519114367,2209
34,12030, , ,3412030,Ocean Gate Borough School District,00,PK,06, ,E,1165291,240173,+39.9264531,-074.1347593,2018,2017-2018,0.0663767849031984,0.000119682327271391,2210
34,14820, , ,3414820,Seaside Park Borough School District,00,KG,06, ,E,1697386,409695,+39.9263694,-074.0787108,2018,2017-2018,0.106001583262753,0.000180543202896635,2211
34,15690, , ,3415690,Stafford Township School District,00,PK,06, ,E,119424870,22265791,+39.7014320,-074.2624065,2018,2017-2018,1.32667856685472,0.0128713284819511,2212
34,16320, , ,3416320,Tuckerton Borough School District,00,PK,06, ,E,8708424,1160052,+39.5920988,-074.3334481,2018,2017-2018,0.183533384457655,0.00101111108797638,2213
34,04830, , ,3404830,Essex Fells Borough School District,00,PK,06, ,E,3647512,15705,+40.8281024,-074.2762262,2018,2017-2018,0.116748948854595,0.000391050759498706,2214
34,09870, , ,3409870,Medford Township School District,00,PK,08, ,E,100488230,2615709,+39.8642685,-074.8246595,2018,2017-2018,0.6359978096353,0.0108527644624969,2215
34,10920, , ,3410920,Mount Holly Township School District,00,PK,08, ,E,7311539,118496,+39.9953589,-074.7864636,2018,2017-2018,0.114868813167991,0.000783564660999364,2216
34,10950, , ,3410950,Mount Laurel Township School District,00,PK,08, ,E,56264288,686643,+39.9489918,-074.9002470,2018,2017-2018,0.393794690717489,0.00597352135580176,2217
34,11580, , ,3411580,North Hanover Township School District,00,PK,06, ,E,43024515,366142,+40.0899614,-074.5854443,2018,2017-2018,0.346298797883262,0.00458162657200262,2218
34,14880, , ,3414880,Shamong Township School District,00,PK,08, ,E,115135122,1442588,+39.7850030,-074.7171784,2018,2017-2018,0.490068400406484,0.0122559494730013,2219
34,15420, , ,3415420,Southampton Township School District,00,KG,08, ,E,113935054,1161546,+39.9159353,-074.7175007,2018,2017-2018,0.576770645067954,0.0121237969009987,2220
34,15660, , ,3415660,Springfield Township School District,00,PK,06,E,E,75358756,141771,+40.0412160,-074.7101246,2018,2017-2018,0.540403522885633,0.00796704706000224,2221
34,16020, , ,3416020,Tabernacle Township School District,00,PK,08, ,E,127427456,1113614,+39.8205691,-074.6525845,2018,2017-2018,0.561416797860119,0.0135216046120024,2222
34,17730, , ,3417730,Westampton Township School District,00,PK,08, ,E,28422612,332353,+40.0167320,-074.8209061,2018,2017-2018,0.303097970704337,0.0030204876412536,2223
34,18240, , ,3418240,Woodland Township School District,00,KG,08, ,E,239931900,4679665,+39.8412891,-074.5177398,2018,2017-2018,0.696537253391268,0.0257397138899991,2224
36,04410, , ,3604410,Bellmore Union Free School District,00,PK,06, ,E,8230338,15162470,+40.5992327,-073.5206632,2018,2017-2018,0.449887430308725,0.000948882495519191,2225
36,10620, , ,3610620,Elmont Union Free School District,00,PK,06, ,E,12796097,114592,+40.6991762,-073.7061660,2018,2017-2018,0.215487134621701,0.00137568143300027,2226
36,11160, , ,3611160,Floral Park-Bellerose Union Free School District,00,PK,06, ,E,4459236,34951,+40.7233167,-073.7049494,2018,2017-2018,0.127341036240445,0.000479017843999712,2227
36,11460, , ,3611460,Franklin Square Union Free School District,00,PK,06, ,E,6223199,0,+40.7049496,-073.6710536,2018,2017-2018,0.120479104569897,0.000663129457000149,2228
36,19110, , ,3619110,Merrick Union Free School District,00,KG,06, ,E,13987115,19271737,+40.6073347,-073.5457214,2018,2017-2018,0.769564315527389,0.00160706716968549,2229
36,20400, , ,3620400,New Hyde Park-Garden City Park Union Free School District,00,PK,06, ,E,6362999,55729,+40.7409016,-073.6815245,2018,2017-2018,0.115393519599481,0.000684323964999034,2230
36,20940, , ,3620940,North Bellmore Union Free School District,00,PK,06, ,E,8631162,0,+40.6882362,-073.5393129,2018,2017-2018,0.139644125048185,0.000919488588501253,2231
36,21120, , ,3621120,North Merrick Union Free School District,00,KG,06, ,E,5433519,21663,+40.6843645,-073.5620583,2018,2017-2018,0.109819087909205,0.000581098289000203,2232
36,29430, , ,3629430,Valley Stream Union Free School District 13,00,KG,06, ,E,8334988,38959,+40.6791565,-073.6899614,2018,2017-2018,0.142511112364909,0.000891969161000164,2233
36,29460, , ,3629460,Valley Stream Union Free School District 24,00,KG,06, ,E,3598753,5654,+40.6574054,-073.6989661,2018,2017-2018,0.104884868562499,0.000383803626499982,2234
36,29490, , ,3629490,Valley Stream Union Free School District 30,00,KG,06, ,E,4486706,0,+40.6675106,-073.7180983,2018,2017-2018,0.0984033871787694,0.000477828004000544,2235
38,00015, , ,3800015,Naughton Public School District 25,00,KG,12, ,E,81387940,0,+46.9396626,-100.6380751,2018,2017-2018,0.471104922054135,0.00961505985000135,2236
38,00033, , ,3800033,Fort Ransom Public School District 6,00,KG,12, ,E,172036877,83218,+46.5100337,-097.9229406,2018,2017-2018,0.918642415261146,0.0201784383364987,2237
38,00037, , ,3800037,Central Elementary Public School District 32,00,KG,12, ,E,1115983409,4743532,+46.5039310,-103.4857883,2018,2017-2018,1.82031958617682,0.131353558554993,2238
38,01680, , ,3801680,Adams Public School District 128,00,PK,12, ,E,442287897,9328033,+48.4056908,-098.1115892,2018,2017-2018,2.0596292333692,0.0548601207279988,2239
38,02014, , ,3802014,Apple Creek Public School District 39,00,KG,12, ,E,62231985,51578,+46.7714561,-100.6312874,2018,2017-2018,0.342389440769541,0.00733456598399995,2240
38,02240, , ,3802240,Bakker Public School District 10,00,KG,12, ,E,407155155,7633059,+45.9977644,-100.2740696,2018,2017-2018,1.34002489544546,0.0481730867980015,2241
38,02840, , ,3802840,Billings County Public School District 1,00,KG,12, ,E,2975481849,11990485,+47.0070440,-103.3640163,2018,2017-2018,2.66739437721973,0.353484593817005,2242
38,05670, , ,3805670,Earl Public School District 18,00,KG,12, ,E,669363354,712266,+47.4418606,-103.8790342,2018,2017-2018,1.13728479984522,0.0799319292329958,2243
38,06360, , ,3806360,Emerado Public School District 127,00,KG,12, ,E,249769336,1088899,+47.8825477,-097.3356000,2018,2017-2018,0.822975224078558,0.0301646048045077,2244
38,09810, , ,3809810,Horse Creek Public School District 32,00,KG,12, ,E,547535273,4227606,+47.6929142,-103.8712604,2018,2017-2018,1.24902501388724,0.0661087502054966,2245
38,11540, , ,3811540,Little Heart Public School District 4,00,KG,12, ,E,222933485,0,+46.6112738,-100.9292959,2018,2017-2018,1.59363437682397,0.0261790061574988,2246
38,11610, , ,3811610,Lonetree Public School District 6,00,KG,12, ,E,619872895,1060967,+46.6681346,-103.8990808,2018,2017-2018,1.41690089743676,0.0730013132350019,2247
38,11970, , ,3811970,Manning Public School District 45,00,KG,12, ,E,61212707,14829856,+46.6877668,-100.6398130,2018,2017-2018,0.484732628997383,0.00894145266049636,2248
38,12000, , ,3812000,Manvel Public School District 125,00,PK,12, ,E,360221265,1736198,+48.0970184,-097.2068089,2018,2017-2018,1.77642222328523,0.0436996421630023,2249
38,12030, , ,3812030,Mapleton Public School District 7,00,KG,12, ,E,184850714,369741,+46.8857984,-097.0503925,2018,2017-2018,0.874447285987743,0.0218594818210011,2250
38,12120, , ,3812120,Marmarth Public School District 12,00,KG,12, ,E,838915268,3651620,+46.3391816,-103.9304914,2018,2017-2018,1.36566452320706,0.0984540997954974,2251
38,12720, , ,3812720,Menoken Public School District 33,00,KG,12, ,E,391469319,319790,+46.8017014,-100.4839116,2018,2017-2018,1.30970043524142,0.0461729003714995,2252
38,13660, , ,3813660,Nedrose Public School District 4,00,KG,12, ,E,80084865,1756529,+48.2436365,-101.1981988,2018,2017-2018,0.634219080241111,0.00990903331799868,2253
38,13760, , ,3813760,New Public School District 8,00,KG,12, ,E,2260685077,149295025,+48.2553695,-103.5672665,2018,2017-2018,5.41246781188774,0.291896853677494,2254
38,14520, , ,3814520,Oberon Public School District 16,00,KG,12, ,E,336743637,2066594,+47.9273830,-099.1877111,2018,2017-2018,1.91257268841179,0.0407740906180017,2255
38,15360, , ,3815360,Pleasant Valley Public School District 35,00,KG,12, ,E,339443478,11667231,+47.4467423,-099.9346230,2018,2017-2018,1.15908116985992,0.0418735934914982,2256
38,17170, , ,3817170,South Prairie Public School District 70,00,PK,12, ,E,459080259,15111485,+48.0446094,-101.3933868,2018,2017-2018,1.64835774309036,0.0572010279885026,2257
38,17760, , ,3817760,Sterling Public School District 35,00,KG,12, ,E,564353927,2030548,+46.8443496,-100.2693436,2018,2017-2018,1.57830520353411,0.0667963434550019,2258
38,17940, , ,3817940,Sweet Briar Public School District 17,00,KG,12, ,E,97226740,44809,+46.8032697,-101.1574824,2018,2017-2018,0.649097343894666,0.0114624221515012,2259
38,18600, , ,3818600,Twin Buttes Public School District 37,00,KG,12, ,E,368266340,112004752,+47.5237022,-102.1951043,2018,2017-2018,1.48758595998081,0.0573603531879908,2260
38,20340, , ,3820340,Yellowstone Public School District 14,00,KG,12, ,E,360904116,20520060,+47.8922274,-103.8980047,2018,2017-2018,1.19542631580064,0.045866211056501,2261
40,32670, , ,4032670,Whitebead Public School,00,PK,12, ,E,75535431,836362,+34.7458379,-097.2937647,2018,2017-2018,0.459653309100969,0.00751774392050014,2262
40,15750, , ,4015750,Jennings Public School,00,PK,12, ,E,67436118,0,+36.1676015,-096.5698265,2018,2017-2018,0.460509609044345,0.00675474074749492,2263
40,02790, , ,4002790,Allen-Bowden Public School,00,PK,12, ,E,25464418,179087,+36.0535923,-096.1100850,2018,2017-2018,0.212309509522883,0.00256495662449861,2264
40,13600, , ,4013600,Gypsy Public School,00,PK,12, ,E,119114152,925266,+35.7013306,-096.4425979,2018,2017-2018,0.687926149266543,0.0119528529080007,2265
40,16470, , ,4016470,Keystone Public School,00,PK,12, ,E,109513255,10255897,+36.1130344,-096.2630724,2018,2017-2018,0.680603609719387,0.0119860744369993,2266
40,29340, , ,4029340,Swink Public School,00,PK,12, ,E,106327314,1466895,+34.0334110,-095.1959164,2018,2017-2018,0.501948699416644,0.010522586529498,2267
40,26640, , ,4026640,South Coffeyville Schools,00,PK,12, ,E,153602011,297017,+36.9624004,-095.5182491,2018,2017-2018,0.748069369162683,0.0155723094145007,2268
40,13380, , ,4013380,Greenville Public School,00,PK,12, ,E,112802078,5113392,+34.0122916,-097.1155838,2018,2017-2018,0.586004270846901,0.0115082819885007,2269
40,05430, , ,4005430,Briggs Public School,00,PK,12, ,E,164094514,1954805,+35.9530163,-094.8505611,2018,2017-2018,1.39801400732426,0.0165879693114957,2270
40,13230, , ,4013230,Grand View Public School,00,KG,12, ,E,75852987,41920,+35.9868609,-094.9944376,2018,2017-2018,0.996689088850777,0.00758482330850061,2271
40,16440, , ,4016440,Keys Public Schools,00,PK,12, ,E,259114065,23408304,+35.7419940,-094.9504407,2018,2017-2018,1.06911888928848,0.0281444180105037,2272
40,18480, , ,4018480,Lowrey Public School,00,KG,12, ,E,133732497,1254384,+36.0476993,-094.9243036,2018,2017-2018,0.696185961459786,0.0135009967290026,2273
40,21900, , ,4021900,Norwood Public School,00,PK,12, ,E,76956298,1447946,+35.8453044,-095.1932295,2018,2017-2018,0.592558870219992,0.00782320699699785,2274
40,23730, , ,4023730,Peggs Public School,00,PK,12, ,E,181090088,0,+36.0697726,-095.0796868,2018,2017-2018,0.969213133445743,0.0181166657899973,2275
40,27420, , ,4027420,Shady Grove Public School,00,PK,12, ,E,61927802,0,+35.9697827,-095.0827319,2018,2017-2018,0.500001718350173,0.00618768931700016,2276
40,29670, , ,4029670,Tenkiller Public School,00,PK,12, ,E,124474312,3644131,+35.7767571,-094.8434290,2018,2017-2018,0.594289483630828,0.0127702556085051,2277
40,33090, , ,4033090,Woodall Public School,00,PK,12, ,E,59199720,0,+35.8045132,-095.0674220,2018,2017-2018,0.532509911071261,0.00590297936299965,2278
40,18240, , ,4018240,Lone Star Public School,00,PK,12, ,E,40699698,187982,+35.9410243,-096.1279776,2018,2017-2018,0.263298834303113,0.00408433455349913,2279
